SRC,TGT,VOT,RES,YEA,DAT,TXT
Miranda,Shoessss,-1,-1,2008,"19:47, 30 June 2008",[http://en.wikipedia.org/w/index.php?title=User_talk:Miranda&diff=next&oldid=193814381 i'm] [http://en.wikipedia.org/w/index.php?title=User_talk%3AMiranda&diff=194843701&oldid=194805762 sorry]. '''
Kuru,DeadEyeArrow,1,1,2008,"02:34, 15 March 2008","'''Support''', excellent if somewhat hyper-specialized contributor.  The AIV reports of his I've handled have been solid.  His 'health' is his own business."
Rudget,KnightLago,1,1,2008,"16:33, 27 March 2008",Extremely well-rounded candidate. Reflects characteristics needed in administrators well.
America69,Frank,1,1,2008,"00:47, 26 June 2008",'''Support''' Looks like a fine editor. I have to say Ecoleetage put it best here to!! =)
Cyclonenim,Synergy,1,-1,2008,"08:46, 7 September 2008",'''Support''' due to a great experience with this user recently. —'''
Niyant,Camaron1,1,1,2008,"11:07, 27 December 2007",'''Support'''--
Ecoleetage,Good Olfactory,1,1,2008,"14:28, 21 July 2008","Two tickets for ""The Dark Knight,"" please.  Oh, wrong queue. Seriously...'''Support''' for a fine candidate."
giggy,StephenBuxton,1,1,2008,"01:47, 6 July 2008","Trustworthy, competent. We need better admins. —'''"
Rudget,Vikrant Phadkay,-1,-1,2008,"22:12, 17 January 2008",'''Oppose''' - per above concerns. Lack of policy indicated by answers to questions and the RFA in general.
Viridae,Everyking,1,-1,2008,"02:35, 26 August 2008","'''Absoloutely''' Everyking - while not someone I always agree with, is someone of principle who is dedicted to the task at hand."
Majoreditor,Everyking,1,-1,2008,"00:18, 30 August 2008","'''Support'''. Everyking should never had been de-sysopped in the first place. While I don't agree with all of his admin actions, he has my trust. Giving him the tools would be a net positive."
Brianherman,Cbl62,1,1,2008,"04:15, 21 September 2008",'''Support''' - Good Luck!
NHRHS2010,Doczilla,1,1,2008,"13:06, 9 February 2008","'''Support''' per above. [[User:NHRHS2010|<span style=""background:black;color:red;font:10pt cooper black"">NHRHS</span>]][[User talk:NHRHS2010|<span style=""background:red;color:black;font:10pt lucida sans"">2010</span>]]"
Snowolf,Master of Puppets,1,1,2008,"16:53, 3 February 2008",'''Absolutely!''' <i><b>
henrik,Berig,1,1,2008,"20:54, 29 October 2008","'''Absolutely support'''. Will be a net positive, at any activity level. <strong>"
The Joker,Nancy,1,1,2008,"23:35, 4 February 2008",
Trusilver,Rgoodermote,0,-1,2008,"23:54, 6 January 2008","'''Neutral'''. I think that this user is going to make a spectacular administrator, but not quite yet. I would like to see some experience article building and I would like to see that edit summary percentage go up to near 100%. Other than that, this user is civility personified - three months from now I will happily give my support."
Wisdom89,Guest9999,1,-1,2008,"17:22, 17 May 2008","'''Support''' - Any editor that is willing to be instantaneously honest, upfront and candid with past mistakes, realize when they've made some errors and take responsibility for them has my utmost respect. I think with this attitude you will make a fine administrator."
Kanonkas,Epbr123,1,1,2008,"14:42, 9 June 2008","'''Support''' Seen this name popping up all the time, including content writing and vandalism reverting. Will be very valueable having this user as an admin here.  --<small><span style=""border:1px solid #0000ff;padding:1px;"">"
Spevw,Choess,1,1,2008,"23:29, 16 August 2008",'''Support''' Good candidate and best of all that are running.
MBK004,Jordan Payne,-1,-1,2008,"20:13, 4 January 2008","'''Oppose''' per 12 Noon, and others. Also, it seems as though [[User:Kmweber|Kurt]]'s usual reply might seem appropriate as well. -'''"
Keegan,Gtstricky,1,-1,2008,"04:48, 15 October 2008",'''Support''' per answer to Q3.  I like what I see.
JayHenry,Risker,1,1,2008,"05:02, 8 May 2008","'''Support'''.  I'm uncomfortable with editors who are dramaholics, but I can't see from below that this is at all the case.  Risker participated in discussing, yes, a relatively small handful of some ugly dramas.  But hers was always a calm voice that never fanned the flames and often helped move toward resolution.  Her approach to BLP is firm and principled while not couched in unhelpful histrionics about ""what moral right etc. etc.""   In short, the sort of candidate we need, and I encourage the opposers to give this one a careful reappraisal. --"
Parsecboy,Autocracy,0,-1,2008,"04:06, 13 March 2008","'''Neutral''' - Agreed generally with Poeloq's comments; you've been a member here for going on two years now, but you've only been active for a handful of months, in a very erratic fashion. I agree with the sentiment posted in the oppose section that a lot can change in 9 months; you would do well to put in a few more months of work, read up on the policies that govern places you'd like to become involved in as an admin, and be careful about the non-admin closures. You do seem to be a trustworthy editor, which I believe is the most important criteria for admin-candidates. If you get some more experience under your belt, I'll be happy to support you in the future."
Fattyjwoods,Sharkface217,1,-1,2008,"02:41, 5 April 2008",'''Strong Support''' Great work at [[WP:AWARD]] <strong>
Le Grand Roi des Citrouilles,Ed Poor,1,-1,2008,"03:23, 18 July 2008","Moral '''support''' in that I believe in second chances.  --<font face=""Times New Roman"">Happy editing!  Sincerely,"
Thingg,SarekOfVulcan,1,1,2008,"19:52, 28 June 2008","'''Support''' Your edits show an impressive range of interests and a cursory glance at your talk page turns up no major problems. Good luck! <font color=""#3300ff"">"
JayHenry,Ruslik0,1,1,2008,"19:16, 23 November 2008","'''Strong support''' -- an excellent editor, well-versed in the ways of the Wiki and with an ideal temperament. --"
NimiTize,Aleta,1,1,2008,"15:11, 21 March 2008","'''Support''' Why not? '''''[[User:NimiTize|<font color=""blue"">N</font><font color=""red"">i</font>]][[User_Talk:NimiTize|<font color=""blue"">m</font><font color:""black"">i</font>]][[Special:Contributions/NimiTize|<font color=""red"">T</font><font color=""black"">i</font>]]"
aitias,Thingg,1,1,2008,"22:49, 4 October 2008",'''Support''' of course. —
Athaenara,Dank55,1,1,2008,"00:22, 26 November 2008",'''Support.'''  No doubts that Dank55 will be a mop corps asset.  —
Bibliomaniac15,Lady Aleena,1,-1,2008,"23:06, 22 April 2008",'''Support'''. Inactivity isn't a problem for me. '''''
Pascal.Tesson,Dank55,1,1,2008,"20:48, 26 November 2008",'''Support''' has enough of a clue to be trusted.
TaborL,TomStar81,1,1,2008,"19:32, 7 July 2008",'''Support'''
Restepc,Ali'i,1,-1,2008,"20:25, 12 June 2008",'''Support''' - Pretty much what Keeper76 said.
RyRy5,Jonny-mt,1,1,2008,"05:44, 26 March 2008","'''Strong Support''' I really liked '''all''' of Jonny-mt's answers. I think this user will be a really good admin.--<font face=""Edwardian Script ITC"" size=""3"">"
S. Dean Jameson,Mizu onna sango15,1,1,2008,"18:55, 16 November 2008","'''Support''', as per my rationale on Mos15's last RfA. <small><sup>''S.''</sup></small><small><sub>''D.''</sub></small>'''D.J.'''"
Daniel,Wisdom89,-1,-1,2008,"10:19, 21 April 2008","Need to avoid scaring off new contributors with inappropriate speedy deletions. The criteria were created to avoid it as much as possible, so the natural assumption is that deleting outside the criteria without a very good reason will lead to the loss of potential contributors. Per DarkFalls' evidence."
TenPoundHammer,Obaidz96,-1,-1,2008,"04:15, 24 March 2008","'''Strong oppose, suggest withdrawal''' I agree 100% with the above user. Adminship is a totally ''serious'' task, and a user like you -- with only ~500 edits, most of which are vandalism -- probably doesn't have a snowball's chance in hell of gaining adminship."
Kim Dent-Brown,Rodhullandemu,1,1,2008,"12:46, 21 January 2008",'''Support''' per interactions we have had in the past and solid record of contributions.
America69,Mr. IP,-1,-1,2008,"19:07, 3 August 2008",'''Oppose''' I honestly think you are not taking this serious enough as Diligent Terrier said. I can't support.
Spencer,IMatthew,1,-1,2008,"20:25, 28 September 2008","'''Support''' In my experiences with IMatthew, I have found him to be a helpful user. '''"
Bearian,RMHED,-1,-1,2008,"17:16, 5 February 2008","'''Oppose''' - no evidence to have reason to support, e.g., user page.  See also above."
Maclean25,Epbr123,1,-1,2008,"03:46, 1 March 2008","'''Support.''' Epbr123 has demonstrated remarkable capacity for self-assessment. I first noticed this when I saw him updating [[User:Epbr123#Style and prose checklist]] and [[User:Epbr123/words]]. Rather than dismiss all these little lessons (that we all encounter) and go about his business, he kept track of all these little things. This written record illustrates a desire to learn and work within the structures of the system. Likewise, he has demonstrated behavioural changes. At FAC he has reformed from [[Wikipedia talk:Featured article candidates/archive23#Five noms|obnoxious aggresiveness]] to a genuine WikiGnome (compare his last 500 article edits with the FAC list and recent promotions). At GAs he shows nothing but deference where he regularly [[Wikipedia talk:Good article nominations#GAN Reviewer of the Week - w/e 23/2/2008|thanks]] participants (since June 2007). From [[Wikipedia:Requests for comment/Epbr123]] and [[Wikipedia:Editor review/Epbr123]], and his actions since, I see an editor learning his actions have impacts, a desire to participate, and a willingness to learn behavioural skills. I have no doubt he will be responsible with admin tasks and adapt well. --"
Cxz111,Benjah-bmm27,-1,-1,2008,"16:54, 10 March 2008",'''Oppose''' Lack of Wikipedia space involvement.
Wizardman,JGHowes,1,1,2008,"16:21, 12 August 2008",'''Support''' as co-nom.
Jayjg,Thingg,1,1,2008,"01:22, 8 October 2008",'''Support'''. Looks like a strong candidate.
Cosmic Latte,J.delanoy,1,1,2008,"16:10, 21 July 2008","'''Weak support''' because I support by default, but would like to see more article work, and I suspect that he [[List of child prodigies|forgot something]] in his answer to question #8. Seems a bit pre-judgmental."
Phoenix-wiki,HisSpaceResearch,1,-1,2008,"13:28, 3 January 2008",As nom--
Hiberniantears,Rudget,1,1,2008,"16:49, 5 January 2008","'''Support''' The blocked user list is a bit antagonistic. Given some of the plague socks around, I could see someone manipulating you into building a Wall of Fame for banned alterwikegos. Outside of that, I think removing it was a good move, and you have certainly proven a willingness to take the advice of your fellow Wikipedians. Even more outside of that, and more to the point, I think you will be a fine admin based on your larger body of work, and the respect I have for your nominators. Best of luck!"
Angusmclellan,Deacon of Pndapetzim,1,1,2008,"01:54, 27 February 2008","Well, I would do, wouldn't I?"
Joshii,Guest9999,-1,-1,2008,"00:08, 19 May 2008",'''Oppose''' Seems to focus too much on deleting articles and admin powers could be abused to close AFDs early/incorrectly. <sup>┌</sup><sub>'''
LordSunday,Londonfella,-1,-1,2008,"15:35, 30 September 2008","I feel bad to be the first one to do this. However, you have practically no Wikipedia space edits. Administrators maintain that space and delete the poorly created ones. Gain some more experience there, bud. &mdash;'''"
Acalamari,J-stan,1,1,2008,"18:58, 2 January 2008","Positive interactions with this user, accurate reports to RFPP, civility and calmness when dealing with other users: J-stan will make a great admin."
Matthew R Dunn,Sgeureka,1,1,2008,"16:08, 8 December 2008",'''Support''' He is doing a very good job merging/cleaning up articles. Certainly has my vote. --
Gromlakh,Nancy,1,1,2008,"16:21, 31 January 2008","'''Support''' - Was going to oppose, but then I read [[User:Pedro|Pedro's]] incredibly persuasive ""Support"" argument. After something that incredible...how could I say no?"
aitias,Dendodge,1,-1,2008,"17:46, 7 December 2008",'''Support''' —
Camaeron,WarthogDemon,1,-1,2008,"10:46, 21 March 2008",Support - seems a good wikipedian...will make an even better admin...good luck! --
Everyme,L'Aquatique,-1,1,2008,"11:21, 29 July 2008","Hmm. I've been pondering on and off about this for several days now. The thing is that even with the above opposes, there is no real deal-breaker. Yet I feel a bit eery about handing this candidate the tools. Cannot pinpoint any particular reason, so don't ask, but my opinion that this is a bad idea is weirdly strong. <span style=""font-family:lucida sans, console;"">'''''[[user]]:"
Mike Christie,Deacon of Pndapetzim,1,1,2008,"14:23, 27 February 2008","'''Support'''.  The Deacon is very knowledgeable and adding the admin tools will make him able to contribute to Wikipedia.  I am slightly concerned that he'll be diverted into admin tasks when he might be more valuable as an article editor, but that's his choice.  I have thought about the civility concerns, and looked at some recent interactions of his, and I think he is blunt and sometimes not particularly tactful.  I'd urge him to err on the side of tact in the future."
Orderinchaos,Nousernamesleft,1,1,2008,"03:44, 13 February 2008",'''Support''' - Meets
Ged UK,Vivio Testarossa,1,-1,2008,"08:10, 18 March 2009","'''Support''' I see no reason not to support, this user seems to be perfectly sensible. I'm not fussed which account is mopped, but i would prefer the other account to no longer be used. --"
Ryan Postlethwaite,Seicer,1,1,2008,"06:32, 21 February 2008",'''Support''' as nom - Best of luck!
aitias,Matthewedwards,1,1,2008,"21:57, 14 July 2008",'''Support''' good user. —
RyanCross,Gladys j cortez,1,1,2008,"19:33, 5 October 2008","'''Support''' &ndash; Per [[User:Sarah|Sarah]]. The opposes don't concern me much. &ndash; <font color=""navy"" face=""cursive"">"
Useight,lustiger seth,-1,1,2008,"17:47, 19 December 2008","'''Oppose'''. Sorry, not enough work on en.wiki. I could see the possible translation (no pun intended) of adminship from one wiki to another, but I need to see more work in the desired wiki before I can support."
east718,SoWhy,-1,1,2008,"06:29, 25 September 2008","Lack of interest in content writing is a bad sign for reasons I've touched on at length elsewhere. Administrators are the public face of the project, and having a divisive userbox on one's userpage is bad PR. <small style=""color:#999;white-space:nowrap"">"
EJF,Ohmpandya,1,-1,2008,"20:20, 30 December 2007","'''Very weak support''' - I view self noms as ''prima facie'' evidence of being '''[[WP:BOLD|bold]]'''. However, I would like more use of edit summaries and more edits especially in the Wikipedia-space. I also would have liked months of solid contributions instead of one large fest. But good luck--"
DeadEyeArrow,Tanthalas39,1,-1,2008,"10:23, 12 March 2008","'''Weak Support''' because of the lack of experience, but I feel they will use the tools properly. --<small>"
Tiptoety,Milk's Favorite Cookie,-1,-1,2008,"00:52, 23 July 2008","'''Oppose''' - I hate to be the one to say this, but adminship is [http://en.wikipedia.org/w/index.php?title=User_talk:Jimbo_Wales&diff=next&oldid=217838607 no longer ""no big deal""] and as such allowing users who treat Wikipedia like [[WP:NOT#MYSPACE|myspace]] would clearly not be in the communities best interest. Adminship is not a trophy or a status symbol, so please stop treating it like one."
PhilKnight,Redfarmer,1,-1,2008,"14:53, 1 April 2008","'''Support''' - trustworthy editor. Thanks to Le Grand Roi des Citrouilles for providing diffs, however the book mentioned is published by Paramount Pictures, and so I think Redfarmer's 'vote' was correct."
Docboat,VivioFateFan,-1,-1,2008,"06:59, 31 December 2007","'''Oppose''' - I see you as a keen new wikipedian, and doubtless you will continue to improve. But. But you have little mainspace editing experience, your answers seem immature - possibly inexperience is at fault there - and I am not convinced that you can continue with the same energy you have brought at the outset. Will your keenness wear off? Give it some more time, some considerable more time, and let us reassess your readiness then. If you carry on as at present, I will happily support you."
Krimpet,Dihydrogen Monoxide,-1,-1,2008,"05:19, 29 December 2007","'''Oppose''' - I respect the nominators greatly, and his contributions to the project are admirable. But through my personal experiences with him I really don't think he's mature enough to use the tools wisely. '''<font color=""#ff9900"">"
Little Mountain 5,It Is Me Here,-1,-1,2008,"14:31, 18 August 2008","'''Oppose''' per Jon513. I'm sorry, but you just don't have enough experience. Users generally wait until they have three or four thousand edits to run for adminship. Wait several months and keep doing what you're doing, and I would probably support you. I suggest withdrawing. Thanks, '''<em style=""font-family:Copperplate Gothic Bold""><font color=""Black"">"
SorryGuy,gromlakh,1,-1,2008,"02:17, 7 January 2008","'''Support'''. The user seems to be pretty experienced in terms of the work he has done and does not seem likely to abuse the tools. That is good enough for me. <small><span style=""border:1px solid #FF3333;padding:1px;"">"
PhilKnight,Protonk,1,1,2008,"06:22, 15 October 2008","'''Support''' - agree with EEMIV, responsible and trustworthy."
Darth Panda,It Is Me Here,1,1,2008,"05:18, 5 December 2008","'''Support''' as we hit the halfway mark for [[WP:100]]! <font color=""777777"">"
Slp1,Ynhockey,1,1,2008,"12:57, 26 October 2008","'''Support''' - a committed, clueful editor, and there is no reason to believe that he won't figure out how to appropriately use any mop-like cleaning tools too. --"
Basketball110,Kakofonous,1,1,2008,"02:52, 4 May 2008","'''Support'''. Good editor, going to be an even better admin. No abuse, and this user gets along with almost everybody! <span style=""cursor:help""><font color=""#FF8C00"" face=""Elephant"">Basketball110</font></span> <sup>'''"
Avruch,Lawrence Cohen,0,-1,2008,"22:42, 7 April 2008",Neutral as explained above in my initial oppose.
Casliber,AniMate,1,1,2008,"13:23, 22 December 2008","'''Support''' no dealbreakers noted. net positive. Cheers,"
Casliber,Slp1,1,1,2008,"10:52, 19 May 2008","'''Support''' clear net positive. Cheers,"
Dorftrottel,Sceptre,1,-1,2008,,Clusterfuck support.
DGG,John254,1,-1,2008,,"'''Support''' Probably a little more inclusionist than me, though often with a different emphasis. But I think he's always rational about it. Good answers to the questions are free of cant and blind policy repetition. I think he';s made some mistakes, and learned from them. I expect he will continue to take problems to AN/I when warranted, rather than go off on his own about them. Personally, i think that policy pages should be discussed before being boldly changed (except in minor ways), but the present policy is that BRD applies to them as well, so the block was unwarranted. '''"
Chaser,lustiger seth,1,1,2008,"01:03, 18 December 2008",'''Support''' per Majorly.--
PhilKnight,R. Baley,1,1,2008,"01:18, 8 April 2008",'''Support''' - trustworthy editor.
Milk's Favorite Cookie,BQZip01,1,-1,2008,"01:30, 1 February 2008",'''Support''' Good user. -
Sumoeagle179,SarekOfVulcan,-1,1,2008,"21:38, 24 June 2008","'''Oppose'''per the CRYSAL incident that Number 57 mentions, way too serious an incident and too recent."
Wisdom89,Undead warrior,1,-1,2008,"03:04, 15 December 2008",'''Support''' - Candidate appears extremely competent. My concerns from the last RfA are now gone as far as I can tell. Thorough and thoughtful discussions at AFD - AIV reports look accurate.
Katalaveno,AlanH,-1,-1,2008,"16:38, 12 January 2008","'''Oppose''' - I applaud your vandal fighting! It is most likely too early for the community to approve your admin request, however, you almost have enough edits to apply for [[Wikipedia:VandalProof|VandalProof]] access (I think it's 250 mainspace edits if I remember correctly). This will give you the ""revert"" tool you want and will most certainly assist you in your vandal fighting activities."
Avraham,Bedford,0,1,2008,"03:49, 6 April 2008",'''Neutral''' --
Milk's Favorite Cookie,Alex.muller,1,1,2008,"19:17, 19 February 2008",'''Support''' Great editor. Nice work at [[WP:ACC]]. -
RexxS,Keeper76,1,1,2008,"23:34, 9 January 2008","'''Support''' This may not be worth much compared to the weighty (& abstract) issues discussed above, but the nom took the time to welcome me (a complete n00b) and gave me some good pointers on how to proceed. Maybe WP needs more admins who take the time to do the little things really well?"
Nick mallory,Appraiser,1,1,2008,"08:02, 3 January 2008",'''Support''' The more experienced article writers who also have admin powers the better.
Steven Walling,Xymmax,1,1,2008,"23:29, 9 October 2008","'''Support''' The answer to Q4 in particular is the just kind of communicative and sensible attitude that makes for a great administrator. <font style=""font-family: Georgia"">"
TheProf07,Martijn Hoekstra,1,1,2008,"17:21, 25 March 2008",'''Support''' Enjoy the tools! '''[[User:TheProf07/Vandals|The]]
Dlohcierekim,Asenine,-1,-1,2008,"15:00, 1 March 2008","'''  Sorry, not ready yet. ''' Per above. On one of the talk page archives, I saw concern expressed over incorrect speedy deletion taggings. I would recommend reviewing [[WP:CSD]] and being less hasty about applying those tags. If an article does not look notable, it might be better to apply Prod or AfD. I did not see a lot of AfD involvement. Even if AfD is not your cup of tea, the experience is valuable as there is some overlap in practical application of policy. I did not see reports to AIV. There can be a fine line of distinguishment between vandalism (which is willful and purposeful) and errors due to lack of experience or understanding of our policies. An admin sometimes needs to me a couch rather than a cop or a janitor. I would suggest a balance of article building and admin related tasks, seek an editor review in another 2000 edits and then, depending on the recommendations, submit an RfA about 1000 edits after that. I did not review for article building, but I would like to see at least 30,000 bytes of content added for content builders or several thousand ""wikignome"" type edits to gain experience in article building policies, which also help in recognizing vandalism and notability. Cheers, and happy editing."
Rudget,Parsecboy,1,1,2008,"18:38, 18 February 2008","An appealing candidate. Good general experience, with neat touches of excellence partially mentioned somewhat in the nomination statements. Parsecboy appears to display what is needed in a administrator, and so I am therefore willing to contribute another support to this request for adminship."
WillOakland,WBOSITG,-1,1,2008,"05:40, 9 May 2008","'''Oppose''', quite young, doubts as to priorities."
It Is Me Here,Dendodge,-1,-1,2008,"07:19, 8 December 2008","'''Oppose''', as the evidence provided by others of immaturity and trying to avoid giving an honest opinion in answering the RfA questions worries me. '''"
Shapiros10,Nja247,0,-1,2008,"21:51, 14 November 2008",'''Neutral''' Per Pharaoh of the Wizards.
Friday,John254,-1,-1,2008,"05:39, 21 January 2008","'''Oppose''' per multiple valid concerns presented here.  Possibly consider ''nudging'' the supporters with a trout.  Too often, we let people pass RFA, just because they have keep trying, and many edits.  Bad idea."
Keepscases,Mufka,1,-1,2008,"15:18, 14 October 2008",'''Support'''
Kaaveh Ahangar,Gazimoff,1,1,2008,"09:19, 31 July 2008",'''Support'''. Has been very helpful so far. --
Newyorkbrad,Dank55,1,1,2008,"03:02, 29 November 2008","'''Support'''. Fully qualified candidate. To the opposer's point, I find it it unrealistic to expect candidates to have robust experience in every administrator area."
Peteforsyth,VanTucky,1,1,2008,"20:20, 16 April 2008","'''Support.''' I have worked closely with VanTucky both on- and off-wiki. He is dedicated to the success of the project, and has extensive experience in various areas. Where concerns have been raised about his behavior, he has been responsive. A side note people may not be aware of, VanTucky has been an effective ambassador for promoting Wikipedia in the local academic community; see [http://ournewmind.wordpress.com/2008/04/09/encyclopediae-proliferateencyclopediae-proliferate/ here] and also [[WP:ORE/OE|here]]. -"
RGTraynor,Everyking,-1,-1,2008,"05:27, 1 September 2008","'''Oppose''' for several reasons.  I admit I've some sympathy for the implied position that it's not okay for admins to use their judgment when he's had several cases of egregiously bad judgment, but y'know something?  I look over a lot of the Support votes, and so many of their RfA votes come down to some niggling knee-jerk triviality such as ""Not enough AfD experience, we can't trust his judgment"" or ""She said something arguably mean in three edit summaries, we can't trust her conduct.""  But here we have someone who's screwed up big time, unambiguously ... and some of the same folk are defending him tooth and nail.  How about we reserve the slack we cut for able editors who've never done anything wrong and cut a little less for desysopped admins who have?"
JoshuaZ,TenPoundHammer,-1,-1,2008,"18:47, 24 March 2008","'''oppose''' per Johnbod, Gwynand, Moonriddengirl, Xoloz and others. Way too willing to delete things and in general too impetuous."
Everyme,StephenBuxton,1,1,2008,"21:25, 9 July 2008","(changed from neutral per [http://en.wikipedia.org/w/index.php?title=Wikipedia:Requests_for_adminship/StephenBuxton&diff=prev&oldid=224557485 demonstration of natural cluefulness]) <span style=""font-family:lucida sans, console;"">'''''[[user]]:"
Bearian,Jamesontai,-1,-1,2008,"18:31, 23 January 2008","'''Oppose''' - This editor looks great, a really nice college student, but he has not been active long enough (3 months?) for me to evaluate this user."
