SRC,TGT,VOT,RES,YEA,DAT,TXT
Mr. Stradivarius,Shirt58,1,1,2013,"11:00, 11 March 2013","'''Support'''. I agree with B in the oppose section that the answer to Shirt's questions were slightly off. When asking for review of admin actions, it is better to go to a noticeboard than to ask an admin of your choosing, in order to avoid allegations of favouritism. That's not to say you can't ask an admin of your choosing privately for their opinion, but once things go on-wiki it's best to do everything possible to be fair, and to appear fair. I also concur with B's opinion on question seven, and for question six I would have preferred that Shirt link to the specific policy that applied ([[WP:BIODEL]]). Not mentioning the policy gives me the suspicion that he might not have known it, although to be fair he did come to almost the same conclusion in his answer. However, despite my misgivings over the questions, I am well aware of the amount of good work Shirt has done for the project, and I think making him an admin would be a net positive for Wikipedia. — '''''"
Cullen328,Bilby,1,1,2013,"06:19, 28 May 2013","'''Support''' Level-headed, calm and experienced. I don't see that the issue raised by the one ""oppose"" so far is a serious one. Long running disputes have two (or more) sides, and I don't see that Bilby has been unreasonable in advocating one side."
RegentsPark,Mkdw,1,1,2013,"02:21, 14 May 2013","'''Support''' I was waiting for someone to oppose in the hope that there would be some reason to think deeply about this. But, now that we do have an oppose, I see no reason to strain my brain over this. Slam dunk excellent admin addition. --"
Nick-D,Ocaasi,1,1,2013,"03:40, 5 January 2013","'''Support''' I've seen quite a bit of Ocaasi's editing over the years, and am confident that he or she will make a good admin."
The Illusive Man,Paulmcdonald,1,1,2013,"19:10, 1 May 2013","'''Resounding support''' - Great answers to questions, super strong background in admin related activities. Trustworthy, active and clueful enough to deserve the bit. -<span style=""background:#000000"">"
Brambleberry of RiverClan,Jason Quinn,-1,1,2013,"21:44, 25 January 2013","'''Oppose''' per the above. I'd like to know that the people we give adminship to are going to do serious work with them. <font face=""webdings""><font color=""#007FFF"">ö</font></font><font face=""segoe script"">"
Boing! said Zebedee,Mattythewhite,1,1,2013,"15:08, 30 May 2013","'''Support'''. Yep, great hard-working contributor with a calm head - should be just fine. --"
TCO,Hahc21,0,-1,2013,"15:52, 11 February 2013","'''Fucking meh'''.  Think the opposers are beating the kid up too fast.  This place can really get into chewing people up and going after them if they've had some sanction (maybe the kid had grace to take it, unlike the typical dead ender arguers around here).  That said, the 3 month end thing seems a little fast.  See you in a year, Hahc."
Inks.LWC,Theopolisme,-1,-1,2013,"22:22, 28 February 2013","'''Oppose''' I have concerns about maturity issues, and I think more time should have been given in between RfAs (at least a year).  Furthermore, this CSD tag concerns me: [http://en.wikipedia.org/w/index.php?title=Aziz_Abdullah_Ahmed&diff=539534371&oldid=539534017] - article tagged as A7/possible hoax when there was no evidence of a hoax, and the subject was clearly alleged to be important.  I'd say give it another year before trying an RfA, and then maybe I'll change my mind, but there are still too many concerns for me to support the user at this time."
Ks0stm,Secret,1,1,2013,"10:03, 14 February 2013","I have every confidence that giving Secret the tools will be, on the whole, a net benefit to the encyclopedia. It's also a benefit that he's been an admin before, in my opinion. Health related issues here do not concern me, and I believe that the high number of RfAs Secret has undergone shows nothing more than an intense drive to further help the project. [[User:Ks0stm|<font color=""009900"">'''Ks0stm'''</font>]] <sup>([[User talk:Ks0stm|T]]•[[Special:Contributions/Ks0stm|C]]•[[User:Ks0stm/Guestbook|G]]•"
Noleander,Binksternet,1,-1,2013,"20:09, 15 March 2013","'''Support''' - I have had a large amount of interaction with Binksternet, and always found them to be cooperative and civil.  I trust Binksternet to have the ability to turn-off their argumentative side when doing Admin work; and it back on when trying to persuade irrational editors to change their ways.  We all have the ability to change our demeanor as the situation demands (boss, parent, child, co-worker, employee, etc).  --"
Nathan Johnson,Bilby,1,1,2013,"16:12, 29 May 2013",Fully qualified candidate. -
Colonel Warden,Mkdw,1,1,2013,"11:25, 11 May 2013",'''Support''' Seems to walk the walk.
Sparklism,BDD,1,1,2013,"06:49, 24 April 2013","'''Support'''. I'm not concerned by the supposed 'lack' of content creation, and I think we can trust BDD not to abuse the tools. It's no big deal."
Tom Morris,Lord Roem,1,1,2013,"15:39, 23 January 2013",'''Support''' Don't see any reason not to. —
Miniapolis,RockMagnetist,1,1,2013,"02:12, 11 March 2013",'''Support''' Level-headed editor who doesn't sound like they'll let POV stand in the way of policy.
Legoktm,Ymblanter,1,1,2013,"08:40, 15 March 2013","'''Support''' per nom, and based on my interactions with Ymblanter."
Kurtis,Mattythewhite,1,1,2013,"09:53, 30 May 2013",Definitely. Mattythewhite brings a diverse range of experience and would be very helpful as an administrator.
Mkdw,Bilby,1,1,2013,"20:59, 25 May 2013","'''Support''' My only regret is not being higher on this list. As others have pointed out CCI is perhaps one of the most thankless jobs on Wikipedia. It is both extremely time consuming and under the radar for most editors. As one of the most backlogged areas, and even ahead of AFC, CCI also requires a tremendous understand of Wikipolicy due to the nuance in every use rationale that can come along. I have no concerns that this editor is light in other administrative areas; I've always supported the fact that we should trust editors with the tools where they need them, and to assume good faith that if they venture into other areas they will show the same responsibility they have shown up until this point."
Jusdafax,Lord Roem,-1,1,2013,"21:37, 26 January 2013","'''Oppose''' per Tryptofish, Salvio and Dennis - I did not !vote in the first Rfa, if I remember this correctly, due to concerns expressed by opposers, and before I could weigh in, the candidate withdrew. Having worked with Tryptofish previously, I know him to be a most thoughtful, careful Wikipedian. I fully agree with his concerns, and feel this candidate is not currently a good choice for a lifetime appointment as an Administrator.  I do thank the candidate for services to the project to date."
FeydHuxtable,Jason Quinn,1,1,2013,"13:22, 27 January 2013",'''Support''' per rogerd.
Rzuwig,Ocaasi,1,1,2013,"17:50, 2 January 2013",'''Support'''
Ultraexactzz,Carrite,1,-1,2013,"21:50, 7 February 2013","'''Support''', mostly. I don't like this nomination. I don't like the idea of checking out adminship like a library card. I also don't like the idea that the candidate, once an admin, seems to feel like he would have to ""ADMIN ALL THE THINGS"", and that being an admin would take away from article writing. I can see no other reason for wanting to be rid of the bit so quickly. On the merits, I trust Carrite to be a reasonable admin, not to abuse the tools, etc etc, and thus must support. But I wish he trusted himself, too."
Rzuwig,Tokyogirl79,1,1,2013,"18:02, 16 March 2013",'''Support'''
Aircorn,Vacation9,-1,-1,2013,"00:57, 1 March 2013","Since they were linked above I looked at some of your non-admin closures. I consider them a poisoned chalice when it comes to RFA, but they do give an indication of an editors ability to read consensus and their understanding of policy. I am afraid that the your closures displayed a tendency to [[Wikipedia:Articles for deletion/Audubon Avenue (Manhattan)|!vote]] [[Wikipedia:Articles for deletion/Starch (game)|count]] more than to dissect individual arguments. Some were also a [[Wikipedia:Articles for deletion/American Civil War bibliography|little careless]] (it was moved during the discussion) or had [[Wikipedia:Articles for deletion/Joe Kehoskie|unclear reasoning]]."
Woody,Mattythewhite,1,1,2013,"00:04, 30 May 2013",'''Support''' Though he may not be the busiest admin of the project it will be a net gain to have him as an admin as has been stated above. I believe him to be trustworthy with the mop. I give him my full support.
Bearian,Nthep,1,1,2013,"20:37, 27 March 2013",'''Support''' per [[User:Bearian/Standards#WP:RFA_standards]].
UnbelievableError,Ocaasi,1,1,2013,"03:28, 2 January 2013","'''Support''' - I only wish the candidate had left the talk page alone so I could evaluate the Oppose. No worries, I checked the history...took a few more seconds. -"
Inks.LWC,Dirtlawyer1,1,-1,2013,"07:26, 5 February 2013",'''Support''' - Everything looks good to me.  Good contributions and good work at AFD.
Hillbillyholiday81,KumiokoCleanStart,1,-1,2013,"15:37, 17 May 2013","'''Support''' per [[User:Scott Martin|Scot]] and [[User:Ohconfucius|Ohconfucius]].  Highlights the need for tool reform.  More admin that may be critical of the management process are needed. [http://books.google.co.uk/books?id=OnZLxKfFewEC&dq=complaining+moaning++employees+helps+in+business&source=gbs_navlinks_s ""A complaint is a gift.""]"
Orlady,Binksternet,1,-1,2013,"21:34, 13 March 2013","'''Support'''. I seem to run across Binksternet rather often. I have seen him reverting vandalism and POV-pushing, ferreting out sockpuppets, engaging in talk-page discussions, creating new content, contributing to [[WP:DYK|DYK]], removing citations to non-[[WP:RS|RS]] sources, and communicating with users he's intersected with. In my judgement, he understands WP policy and guidelines, shows good judgment, and is thoughtful in his user communications (one example: [http://en.wikipedia.org/w/index.php?title=User_talk:Salim_Dekkiche&oldid=539846571]). He's also consistently productive (where does he find the time?), which is an asset in a sysop. I believe his record over the last year indicates that he has internalized Wikipedia's rules of engagement and will not  repeat the behaviors that led to blocking in the past. I perceive that his work on articles about political topics is motivated by a desire to build and maintain a quality encyclopedia, and he is generally effective in doing so. Not all of us have his courage and fortitude to wade into controversial topics about which many people are passionate -- and about which most of his have opinions that we can't always disguise. IMO, the criticisms of his recent work that have been raised in the ""Oppose"" column should be chalked up to the logic that (1) these articles are minefields and (2) if you walk through minefields often enough, sooner or later a mine will explode in your face. People who are brave enough to walk through minefields should not be punished for making an occasional misstep. I believe he can be trusted with the broom and the mop -- and I predict that he will shoulder a good chunk of the admin workload. --"
Snowolf,Paulmcdonald,1,1,2013,"15:27, 7 May 2013",'''Support''' never interacted with this user but I am very impressed by this user's attitude and answers to questions. I also couldn't care less about what they vote on AfDs. <i><b>
Inks.LWC,Miniapolis,1,1,2013,"07:45, 9 February 2013","'''Support''' - While the user does not have a lot of experience with AfD, I am confident she will ease her way into it.  Edits overall look good."
DCI2026,Darkwind,1,1,2013,"20:44, 28 December 2012","'''Support'''.  Sufficiently qualified, in my view."
MelbourneStar,Mkdw,1,1,2013,"02:36, 12 May 2013","'''Support''' - Seen their work on the Project, now and then, and I'm very satisified. Good luck Mkdw! {{=)}} —"
Secret,RockMagnetist,1,1,2013,"14:13, 10 March 2013","As nom, 41 comments late, opps."
Sparklism,Piotrus,-1,-1,2013,"15:20, 25 April 2013","'''Oppose'''. As Peridon notes below, this RfA is rapidly turning into a circus, and I can't help but think that the tone of some of the candidate's responses on this very page has helped to propagate at least some of that. That's not a characteristic that sits well in an administrator, so I must oppose. Excellent content contributions, mind."
Adjwilley,Binksternet,0,-1,2013,"04:17, 18 March 2013","'''Neutral''' I generally don't vote in RFA's that I am neutral on, but I feel compelled to leave a comment here. First off, I am sorry that you are experiencing so much drama here. Nobody should have to go through that. I have read much of the above, and there are many editors I respect in the Support, Oppose, and Neutral columns. I can tell you're a great editor, and that you consistently try to do the right thing. I was looking at your block log and I'm impressed by the way you would agree to 1RR on certain pages, and that you've kept it clean for over a year now. I don't want to be so flippant as to say ""Come back in a year and I'll support"". (Easily said, hard to do.) However, I don't think it would hurt if you did take some time to work on improving in some of the areas where people have concerns. If you want my advice, I would say to do this: Privately and voluntarily commit to a strict 1RR restriction on ''all'' articles. (You don't have to put the template on your userpage or anything.) Reverting obvious vandalism is of course an exception. Don't revert twice ''even if you know you're right''. Always try to edit from a neutral point of view, and don't just edit when NPOV and your views happen to coincide. (I'm not saying you don't already do this...I just don't know you very well, and I'm trying to take into account the concerns of some of the opposition.) Wait for what you feel is a sufficient amount of time (it looks like many have recommended a year, I'd say at least half that) and then come back. I can't guarantee a success, but I know that would put me in the support section. Good luck! <span style=""font-family:times; text-shadow: 0 0 .2em #7af"">~"
Shrigley,Darkwind,1,1,2013,"21:16, 27 December 2012",'''Support'''. Administrators don't need to be jacks-of-all-trades. He has demonstrated competency and promise in backlog and cleanup work.
BarkingFish,Carrite,-1,-1,2013,"00:50, 7 February 2013","'''Oppose''' per JohnFLewis.  Your own statement makes it clear this is a single purpose RFA - you want admin for one thing and one thing only. ""To participate effectively in the case, I find myself needing to be able to read pages and page histories deleted during an ongoing CCI text investigation. The only way to do that is to be vetted for the full administrative toolbox here. I wish there were some other way, but there isn't"" - '''yes, there is.''' - it's called ''ask an admin for help.'' '''Use it.''' '''"
Deb,Miniapolis,1,1,2013,"14:03, 7 February 2013",'''Support''' - can't see any specific problem.
Mabdul,Legoktm,1,1,2013,"05:14, 2 May 2013","'''Support'''. <small style=""font: 12px Courier New; color: #000000; display:inline;border:#009 1px dashed;padding:1px 3px 1px 4px;background-color:#fff"">"
Anthony Bradbury,Lord Roem,1,1,2013,"22:26, 20 January 2013","'''Support''' Last time was perhaps borderline. He has taken note of objections raised then and met them. no concerns now. --<font color=""Red"">"
Torreslfchero,Shirt58,1,1,2013,"07:23, 7 March 2013",'''Support''' experienced user. No concerns regarding his work here.
HMSSolent,Mattythewhite,1,1,2013,"02:46, 5 June 2013","'''Absolutely''' - Outstanding work in a popular area of the project, no issues."
Ultraexactzz,KumiokoCleanStart,-1,-1,2013,"12:16, 15 May 2013","'''Oppose''' as per the above, primarily Leaky Caldron. The candidate is indeed a good content contributor - it's just the other bits that disqualify him."
Ducknish,RockMagnetist,1,1,2013,"02:29, 11 March 2013","'''Support''', no reason for rejection."
Epeefleche,Legoktm,1,1,2013,"22:59, 7 May 2013",'''Support''' — Looks good.
Darkwind,Jason Quinn,1,1,2013,"09:55, 26 January 2013","'''Support'''. I see no reason to believe he would misuse the tools, and even an infrequent use is a [[WP:NETPOSITIVE|net positive]]. &mdash;"
DeltaQuad,Darkwind,-1,1,2013,"19:20, 2 January 2013","'''Regretful Oppose''' Dennis definitely holds a good chunk of my concerns in his response. To expand though, the lack of response to talkpage questions is concerning especially when thinking forward to blocks. I'm also concerned that [[WP:PACT|you might use AGF as a suicide pact]] and assume AGF too much when a block needs to be issued. In your copyright question you stated that you AGF. Sometimes you have to assume intent of a user and block, especially if the repeatedly post copyvios. The contributions pattern that you have also indicates that you might not be able to keep up with the changes going on with admin tools, although that is not required, it's important to at least have a clue what is going on. This oppose is not about what I can see, but what I can't see, and it's too concerning to support right now. Don't get me wrong, your work is good, but I don't think your ready just yet. --"
Razionale,RockMagnetist,1,1,2013,"00:15, 10 March 2013",'''Support''' I cannot find anything negative about the user.--
Jusdafax,Darkwind,1,1,2013,"19:50, 27 December 2012",'''Support''' - Candidate has been here longer than most of us have and has a squeaky-clean record. Opposers concerns are unconvincing.
Vacation9,INeverCry,1,1,2013,"03:47, 1 February 2013",'''Support''' Competent user with admin related experience. No problems here. Commons and Enwiki are similar in their admin tasks per Boing! said Zebedee.
IRWolfie-,Binksternet,1,-1,2013,"00:48, 15 March 2013","'''Strong Support''' I have bumped into Binksternet many times while working on some of the most contentious articles on wikipedia (some of our interactions [http://toolserver.org/~snottywong/cgi-bin/editorinteract.cgi?user1=IRWolfie-&user2=Binksternet&user3=&user4=&user5=&user6=&user7=&user8=&user9=&user10=&ns=none&startdate=&enddate=]). He has consistently made good decisions in the toughest articles, and has exhibited patience all the times I have interacted with him."
Secret,Darkwind,1,1,2013,"14:36, 28 December 2012","'''Support''' While article work is lacking (which probably would have kept me from participating in this RFA), Scott is right, and to counter some of these ridiculous oppose votes."
Arctic Kangaroo,KumiokoCleanStart,-1,-1,2013,"12:30, 16 May 2013","'''Strong oppose''' per Oppose 1. It seems ridiculous to do an RfA when you were blocked just 3 weeks ago, moreover for your behaviour on Wikipedia."
Doctree,Lord Roem,1,1,2013,"14:32, 27 January 2013","'''Support'''  The opposing views are concerned that LordRoem supported the popular rather than remaining completely neutral.  Perhaps he saw consensus?  I find no reason to oppose and have always found him civil and thoughtful.  He will be an asset to WP, in my opinion."
Kurtis,Ymblanter,1,1,2013,"02:18, 16 March 2013","I ''know'' I've seen Ymblanter's name before, but I can't quite put my finger on where it was that I initially encountered him. He mostly edits articles pertaining to [[Russia]], so I may or may not have bumped into him during my occasional forays into that particular topic; he's also active in Wikipedia space. All in all, a very strong candidate who will do good as an administrator."
Peridon,Mkdw,1,1,2013,"21:03, 8 May 2013","'''Support''' Seen around with no problems. Good answers - it's important to know what you don't know about, and not think you do. (I know what I mean. It's been a very hard day...)"
Prodego,Carrite,-1,-1,2013,"05:59, 8 February 2013","'''Oppose''', I'd be happy to support if this were an RfA, but it isn't. Feel free to ask an admin to get deleted material for you, I'm sure they would be happy to send it your way."
Elen of the Roads,Carrite,1,-1,2013,"23:56, 6 February 2013","'''Support''' I'd support him with the mop temporarily for this purpose, or as a regular admin."
Richwales,Jason Quinn,0,1,2013,"03:06, 29 January 2013","'''Neutral'''.  I am not impressed by his answer to questions #1 or #13.  At the same time, I don't see anything else that actively impels me to oppose.  I looked at some of Mephistophelian's long list of supposedly poor-quality work, but I really can't get all that worked up about stubs that still need good sources.  —&nbsp;"
SmokeyJoe,Secret,1,1,2013,"21:48, 15 February 2013","'''Support'''. Is capable. Well experienced. I am persuaded that enough time has passed and enough sincerity expressed to overcome passed temperament issues. I see no real threat of his adminship damaging other editors, and no danger of an unlikely relapse creating unfixable damage. I trust him. --"
Torreslfchero,Dirtlawyer1,1,-1,2013,"13:39, 5 February 2013",'''Support''' - great candiate for admin. No concerns at all.
King of Hearts,Mkdw,1,1,2013,"04:18, 9 May 2013","'''Support''', sure. -- [[User:King of Hearts|King of]]"
Garamond Lethe,Secret,1,1,2013,"07:03, 15 February 2013","'''Support'''.  Not much I can add that hasn't already been said.  <small><span style=""color:gray""><tt>"
Rschen7754,Carrite,-1,-1,2013,"18:27, 6 February 2013","'''Oppose''' the concept of temporary adminship is completely unenforceable on the English Wikipedia, as opposed to other projects. In my recollection, I've also seen this editor on the anti-admin bandwagon a little bit too much and am not comfortable with this editor holding adminship. --'''"
C678,INeverCry,1,1,2013,"13:57, 6 February 2013",'''Support''' No issues here.—
GiantSnowman,Legoktm,1,1,2013,"16:30, 2 May 2013","'''Support''' - no concern, wide range of expertise and seems thoughtful. Will be of benefit to the community as a whole."
Italick,KumiokoCleanStart,1,-1,2013,"17:58, 15 May 2013","'''Support'''. I foresee that KumiokoCleanStart will be judicious with his toolkit, setting a good example for others admins, and being committed to positive adminship reform.  Given the extent of his editing experience, I take him at his word that the toolkit will facilitate his edits and housekeeping of articles."
Someguy1221,Jason Quinn,-1,1,2013,"01:02, 26 January 2013",'''Oppose''' per Stradivarius.
Townlake,Ocaasi,-1,1,2013,"04:19, 30 December 2012","Candidate's talk page is a pointlessly disorganized mess, and the light amount of traffic there indicates the messiness might discourage communication. Candidate looks strong in other areas, but talk page is one of the very basics; it has to be easy to use."
Little green rosetta,Binksternet,-1,-1,2013,"21:50, 16 March 2013","'''Oppose (for now)''' Much has been said about the candidate's temperament, and unfortunately I have to agree.  In this RfA Bink claims to have a [http://en.wikipedia.org/w/index.php?title=Wikipedia:Requests_for_adminship/Binksternet&diff=544442118&oldid=544435696 thick skin], but less than a month ago he [http://en.wikipedia.org/w/index.php?title=Wikipedia:Neutral_point_of_view/Noticeboard&diff=539328636&oldid=539328197 accused another editor] of making the mother of all personal attacks by '''referring to Bink and editor Roscelese  using the abbreviation ""R&B""'''.   This is clearly the polar opposite of having a thick skin.   While I have minor concerns about Bink's interpretation of some wikipedia norms (see my vandalism question above) I feel he is uncomfortable or unwilling in owning up to possible mistakes which is (to me) the hallmark of an excellent admin.  Given the feedback he has received here,  6-12 months might show a dramatic improvement and if demonstrated I would support measuring him for a mop.&nbsp;&nbsp;"
LittleBenW,DCI2026,-1,-1,2013,"13:53, 23 February 2013","'''Oppose''' - During a recent dispute, I (and some others) were approached by the candidate. While at first my impression was that he was proactively trying to negotiate a fair solution, later it seemed more as if he was just trying to push one side into ""voluntarily"" quitting, without really understanding the issues on both sides, (and without really understanding that I was relatively uninvolved in the dispute). I get the impression that the candidate is primarily after the block button, but of course I'd be open to seeing facts that prove me wrong."
Huon,Legoktm,1,1,2013,"12:35, 4 May 2013",'''Support''' -
Tyrol5,Tokyogirl79,1,1,2013,"20:42, 15 March 2013","I've had a look at your contribution spread (very well-balanced between article work and WP space work), last several AFD votes (which show active attempts to ''research'' and apply policy, instead of merely voting with the crowd; I like that), and your talk page archives going back to November 2012 (which is populated with thoughtful and friendly interactions with other editors, as well as a considerable amount of awards and appreciation—which isn't necessarily a requirement, since low-key editors aren't always noticed—but is most certainly positive nonetheless), and everything looks good. You have a reputation as a friendly and productive editor, two necessities to perform well in the sysop role. I'm happy to '''support'''. Good luck."
Miniapolis,Mattythewhite,1,1,2013,"16:18, 1 June 2013","'''Support''' Good candidate who learns from mistakes, an important trait. Legitimate (non-SPA) opposes not a concern; many candidates (including me) don't know during their RfA where they'll be most useful, and specialization (in an encyclopedia) is a plus—not a minus."
Nolelover,Dirtlawyer1,1,-1,2013,"22:38, 10 February 2013",
Wehwalt,Secret,1,1,2013,"12:06, 11 February 2013","'''Support''' Take concerns of opposers on board, but no one is perfect over the long term.  Doubtful he would abuse the tools, and has the experience to use them effectively.--"
Razionale,Piotrus,1,-1,2013,"11:27, 25 April 2013","Weak support, per NintendoFan.--"
Boing! said Zebedee,BDD,1,1,2013,"18:47, 20 April 2013","'''Support'''. I can understand opposers who want to see more content work, but I don't accept that admins are a ""governing class"". Or at least, we're not supposed to be - we're supposed to be a serving class. I know there are some admins who think they're the bosses, and I've clashed with one or two of them in my time. But I do think that those who are best at creating content should create content and those who can serve best by protecting and assisting them in that task should become admins (though I would like to see more overlap in the two roles). So when evaluating candidates at RfA, my final decision to some extent comes down to whether I think they have a ""serving"" or a ""ruling"" mentality - and I think BDD fits in the former category quite easily. --"
Amatulic,Banaticus,1,-1,2013,"00:40, 28 February 2013","'''Support'''. I am unconvinced by the opposing arguments that turning on the sysop bit here would result in harm or even danger to the project as a result of some supposed recklessness on the part of the nominee. I also don't see the sporadic editing history as a problem either; there is no requirement for adminship to be a full time job, and no requirements for candidates to have worked on Wikipedia full time either. ~"
Status,Miniapolis,1,1,2013,"22:53, 5 February 2013","'''Indeed'''. <font face=""Arial"" size=""2em"">&nbsp;—&nbsp;"
AniMate,Secret,1,1,2013,"04:49, 12 February 2013","'''Support''' The vast majority of Secret's administrative actions weren't controversial and he did some really excellent work before the drama bomb. Because so many people are aware of the past problems and issues, I feel that Secret will likely have quite a few eyes watching for any untoward actions. If something bad goes down, I feel like this is probably a case where a desysop wouldn't be very hard or controversial. On the other hand we get an extremely experienced admin who is willing to tackle quite a bit of work. The benefits far outweigh the risks here."
Minimac,Piotrus,-1,-1,2013,"07:05, 25 April 2013","'''Oppose''' I know that he's an important editor, but some of this negative stuff (i.e. unplaeasant experiences, bans, edit conflicts) shouldn't even be mentioned in the nomination statement. It gives me the indication that his behaviour has been disruptive in the past, and it makes me worry that he would use the tools improperly. It's interesting about what he wants to do for his primary objective, as these requested moves can be indisputable, but still I think he's more prolific in the encyclopaedia department than in the admin department."
MrX,BDD,1,1,2013,"22:01, 20 April 2013","'''Support''' - Good overall experience and a sound understanding of how the back office functions. I'm not really understanding the opposes so far, <s>some of which seem like the typical thread-shitting bitterness that plagues the bottom of RfAs these days.</s> BDD has created some admirable articles such as [[Steven Amstrup]] and ''[[Extra Virginity]]''. His talk page interactions seem fine, and he seems to have a positive vision for the project. -"
Struway2,Mattythewhite,1,1,2013,"08:24, 30 May 2013","'''Support''' as co-nom. cheers,"
Graham87,Dirtlawyer1,-1,-1,2013,"02:18, 11 February 2013",'''Oppose''' per Staberinde and Ched. '''
Nihonjoe,Jason Quinn,1,1,2013,"16:48, 28 January 2013","'''Support'''. After reading through everything here, I see no valid reason not to support. Here we have someone willing to do a lot of mind-numbing, behind-the-scenes work, and we have people indicating he doesn't need the tools ''enough''? Really? Are we going to need to create [[WP:DOESNTNEEDENOUGH]]? He clearly is going to be far more than simply a net positive, so why not give him the mop? All these people who are stating he doesn't need the mop ''enough'' are part of the problem why we don't have more people running for adminship. ···"
MJ94,Pjoef,0,-1,2013,"01:52, 1 May 2013","'''Neutral''' Thank you for your contributions to Wikipedia. At this time, I can't bring myself to support this nomination (see [[User:MJ94/RFA Rationale]]) but I also feel no desire to add on another oppose."
LlamaAl,BDD,1,1,2013,"04:12, 22 April 2013",
Kumioko,Jason Quinn,1,1,2013,"18:19, 25 January 2013",'''Support''' - Seems like a good editor. I think most of the opposes are reading to deeply into the responses looking for a reason to oppose rather than a reason to Support.
Kudpung,Darkwind,0,1,2013,"13:29, 29 December 2012","'''Neutral''' . Candidate hasn't  done anything  wrong as far as I  can make out, but I  need to  see more experience in solid content  work  for someone who  would have the power to  police articles, and I need to  see more interaction to  evaluate the parts of adminship  that don't  actually  need the the use of tools. There is support  and opposition  from  editors who make valid points and whose judgement I trust, but they  seem  to  have balanced each  other out, so  like Someguy1221, I'm  caught  in  the middle.  A change of focus with  more  emphasis on  collaborative work  in admin areas and I'll most  likely  support the next RfA."
Rocksanddirt,Pjoef,0,-1,2013,"15:49, 29 April 2013","'''Neutral''' I don't feel like supporting  or opposing, but the answers to the questions give the impression of checkbox filling.  --"
SmokeyJoe,Bilby,1,1,2013,"01:01, 25 May 2013",'''Support'''. Seen him around. He seems more than fine. --
Dlohcierekim,Banaticus,1,-1,2013,"19:53, 25 February 2013",'''net positive'''
Someguy1221,Darkwind,0,1,2013,"10:31, 29 December 2012","'''Neutral'''. I truly want to support this RfA, as I'm pretty sure Darkwind would do fine with the tools. But absent significant interactions with other editors, I'm just not sure. Basically I'm caught between Newyorkbrad's support and Boing's oppose."
