SRC,TGT,VOT,RES,YEA,DAT,TXT
Nihonjoe,95jb14,0,-1,2009,"03:05, 8 October 2009","'''Neutral''' as I don't want to pile on to the opposes. It's admirable that you created a WikiProject (I thought one for Latin already existed, but apparently not). I think you need to spend a little more time working in the various areas in which you'll work, especially given the low number of total edits you have. I suggest coming back in six months or so. ···"
Jennavecia,Mazca,1,1,2009,"00:35, 12 June 2009","'''Support''' - I always thought Mazca was an admin. Not sure why, but that's a good thing, I suppose, because I didn't think he was a crappy admin. That said, the fact that I trust EVula implicitly and based on the candidates answers to my questions, which I very much appreciate his view on each, I fully support this candidate."
MBK004,Bellhalla,1,1,2009,"21:33, 2 November 2009","'''Support''' - throughout all of my interactions with the editor, there has never been any doubt in my mind of how phenomenal an admin they would be. Their content contributions speak for themselves, notwithstanding being the first editor to be awarded multiple tiers of the MILHIST A-Class medals and being elected as a coordinator of the project. The longevity, dedication, alone are enough but everything else is just icing on the proverbial cake! -'''"
Juliancolton,Bazj,1,-1,2009,"18:25, 6 April 2009","Bazj clearly has the best interest of the project at heart. I agree with Wisdom89 in that more activity in the project space would be nice, though I'll support per [[WP:AGF]]. There is no reason to believe they'd abuse the tools. &ndash;<strong>"
Mav,Chzz,-1,-1,2009,"15:07, 1 November 2009","'''Strong Oppose''' I don't recall ever voting oppose on an RFA before. But I am deeply concerned about the almost certain (in my mind) illegal use of a sockpuppet account in the vote for an oversighter (both Chzz and the sock 龗 voted the same way on the vote page, HUGE no-no). The explanation that Chzz shares a private computer with somebody that Chzz doesn't know well, simply smells funny to me. Since I can't trust Chzz because of this, I can not support. I do note that this user has done great work and I hope tries RFA again after a year of more good work w/o socks or other issues. --"
America69,OverlordQ,1,1,2009,"02:11, 14 March 2009",'''Support''' No issues and good user.
,WWEYANKS52,0,-1,2009,,
Coren,Majorly,1,-1,2009,"10:06, 27 May 2009","'''Support'''; Majorly is stubborn, opinionated and vocal.  Also competent, dedicated and smart.  He acted like a fool, but he since ''realized'' he did and changed tack.  I see no reason to deprive Wikipedia of a good admin because of past errors.  &mdash;&nbsp;"
Pedro,Skater,-1,-1,2009,"22:24, 15 September 2009","NOTNOW or otherwise I agree that the ""ultimate goal"" bit put me off straight away. Nothing concerning on talk or archives, clean block log etc. but general inexperience concerns and flacid answers to the questions lead me to oppose ''at this time'' (which ''is'' kind of what NOTNOW is about) <small><span style=""border:1px solid #0000ff;padding:1px;"">"
Keegan,Tcncv,1,1,2009,"06:47, 10 October 2009",'''+'''
hmwith,Al Ameer son,1,1,2009,"20:56, 19 March 2009","'''Support''' No qualms here. '''<font face=""times new roman"">"
SoWhy,Blakegripling ph,-1,-1,2009,"09:42, 21 July 2009","'''Oppose'''. The candidate has a weak grasp on speedy deletion matters, as evidenced from their contributions: [http://en.wikipedia.org/w/index.php?title=The_Global_Workforce&diff=prev&oldid=303276161 A1 with context], [http://en.wikipedia.org/w/index.php?title=The_Fearless_Four&diff=302546472&oldid=302433411 A1 with context, already prodded ''and'' a declined speedy deletion in the history], [http://en.wikipedia.org/w/index.php?title=Zombie_Hunters:_City_Of_The_Dead&diff=prev&oldid=300365176 A7 for television series], [http://en.wikipedia.org/w/index.php?title=Belstone_FC&diff=prev&oldid=300227641 A7 with claims of importance/significance], [http://en.wikipedia.org/w/index.php?title=User:Blueberry_Cheesecake_Guy&diff=prev&oldid=299088475 G5 on a tracking template for a suspected sock], [http://en.wikipedia.org/w/index.php?title=University_of_Kansas_Edwards_Campus&diff=prev&oldid=293208889 A7 for college]. I'm sorry but I cannot !vote to grant the deletion-button to a user that makes such basic and trivial mistakes time and time again, despite multiple notifications of declined deletions (see their talk page) and who is willing to tag articles without ever checking the history (or ignoring previous declines, which would be worse). Regards '''"
Francium12,Pr3st0n,1,-1,2009,"16:14, 23 September 2009",'''Moral Support''' I loathe editcountitits but we need more edits in order to assess your suitability for being an admin
Orderinchaos,Enigmaman,1,-1,2009,"17:36, 13 January 2009",'''Support''' I think lessons have been learned and this user would be trustworthy with the tools. I've certainly found nothing in my interactions with him of late to suggest otherwise.
Keegan,Teratornis,1,-1,2009,"04:37, 27 March 2009","Part of the joy of the communal aspect of this project is RfA.  No, I am not kidding.  I have read through the opposition, including Iridescent's succinct oppose, and have come to an entirely different conclusion.  I trust this user's judgment, and I would much rather see a well rationed opinion that is open to criticism then a whole bunch of bullsh*t to pass RfA.  Regards,"
Vicenarian,Jafeluv,1,1,2009,"02:01, 4 September 2009","{{worksforme}} <font color=""blue"" face=""georgia"">"
Wizardman,Enigmaman,1,-1,2009,"02:58, 6 January 2009",'''Strong support'''
Pmlinediter,J04n,-1,-1,2009,"17:26, 5 September 2009","'''Weak oppose''' Checking your contribs, <s>about 90%</s>many of your edits are automated. <s>That makes your so called ""normal"" count stand at 3k. While this is perfectly Ok, </s>I'm not too impressed by your answers to support you. I don't see much experience in AFD/ANI or GA/FAC. Sorry, but I can't support you atm. Please come back later."
Stephen,FlyingToaster,1,1,2009,"03:27, 12 May 2009",'''Support''' a good candidate --
Chris G,Cobi,1,1,2009,"11:20, 3 August 2009",Edit conflict '''Support''' --
Master&Expert,Closedmouth,1,1,2009,"08:02, 8 April 2009",
Nakon,I Seek To Help & Repair!,-1,-1,2009,"23:08, 8 June 2009","'''Oppose''', You've only been here a little over a month which suggests that you do not have sufficient experience at this time to be given access the admin tools."
David Fuchs,Cobi,-1,1,2009,"13:58, 6 August 2009","I love the bot and all, but I expect any admin to do at least some serious content work, and there's nothing in the user's recent contribs that amounts to that. --<font color=""#cc6600"">"
Jd027,Paxse,1,1,2009,"15:33, 29 March 2009",'''Support''' - excellent contributor.
TerriersFan,Red Thunder,-1,-1,2009,"23:05, 3 January 2009","'''Oppose''' - sorry, but I am not confident in the candidate's grip on policy. For example, the answer to Question 8 is not only wrong but confused (the notability of anyone, by definition, begins in the past!)."
Mazca,Jafeluv,1,1,2009,"17:45, 1 September 2009","'''Support''', everything I've seen has revealed a sensible and dedicated editor who knows what they're doing and interacts well with others. Jafeluv does good work in various backwaters of the project that could greatly benefit from another active admin, and as a result I support this request with enthusiasm. ~ <font color=""#228b22"">"
Ktr101,Dylan620,1,-1,2009,"02:26, 12 December 2009","'''Support''' You remind me of me when I was younger on here, and we have both learned from our mistakes while editing here. I admire your enthusiasm. Good luck."
Until It Sleeps,Amorymeltzer,1,1,2009,"12:15, 9 November 2009","'''Support''' Clueful, knowledgeable. In fact I'm wondering why you're not an admin already... <font face=""Segoe Print"">"
DGG,Grsz11,-1,-1,2009,"01:06, 6 December 2009","'''Oppose''' because of the answer on Q7. I do not necessarily mind if someone has a view that policy is wrong, but saying they would deal with it by interpreting the results to fit their own view of what policy ought to be, is not acceptable--or at least that's how aI understand the somewhat confused responses   here about BLP issues.   '''"
Stifle,Shark96z,-1,-1,2009,"12:28, 20 September 2009","While we do need more sysops, I'm afraid that you're a little light on experience right now."
Sancho Mandoval,Fences and windows,0,1,2009,"20:11, 23 November 2009","Something about his comments in [[Wikipedia:Articles for deletion/Slut Night (2nd nomination)]] bothers me. It's not Wikihounding to nominate articles for deletion in good faith... even if someone  who worked on the article has been in trouble lately. While I doubt he truly would block someone for Wikihounding for starting a legitimate AFD (which, rightfully, ended in a deletion) to me, his words in the AFD implied he would. I attribute this more to poor word choice than anything else, but I did feel I should drop a note in the RFA just because it's a good chance to be heard. --"
Marek69,Rosiestep,1,1,2009,"02:26, 5 May 2009",'''Support''' Good contributions. Looks like a trustworthy candidate for adminship. Good Luck. --
Patar knight,Wtmitchell,1,1,2009,"18:38, 21 June 2009","'''Support''' Good user, nice contributions. Consider changing the username. --"
Ged UK,Graeme Bartlett,1,1,2009,"14:37, 1 May 2009",'''Support''' Certainly. No alarms here. --
Backslash Forwardslash,Cobi,1,1,2009,"21:52, 6 August 2009","'''Support''' - no content contribs but I get the distinct impression that Cobi wouldn't be doing too much in the area of dispute resolution, and if he does decide to he has the required judgement. \"
Assasin Joe,OverlordQ,1,1,2009,"00:32, 16 March 2009","'''Support'' I think that he is qualified. Good previous edits, Coaching problem was resolved."
Yandman,Bettia,1,1,2009,"08:47, 5 March 2009",'''Support'''
NuclearWarfare,Vianello,1,1,2009,"03:09, 15 April 2009","'''Support''' - I've seen Vianello around before, and I'm pretty sure that I remember him as someone who has a [[Wikipedia:Cluocracy|Clue]]. Having a clue is generally my main criteria for adminship, so I am happy with this user. <font color=""navy"">"
Keegan,Neckername,-1,-1,2009,"21:29, 22 January 2009","I appreciate your work towards Wikipedia.  I am confident that you know computers, but we have formatting issues that I corrected in this submission that are the base of what an administrator should know.  I am computer stupid (I once crashed teh wiki in revising the history of [[Mars]]), but RfA applications truly are fill in the blanks.  Try again shortly."
Fastily,Neurolysis,1,-1,2009,"22:57, 6 April 2009","'''Strong Support''' Been expecting this rfa for awhile - would have nominated you myself eventually. Neurolysis has much experience in many aspects of the project, a high level of approachability, and will definitely not abuse sysop rights. -<span style=""font-family: Trebuchet MS"">"
RP459,James Frankcom,-1,-1,2009,"15:38, 29 December 2009",'''Oppose''' With under 400 edits outside of article space I do not think that this editor can '''understand''' the ins and outs of Wikipedia sufficiently to be an admin.
Mr. Hicks The III,Thumperward,-1,-1,2009,"16:43, 12 March 2009",'''Oppose'''. POV-pushing to the level that elicits a warning from Jimbo Wales is not something I'd want to see on the resume of an administrator.
LuciferTiger,FlyingToaster,1,1,2009,"21:49, 11 May 2009",'''Support''' I thought you already was an admin. '''
X!,Rosiestep,1,1,2009,"03:31, 5 May 2009","From looking at their contributions, I see no problems, and I am very impressed by his contributions. I've never had any negative experiences, and I'm happy to support."
Shappy,Neurolysis,1,-1,2009,"22:26, 6 April 2009","'''Support''' [[Star Wars|May the force be with you, young Jedi. ^_^]]."
AdjustShift,Sky Harbor,1,1,2009,"09:09, 22 August 2009",'''Support''' - Yep!
Keepscases,Raiku Lucifer Samiyaza,-1,-1,2009,"22:19, 18 February 2009",'''Oppose''' 11 years old?!
Tikiwont,Mfield,1,1,2009,"09:28, 22 February 2009",'''Support''' . Looks fine.--
DougsTech,TreasuryTag,-1,-1,2009,"19:04, 28 March 2009",'''Oppose''' Too many administrators currently.
Axl,Mentifisto,-1,1,2009,"18:08, 20 March 2009",'''Oppose'''. Minimal content creation. Poor interaction with Caspian Blue.
Orangesodakid,Katerenka,1,-1,2009,"00:04, 25 October 2009","'''Support''' I think this user would be a great admin.  she is helpful, cares about wikipedia, and is a nice person.  I trust her, and think she will do a great job as an admin. regards --[[User:Orangesodakid|<font color=""DarkOrange"" face=""Snap ITC"">Orange</font>]][[User talk:Orangesodakid|<font color=""Black"" face=""Snap ITC"">soda</font>]]"
Backslash Forwardslash,Wyatt915,-1,-1,2009,"00:02, 9 August 2009","Sorry, as far as I can tell, all your contributions are through Huggle or useless edits to your various subpages. No content contributions either. For a vandal-fighter, I need lot more than 2000 edits to support. \"
Rspeer,Chamal N,1,1,2009,"03:26, 19 August 2009","'''Support'''. Good contributions, no problems."
Scorpion0422,PeterSymonds,1,1,2009,"16:00, 16 January 2009",'''Support''' --
Axl,Dendodge,-1,-1,2009,"18:20, 1 September 2009","'''Oppose'''. Unconvincing reasons for adminship. Minimal AfD contributions. Inadequate understanding of CSD (as demonstrated by SoWhy). [For what it's worth, I regard Dendodge's age as irrelevant.]"
Lankiveil,Willking1979,1,-1,2009,"00:51, 23 May 2009","'''Support''', I'm not convinced by the opposes either.  No evidence candidate would abuse the tools."
PhilKnight,The Transhumanist,-1,-1,2009,"09:16, 7 August 2009","'''Oppose'''. While the candidate has improved, I share concerns about his approach of implementing projects without sufficient consultation. Also, his conduct in the AfD linked by Spartaz was badgering."
Mazca,Skomorokh,1,1,2009,"17:02, 7 July 2009","'''Support''' - honestly, I thought you were one already. I've seen plenty of good work from you and nothing that overtly concerns me (see also my comments by Caspian_blue's neutral !vote). I was also particularly impressed with your self-nom statement - it combines a very cogent justification for why you want admin tools with a very amusing style. Overall I've been consistently impressed and have no real concerns that you'd misuse admin tools. Good luck. ~ <font color=""#228b22"">"
Kingpin13,Katerenka,1,-1,2009,"14:30, 24 October 2009","'''Support''', I've been very impressed by Katerenka and her previous accounts' edits. She is kind and helpful to others, takes part in a number of admin areas, especially DYK, CHU and CSD. I can only recall seeing any nontrivial mistake in these two areas when she first joined. A well as that, she does take the time to create/expand articles, and is clearly dedicated to the project. She responds appropriately to put-out newbies, as well as established users. Excellent candidate, trustworthy, and will do great with the mop :) -"
Ged UK,Smith609,1,1,2009,"09:23, 24 March 2009","'''Support''' I've pondered this for a few days. Initially, I wasn't sure whether there was a real desire for the tools beyond making his bot run smoother. However, in my first few days of my own adminship, and having really appreciated the backlog that builds up of uncontroversial moves, another user to help clear those at least can't be a bad thing. I see no reason that this user will misuse the tools, and his agreement to work on his edit summaries shows that he's prepared to listen to comnments from the community; thus, I support. --"
Maedin,Mentifisto,0,1,2009,"19:49, 23 March 2009","'''Neutral:''' I can understand why he fixed those typos/grammar errors . . . I sometimes have an almost unbearable impulse to do the same thing myself.  But even as a true newbie, I somehow knew that correcting the typos of others . . . or even ''mentioning'' them, was bad form.  Maybe it shouldn't be a big no-no, but it is.  Part of me says, ""yay, he fixed those damn annoying errors"" and the other part of me says, ""that doesn't bode very well for his judgement . . .""  Hence neutral.  Otherwise, I think his activity looks quite solid, but I do get an overall impression of communication difficulties."
AdjustShift,Jarry1250,1,1,2009,"13:12, 19 June 2009","'''Support''' - I analyzed his edits, and there is nothing to worry about."
Waterjuice,Backslash Forwardslash,1,-1,2009,"20:56, 15 February 2009",'''Support''' Seems like a good editor.
B,MZMcBride,1,-1,2009,"22:53, 8 April 2009",Desysopping is not warranted in this case --
Dank,OlEnglish,1,1,2009,"09:49, 19 September 2009",The wikignomery and #wikipedia-en-help work do it for me.  A safe bet. - Dank (
Keepscases,Alan16,-1,-1,2009,"01:40, 6 August 2009","'''Oppose''' User scrubbed offensive userboxes, including ""please keep your imaginary friends to yourself"" directed at religious folks, in hopes of passing this RfA."
Aaroncrick,Headbomb,1,-1,2009,"06:03, 10 August 2009","'''Support''' Great experienced editor, good luck ;) '''"
PeterSymonds,Ucucha,1,1,2009,"18:43, 8 December 2009","'''Support'''. I've been very impressed with your work at DYK. Keep it up! <font face=""Arial"">"
GlassCobra,Kelapstick,1,-1,2009,"22:23, 30 May 2009","'''Support''' Seems to have clue. Answers to questions are commendable, particularly Q8, and indicate a solid foundation of knowledge of our policies. Plagiarism concerns, while somewhat valid, seem to be mostly resolved: the primary opposer for this reason has rescinded, plus the answers to the Q17 series are solid and alleviate any possibility that any possible plagiarism was done purposely."
Logan,7,-1,-1,2009,"21:45, 19 August 2009",'''Oppose'''. Per SoWhy.
ArchonMagnus,Geni,1,1,2009,"14:44, 21 January 2009","'''Support''' - I like your answers to the questions and I like the fact that many of the editors/admins that I respect support you.  Gook Luck.  —[[User:ArchonMagnus|<span style=""color: #050; font-family: sans-serif; font-size: 1.1em;"">Archon Magnus</span>]]<sup>([[User talk:ArchonMagnus |Talk]] |"
Jafeluv,Apteva,-1,-1,2009,"23:32, 7 July 2009","'''Oppose''' Sorry, there's just too few recent edits (under 300 this year) to really say anything about whether or not I trust your judgment."
Andrwsc,Bellhalla,1,1,2009,"17:16, 2 November 2009",'''Obvious support''' as nominator. —
Robofish,ChildofMidnight,0,-1,2009,"06:58, 26 April 2009","'''Neutral'''. I realise some editors hate this section, but I hate piling on with opposes to RFAs that are obviously going to fail. I don't think ChildofMidnight should be an admin at this time, but I don't think he deserves the fiercely negative reception he's got so far either. When I saw how many opposes this RFA was getting, I assumed ChildofMidnight must be some kind of vandal or tendentious editor; but having taken a look at his edits, that doesn't seem to be the case. What I see is a user who has good intentions and does genuinely want to improve Wikipedia, but keeps getting into disputes and isn't very good at resolving them. Those disputes - for example, the edit-warring at [[Barney Frank]] - are enough to stop me from supporting this time. However, I recognise that ChildofMidnight has apologised for his past mistakes, and seems to be making improvements already - as shown, I think, by his answers to the questions. My advice to him would be: don't get too put off by the level of opposition here, but understand that you don't need to be an admin to be an effective contributor to Wikipedia. Moreover, not everyone who might make a good admin passes RFA. Basically, I think ChildofMidnight has a low chance of passing RFA, based on his previous behaviour; but that shouldn't stop him trying to be a good editor. What's important is not who has the tools, but who ''acts'' like an admin, in a calm, reasonable and collaborative manner. If you keep up to admin levels of behaviour, then people will admire and respect you accordingly; and who knows, maybe you'll eventually pass RFA after all. You're not there yet, but if you take the time to learn the rules and skills of working cooperatively, one day you might be."
Cyclonenim,ThaddeusB,-1,1,2009,"17:50, 24 July 2009","I'm one of those horrible people no one likes who prefers a fair amount of content work under one's belt before I can support. Sorry, but it's what we're here for and I'm a firm believer in it. For what it's worth, this will pass anyway, and if by some miracle it doesn't, I'd be happy to support in future if you do some more content work. Good luck, not that you need it. Lastly, if anyone feels the need to badger against this vote, please do it on my talk page. No use cluttering up this otherwise perfect candidate's RfA. Regards, --—<small><span style=""border:2px solid #340383;color:#5a3596;padding:1px"">"
Bali ultimate,Atama,-1,1,2009,"15:08, 17 November 2009","'''Oppose''' game playing with socks to create crappy articles... why? Out of greater concern for ""new"" users who can't be arsed to learn how to write an article before they put a lousy article in Wikipedia? Doesn't have the right priorities."
Francium12,A new name 2008,-1,-1,2009,"22:15, 10 September 2009",'''Oppose''' I share Ironholds' concerns
Tanthalas39,Tinucherian,1,1,2009,"14:15, 14 October 2009",'''Support.'''
Download,Theleftorium,1,-1,2009,"22:18, 16 June 2009","'''Support''' Good work in all areas.  <font face=""Papyrus"">'''<font color=#9966CC>-</font>[[User:Download|<font color=#7B68EE>down</font>]][[User talk:Download|<font color=#9966CC>load</font>]] <font color=#7B68EE>׀</font>"
Cirt,TreasuryTag,-1,-1,2009,"04:10, 1 April 2009","'''Oppose''' per concerns raised by [[User:Prodego|Prodego]], [[User:America69|America69]], and [[User:Capricorn42|Capricorn42]]. '''"
Until It Sleeps,ChildofMidnight,0,-1,2009,"05:01, 26 April 2009","'''Neutral''' Already seeing from these supports and opposes, I cannot go either way. On one end, he has done good work, but his attitude leaves much to be desired. <font face=""Segoe Script"">"
Jauerback,Blakegripling ph,-1,-1,2009,"14:39, 21 July 2009","'''Oppose''' &ndash; per the arguments above.  I think you have good intentions, but your skillset is lacking. <b>"
SoWhy,Ironholds,0,-1,2009,"09:41, 21 March 2009","'''Neutral''' Great contributions and reasons for concern are roughly equal so I will camp neutral on this one, like I did on the last. I hope you will be able to curb your temper so I can support your next request if this fails. Regards '''"
Yintan,Everyking,1,-1,2009,"21:14, 8 May 2009","'''Support'''. I don't agree with Everyking's ''numbers vs consensus'' view but I can see where he comes from. His answer to Spartacus' question (7) explains everything quite clearly. The fact that he doesn't agree with this AfD policy does not in ''any way'' suggest that he would mess up AfDs, abuse the tools, break the project, or otherwise be a bad admin. The man is entitled to his own opinion, isn't he? His past contributions look fine, not to say impressive, and he's been around for years. Opposing just because of his ""wikitically incorrect"" answer to question 5 smells of short-sighted GroupThink, if you don't mind me saying so. I believe all current admins can think of a WP policy or guideline they don't agree with. Does that make them bad admins? Of course not."
Mr.Z-man,IMatthew,-1,-1,2009,"17:15, 19 September 2009","'''Oppose''' - mainly per the ""retirement"" thing. If you need a break, just stop editing; ""retirement"" mostly just draws attention and causes drama. And in reply to Juliancolton's support, ""The road to hell is paved with good intentions."" <span style=""font-family:Broadway"">"
IMatthew,Mikaey,1,1,2009,"18:09, 2 July 2009",'''Support''' More than happy with his work (and I think you should thank your parents for giving you such a great name!) ;) '''
RayAYang,Camw,1,1,2009,"18:15, 6 March 2009","'''Support''' I think admins with a limited focus are fine, and you've certainly put in good work."
Pharaoh of the Wizards,Steve,1,1,2009,"16:37, 4 August 2009",'''Support''' Excellent editor and good track see no concerns.
Timmeh,CactusWriter,1,1,2009,"14:10, 24 May 2009",'''Support''' I see no reason not to. The user has enough experience and should use the tools responsibly and effectively.
Warrah,2over0,1,1,2009,"16:51, 20 November 2009",'''Support'''
Either way,Letsdrinktea,-1,-1,2009,"20:54, 8 March 2009","'''Oppose''' Good work, but you need to be around for awhile longer, in my opinion.  Keep up the good work though and I'm sure you'll pass easily in a couple of months,"
Shappy,Rjanag,1,1,2009,"00:41, 29 April 2009",'''Support''' I trust this user with the sysop tools.
Shappy,Mazca,1,1,2009,,'''Support''' The oppose section doesn't give me cause for concern.
Martinp23,Roux,0,-1,2009,"01:29, 2 January 2009","My gut feeling is that you are, at this time, far too opinionated to be a fair admin, and furthermore I'm not confident that, despite your assurances, you would be ''able'' to withdraw yourself from any situation in which you find yourself involved.  It's a no from me on this basis alone - neutral because I don't think it'd be fair for me to oppose without having looked very carefully through all of your service with the project.  Thanks,"
WereSpielChequers,Jafeluv,1,1,2009,"02:41, 4 September 2009",'''Support''' per SoWhy ''
ThaddeusB,Fribbler,-1,1,2009,"14:28, 12 August 2009","'''Oppose''' - I judge RfA candidates on three criteria: their commitment to Wikipedia/experience, their clue level, and their interaction with other users. While I see no major issues in any area, Fribbler's relative inactivity is bothersome.  Additionally, the answers to the questions were accurate but failed to demonstrate an understanding of why policy is the way it is. I don't doubt his intelligence, nor has he made any serious errors in the past.  However, the culture and expectations of Wikipedia change over time and I don't see someone of his activity level being aware of the changing cultural standards.  That relative inactivity combined with a desire to work in speedy deletion causes me to oppose.  Practically speaking, there are nearly no checks and balances on an admin's speedy deletions.  A bad speedy can scare away a potential contributor and it just isn't worth the risk giving that ability to someone who has so little use of the tools anyway. (I.e., because he won't be around that often).  --"
Peter Damian,Patar knight,-1,1,2009,"06:45, 24 June 2009",'''Oppose'''
Timmeh,Dinoguy1000,1,1,2009,"18:41, 2 May 2009",'''Support''' no indication he'd abuse the tools.
Mr.Z-man,S Marshall,-1,-1,2009,"19:18, 2 June 2009","'''Oppose''' - per Lar, particularly the answer to question 15. If you don't support strengthening BLP, do you think its perfect as is? Should it be weakened? As for flagged revs, there's dozens of possible ways to configure it technically, and even more ways to use it socially. Flaggedrevs has more applications than BLPs. Opposing specific implementations is fine, but opposing it in general shows some closed-mindedness that I don't believe is a good trait for an admin. <font face=""Broadway"">"
Pmlinediter,CactusWriter,1,1,2009,"12:29, 24 May 2009",Per Shappy and hmwith. <strong>
Bishonen,FlyingToaster,-1,1,2009,"20:41, 17 May 2009","'''Oppose.''' Too soon after the last RFA, and not enough experience of content work. Yes, I want to see hands-on article-writing ''experience'' from any admin who is going to work with edit warriors and vandals; not just admins who know rules. It's not the same thing. Please note that I'm here on this page to give my opinion about FlyingToaster, not to squabble with the candidate's friends, who are kindly requested not to argufy or badger below my Oppose."
Nakon,Timmeh,-1,-1,2009,"08:22, 24 June 2009","'''Oppose''', per GTBacchus."
Trusilver,Cryptic C62,1,-1,2009,"10:17, 1 March 2009","'''Support''' User is extremely unlikely to break the Wiki or delete the mainpage. Other than that, the user is civil, clueful and shows no negative character traits that I associate with poor admin candidates. I see no reason to oppose."
AKAF,Mikaey,-1,1,2009,"11:58, 1 July 2009","'''Oppose'''. Sorry, but you seem mainly to be involved in the sort of highly automated editing where you will never need the extra tools. I am also not entirely happy with the tenor of your responses to people complaining about defaultsortbot [http://en.wikipedia.org/w/index.php?title=User_talk%3ADefaultsortBot&diff=298413710&oldid=298412865], (since I think that it is important to understand that absolute error rates should be low for bots, not just relative error rates) but its nothing that I would oppose for, of itself. I wasn't able to see any article contributions in your last 2000 edits, but maybe I've missed something. Have you edited enough articles to have bashed heads with a stubborn (non-vandal) user and know how to handle it? Overall, I'm not seeing that the experience problems from the last <s>AFD</s> RFA have been resolved. You seem like a good and valuable editor, but not one who needs to be an admin at this point. Best wishes,"
Jafeluv,Kateshortforbob,1,1,2009,"16:24, 10 July 2009","""Kate, short for Bob""? That wouldn't be a reference to ''The Black Adder'', would it? Anyway, I'm ready to trust you even though you only have about 1k edits after April last year. You're by no means inexperienced, and I can find no problems looking at your contribs. Also, what Mazca said."
JamieS93,Shoessss,-1,-1,2009,"13:40, 3 October 2009","'''Oppose''' - Julian's links, primarily your conduct at places like [[Wikipedia:Articles for deletion/Todd Bardwick|this AfD]], show behavior that is not becoming of an admin. It's very important for an admin to have a relatively good, calm demeanor; getting upset in discussion/debate with others and using hints of [[WP:SARC|sarcasm]] does not do well to keep a situation constructive and cool-headed, and I'm seeing evidence of that with your contributions. Sorry."
Gordonrox24,Mikaey,1,1,2009,"22:46, 4 July 2009",Just don't delete the main page please =)--
