SRC,TGT,VOT,RES,YEA,DAT,TXT
Johann Wolfgang,DrBob,1,1,2005,"18:32, 2 November 2005",'''Support'''
Karmafist,Canaen,-1,-1,2005,"20:36, 12 December 2005",'''Strong Oppose'''  Somebody call a bureaucrat to close this already. Everything I think has already been said above.
Grutness,Antandrus,1,1,2005,"05:12, 1 Apr 2005",'''I am appalled''' that Antandrus isn't yet an admin. What was everyone thinking???
Astrotrain,Cyberjunkie,1,1,2005,"17:46, 11 October 2005",'''Support'''
Jobe6,Kmweber,-1,-1,2005,"21:19, 23 September 2005",'''Oppose''' per above.
Ianblair23,Tony1,-1,-1,2005,"08:46, 30 October 2005",It is with regret that I '''oppose''' this nomination. I'm very sorry Tony but your comments on this very RfA are ''not'' up to admin standard. I do hope that you continue with this great project and I can support your nomination at a later stage. -
Dbachmann,El C,1,1,2005,"18:25, 24 Apr 2005",
Starblind,Dbenbenn,1,1,2005,,"Completely support, excellent choice for admin."
Bluemoose,Pablo-flores,1,1,2005,"00:06, 11 December 2005",'''Support'''
Alkivar,Tony1,-1,-1,2005,"10:51, 29 October 2005","'''Oppose''' not ready quite yet, Tony please dont take everything as a personal attack. Hell i've failed 2 RFA's myself. &nbsp;"
Rogerd,EdwinHJ,1,1,2005,"05:47, 16 December 2005",'''Support''' good candidate --
Kelly Martin,Weyes2,-1,-1,2005,,'''Oppose'''.  I've seen this editor appear on my vandal monitor far too many times to support his candidacy for adminship.  People who are frequently reverted by administrators are not likely to be administrator material.
JIP,Halibutt,1,-1,2005,"10:49, 16 November 2005","'''Support''', seems harmless enough. —"
Grutter,SoothingR,1,-1,2005,"14:33, 21 December 2005","'''Support''', given his contributions and answers below. --"
Izehar,Enochlau,1,1,2005,"22:57, 26 November 2005",'''Support'''
celestianpower,Demi,1,1,2005,"16:46, 17 November 2005","'''Extreme ""It's a travesty that he isn't one already"" support''' --[[user:Celestianpower|Cel]]<font color=""green"">[[Wikipedia:Esperanza|e]]</font>"
Microtonal,Who,1,-1,2005,"06:00, 18 July 2005","'''Weak support'''. I still have concerns over the [[Template:Reqimage]] fiasco, but other than that, [[User:Who|Who]] does a bunch of scut-work that I doubt anyone else wants to do (mass recats, for instance) and contributes usefully in the article namespace."
El C,Nv8200p,1,1,2005,"23:51, 6 September 2005",'''Support'''.
El C,Commander Keane,1,1,2005,"17:36, 29 October 2005",'''Support'''.
Neutrality,Journalist,1,1,2005,"00:10, 29 September 2005",
SlimVirgin,TShilo12,1,1,2005,"00:13, 6 December 2005","'''Strong support'''. Great editor, very considerate and funny, willing to seek compromise, and always able to lighten a tense atmosphere. He'll be a great admin."
Duk,Hedley,1,-1,2005,"16:07, 3 Jun 2005",'''Support'''--
Deathphoenix,Garykirk,-1,-1,2005,"13:58, 25 November 2005","'''Oppose'''. (triple edit conflict) Sorry, at 271 [http://tools.wikimedia.de/~kate/cgi-bin/count_edits?user=Garykirk&dbname=enwiki edits] at less than two months of activity, you need some more time (and much more edits) to learn the ins and outs of Wikipedia. With time, you'd be a good user. Even with this RFA, there were a few problems: [http://en.wikipedia.org/w/index.php?title=Wikipedia:Requests_for_adminship&diff=29207963&oldid=29201374 Inserting] a space before a line of text results in that text being displayed as a fixed width font, not as the Wikiformatting. You should ""subst"" the RfA template, otherwise when other people try to edit your RFA page, they get to the template page instead. Finally, self-nominators should already answer the candidate questions before putting themselves up for nomination. Come back when you have more experience (I might as well register my vote before perusing the now-answered questions, before I enter into yet ''another'' edit conflict). --[[User:Deathphoenix|D]][[Wikipedia:Esperanza|'''e''']]"
M7it,Fvw,1,1,2005,"21:19, 10 Jan 2005",
Astrotrain,Durin,1,1,2005,"21:24, 28 September 2005",'''Support'''
DakotaKahn,TShilo12,1,1,2005,"07:13, 6 December 2005",'''Support'''Good editor will make a good admin.--
Geogre,Ramallite,0,1,2005,"19:14, 4 November 2005","'''Neutral''': For me, it's all about time and edits.  There ''have'' been enough of both to show equanimity and neutrality of point of view, sobriety and care in editing, and I'm not usually an editcountitis sufferer.  I think, with SlimVirgin and others above, that we need more folks with the kind of understanding of the differences between self and project that Ramallite has, and, with Bishonen and others, I am very, very uneasy with some of the names and reasoning offered in the ""oppose"" column, as some of those folks are just this side of banned users; however, I would ask for more time and more edits."
Robert McClenon,Jtkiefer,0,1,2005,"00:20, 24 August 2005",
Fawcett5,ScottyBoy900Q,-1,-1,2005,"21:57, 9 October 2005","'''Oppose''' - I withhold judgement about whether the above mentioned Vfd vote was spurious or not (the old Vfd vote was a resounding keep). However, when ScottyBoy900Q set up the new Afd, he simply overwrote the archive of the old discussion instead of creating a new Afd article. This to me clearly indicates that he has insufficient knowledge of administrative procedure at this time. I would be happy to reconsider my vote in a few months when he has demonstrated more knowledge about ""the way of the wiki""."
Charles Matthews,Acetic Acid,-1,1,2005,"14:40, 27 October 2005","'''Oppose'''. Editing a large number of User talk pages may gain votes at RfA, but the project is about substantive content. That I don't see. I'd oppose anyone as admin who doesn't have a track record on content."
Andrevan,Sasquatch,1,1,2005,,"Wikifever isn't a reason to deny adminship to you, sir."
Redwolf24,Aranda56,1,-1,2005,"00:58, 5 December 2005","'''Support''', Anthere's English isn't fantastic either! (no disrespect meant to Anthere, she's great) [[User:Redwolf24|<font color=""darkblue"">R</font>]][[Wikipedia:Esperanza|<font color=""green"">e</font>]]"
Sebastiankessel,Pablo-flores,1,1,2005,"22:47, 7 December 2005",Obviously.
GraemeL,Psy guy,1,1,2005,"18:31, 5 November 2005",'''Support'''
Merovingian,Hall Monitor,1,1,2005,,
JIP,Ulayiti,1,1,2005,"09:19, 2 September 2005",'''Support'''.
Everyking,Improv,-1,1,2005,"14:19, 13 Feb 2005","It's nothing personal, but his extreme deletionism frightens me a great deal."
Rogerd,BorgQueen,1,1,2005,"21:55, 22 December 2005",'''Support''' good editor --
Rogerd,Gurubrahma,1,1,2005,"04:37, 30 November 2005",'''Support''' good editor.  good admin candidate. --
Boothy443,Y0u,1,1,2005,"06:19, 24 Jun 2005",--
Zzyzx11,Ulayiti,1,1,2005,"23:32, 3 September 2005",'''Support'''. Hand this user the rollback tool.
Aaron Brenneman,WikiFanatic,-1,1,2005,"03:39, 5 December 2005","Having examined this user's contributions, they do not achieve the level required of adminstrators.  For example, on [[History of Mississippi]].  While this ''was'' two months ago, and [http://en.wikipedia.org/w/index.php?title=Samkon_Gado&diff=prev&oldid=28366324 later] edits show he now understands the basics, I am simply not seeing enough to convince me. -"
Brian0918,Luigi30,1,1,2005,,Need more admins. &mdash; <small>
Izehar,Natalinasmpf,1,1,2005,"16:16, 27 December 2005",
Lucky 6.9,BrokenSegue,1,1,2005,"00:02, 7 Jan 2005",Agree with MPerel.  Neutrality's voucher is good enough for me. -
Denelson83,Moriori,1,1,2005,"04:30, 13 July 2005","A definite '''support''' for this candidate.  He has been here for over one and a half years, which is more than plenty of time for me to consider this contributor ""mature."""
Denelson83,Master Thief Garrett,0,1,2005,"09:16, 15 July 2005","'''Neutral.''' Although he has acted quite commendably in the three months he's been contributing to Wikipedia, it's still only three months.  Before I can support him, I wish to see him contribute for another six months."
Grue,Bogdangiusca,1,1,2005,"13:32, 16 December 2005",'''Support''' seems good.
Jonathunder,BugzPal,-1,-1,2005,,"'''Oppose''' for the same reasons as everyone else. I'm also concerned that the only supporter, the anon [[User:202.156.2.218]] appears to have a pattern of edits simular to BugzPal."
Sebastiankessel,Voice of All(MTG),0,1,2005,"19:57, 20 October 2005",'''Neutral'''-  per Jossifresco --
Kirill Lokshin,Who,1,1,2005,"09:56, 23 September 2005",'''Support'''.
Nunh-huh,Dinopup,1,-1,2005,"08:06, 22 Jan 2005","Has tremendously improved various articles on local history, transforming them from stubs to articles the WIkipedia can be proud of. Has more than enough experience to become an administrator. As to the objections, a request to remove nonsense is appropriate, certainly more appropriate than edit-warring, and is hardly an example of unsuitable temperament. Wikipedia is sufficiently complicated that there is no one who knows how ''everything'' works, so thanking someone for helping him fix an image is hardly evidence that he shouldn't be an admin... -"
Hoary,Kwamikagami,0,1,2005,"03:28, 4 October 2005","'''Neutral''' for now, sorry. I appreciate the answers to my tiresome questions below, Kwamigami is clearly a fine editor and probably fine ""admin material"" and his low ''percentage'' of WP-namespace edits may indeed be a sign of a healthy set of priorities (as well as being necessary to let him do good work in articles), but the very low ''number'' of these edits is worrisome. I'd like him to spend a little more time where tempers flare and participants aren't all as mature as readers and cowriters of linguistics articles are likely to be, and to see how he does there. I don't want to oppose, as I've a hunch he'd do well, but I can't (yet) support, either. --"
Martin Osterman,Aranda56,-1,-1,2005,"20:59, 2 December 2005","'''Moderate Oppose'''.  It's taken me part of an afternoon to come to a decision on this one.  Unfortunately, I cannot in good faith vote Support.  I agree with many of the reasons that have been given in this section.  Perhaps it's just me -- I have a penchant for trying to make sure that I am understood and that I understand people -- but the colloquism style that this user chooses to employ in his pages makes me a tad uncomfortable.  We hold Admins up with high and mighty standards -- proper grammar and word usage is among those standards, in my mind.  My apologies to Aranda and to Karmafist. --"
HGB,BorgHunter,1,1,2005,"03:32, 14 December 2005",'''Support'''.
Titoxd,Deryck Chan,1,-1,2005,"17:57, 30 September 2005","'''Support'''. When I've come accross him, he seems to be level-headed and a good editor."
Snowspinner,SlimVirgin,1,1,2005,,Hell yeah!
R.D.H. (Ghost In The Machine),WhatWouldEmperorNortonDo,1,-1,2005,"22:32, 5 December 2005","'''Support''', I like the candidate's light hearted style and positive attitude. In this case the Agecountitis cancels out the Editcountitis. He clearly [[Grok]]s what we're all about. Does'nt seem to be an office seeker or Apratchnik, but is level-headed and has a sense of humor. True, striving for the holy grail of NPOV is every good, upstanding Wikipedian's duty...but so is vandal fighting. Which nearly every candidate lists as their top priority for wanting the mop, when they would do just as well on this score to simply ask for the RollbackButton instead. Besides, we live in an unusual world...if a horse can be a Senator, then why can't EmperorNorton be an admin? --"
Celestianpower,TheCoffee,1,1,2005,"20:08, 19 August 2005","'''Support''' - I've seen you around and you've always been civil but the thing that really made me nominate you is your answers to the questions. IMO, They were really well written and portrayed your point really well. This shows diligence as a writer and there is no doubt in my ming that you would use the mop well. Good luck! --"
Unfocused,Graft,1,1,2005,"12:57, 6 October 2005","'''Support'''.  Low use of edit summaries is not quite enough to discount all the other positive factors to consider, but should be corrected as an important courtesy to others."
JamesTeterenko,23skidoo,1,1,2005,"05:15, 2 October 2005",'''Support'''.  --
Thunderbrand,DESiegel,1,1,2005,"20:28, 21 September 2005",'''Support'''.
Cyberjunkie,Tony1,0,-1,2005,"09:20, 29 October 2005","'''Neutral''': I stand by my earlier comments, but I can no longer support. It's clear that Tony isn't quite ready for adminship - three months is too short an experience, it would seem. I would support in a few months.--"
The Fascist Chicken,Bmicomp,1,1,2005,"05:37, 11 September 2005","'''Support''' Yep, I support."
Francs2000,Shanel,1,1,2005,"02:57, 11 December 2005",'''Very strong support''' --
Antares911,Redux,1,1,2005,"13:25, 22 July 2005",'''200% Support''' - one of the very few who listens and tries to work in cooperation without being rude. wish you all the luck and all the best
TShilo12,BrandonYusufToropov,-1,-1,2005,,"'''Mild Oppose''' for now.  I see potential in BYT as an admin, but he's still a bit rough around the edges.  It's been less than 2 weeks since this business with his User page started, and by his own admission, he put the materials there because of his unfamiliarity w/ the logistics of WP.  This isn't a ''bad'' thing, but it's not a ''good'' thing for an admin, especially when Ed's rationale is so that BYT can do everything he (Ed) can.  In addition, while BYT has been exceptionally diplomatic here, this has not always been the case in his discussions with other users on various talk pages, where he has sometimes been openly confrontational.  Finally, I am somewhat concerned by what I regard as his possibly dubious grasp of NPOV on issues close to his heart.  (The thing that bothers me the most is the ongoing ""lone wolf"" business at [[Terrorism]]...but this isn't really the appropriate place to air laundry.)  That said, I am confident that some work on this, along with another couple months of quality editing will change my ""mild oppose"" to ""strong support""."
Hedley,Natalinasmpf,1,1,2005,"18:31, 23 December 2005",'''Strong Support'''.
Ambi,Cyberjunkie,1,1,2005,"15:26, 10 October 2005",'''Strong support'''. He should've been an admin months ago.
Zzyzx11,Wilfried Derksen,1,1,2005,"01:38, 15 Apr 2005","<s>Excellent user, but I find the lack of edit summaries very disturbing. [[User:Zzyzx11|Zzyzx11]] | [[User talk:Zzyzx11|Talk]] 23:26, 13 Apr 2005 (UTC)</s>. Wilfried Derksen assured that he will use edit summaries more, so therefore I will support him."
WikiFanatic,Izehar,1,1,2005,"05:09, 24 December 2005","'''Support''' per Hall Monitor, Shinmawa and others."
Jobe6,Who,1,1,2005,"21:17, 23 September 2005",'''Support''' We pot smoking baseball players will soon UNITE!!!!!!
JCarriker,BD2412,1,1,2005,"00:19, 5 December 2005",'''Support'''-
Antandrus,Paul August,1,1,2005,"20:47, 27 May 2005",'''Support'''.  Excellent candidate.
UninvitedCompany,ABCD,-1,1,2005,"23:55, 28 Mar 2005","I find this to be an interesting nomination.  ABCD's work in organizing and categorizing articles is worthwhile and is to be commended.  However, I find the overall volume of editing effort to fall short of that now considered minimal for adminship.  I find a lack of engagement with the community.  Finally, I am suspicious of self-nominations, since I believe that any editor who qualifies should be able to find someone to make a nomination for them.  I would hope that ABCD will keep up the good work and, in time, become and admin."
Dunemaire,Bogdangiusca,1,1,2005,"10:24, 11 December 2005",'''Very Strong Support''' - The candidate knows his domain of competency really well and is one of the Romanian contributors without a hidden agenda.
Francs2000,FCYTravis,1,1,2005,,'''Support''' --
Baryonic Being,Celestianpower,1,-1,2005,"12:10, 24 August 2005",'''Support''' hereby given. --
Ambi,The Tom,1,1,2005,"00:23, 18 November 2005",'''Support.'''
Merovingian,Pavel Vozenilek,1,-1,2005,,"Nuclear wessels for everyb- oh, wait, wrong guy.  :/  --"
Nandesuka,Hermione1980,1,1,2005,"14:44, 12 October 2005","'''Strongest possible support'''.  Hermione is a prime example of applying editcount criteria for adminship can lead us to make poor decisions.  While the number of her edits is comparatively low, looking through them one can see a few things:  (1) the quality of her contributions is uniformly high.  This is someone who is careful and deliberate, and takes each submit seriously.  Such people are naturally going to have a lower edit count than someone else (like, uh, me) who fires off edits in staccato bursts.  (2) She has been here for a long time, and demonstrated her commitment to the project.  (3) Her willingness to seek consensus (for example, via article RfCs) rather than just hammering her opinions home mindlessly is great.  I think she absolutely shows the temperament and commitment needed to be an admin.  I urge those of you who are voting based solely on the ''number'' of her edits to go the extra mile and actually examine those edits more closely; I think if you do that, you'll consider changing your vote."
Cberlet,Willmcw,1,1,2005,"13:34, 20 Jun 2005","'''Support'''. Anyone who can keep me in line while I am editing a Lyndon LaRouche page (I am a critic) deserves an adminiship. Fair, calm, reasonable, constructive.--"
Deathphoenix,AfC,-1,-1,2005,"15:13, 6 Jun 2005","'''Oppose'''. Not only is the edit count low (and always forgetting to sign in is not a good mark of an admin either), but the various responses and contributions of this user lead me to believe that this user would not make a good admin, and I wonder if this is a joke nomination as well. --"
Acegikmo1,Madchester,1,1,2005,"22:56, 23 July 2005","[[User:Madchester|Madchester]] has made many, many excellent edits to articles that I watch and he has always been civil in disputes."
Aaron Brenneman,Drini,1,1,2005,"07:23, 13 September 2005",'''Annoying''' as Drini almost always zaps vandals faster than me. -
Merovingian,Cedar-Guardian,1,1,2005,,
Nightstallion,Ianbrown,1,1,2005,"13:11, 12 December 2005",Clear '''support'''. [[Image:Flag_of_Europe_and_Austria.svg|20px]]
Ann Heneghan,ScottyBoy900Q,0,-1,2005,"22:26, 11 October 2005","The cut and paste was unfortunate, but was certainly an error, and can presumably be undone by an admin if necessary. I don't think this RfA should be turned into an RfC on the AfD &ndash; what a lot of abbreviations! In my view, the timing of it showed poor judgment from a would-be admin for his own sake, but if it had been done in bad faith, he would surely have waited until the RfA was over. It's worth noting, also, that ScottyBoy is not the only one to recruit votes [http://en.wikipedia.org/w/index.php?title=User_talk:Private_Butcher&diff=prev&oldid=25306810]. I would hope that anyone who feels that the [[David Mertz]] article should be kept would vote accordingly in the [[Wikipedia:Articles for deletion/David Mertz|appropriate place]], rather than here. By the way, I'm voting neutral because I don't know enough about ScottyBoy to decide whether or not he'd be a good admin. One piece of advice I'd give is that you need to use edit summaries more frequently. Your nomination will probably pass next time. Good luck!"
Thunderbrand,MarkGallagher,1,1,2005,"14:56, 19 November 2005",'''Support'''.
Exir Kamalabadi,Kaldari,1,1,2005,,--
CBDunkerson,Freakofnurture,1,1,2005,"17:50, 10 December 2005","'''Support''', excellent vandal fighter and provides helpful scripting. --"
Sam Spade,Lord Voldemort,1,-1,2005,"11:02, 2 October 2005","'''Support''', the personal attacks don't add up to much, and his contributions are undisputed."
Mindmatrix,Ground Zero,1,1,2005,"11:44, 16 August 2005",'''Support'''.
Nandesuka,WikiFanatic,-1,1,2005,"15:39, 5 December 2005","'''Weak oppose'''.  It feels to me like we are applying a lower standard to WikiFanatic because he is active on IRC.   I'm sure he's a nice guy, but that feels really, really ethically wrong to me.  We've rejected admin candidates with more edits and experience, and I feel like WF is getting a pass here because people like hanging out with him.  We should judge people based on their contributions '''on the wiki''', not based on whether we enjoy hanging out with them on a chat system.  Collegiality is important, but I don't see the standard being reached here.  Sorry."
tomf688,Philwelch,1,1,2005,"03:58, 1 November 2005","'''Support'''; Have seen good things from him.  --<font size=""2"" face=""garamond"" color=""#3979BF"">"
Deathphoenix,Carnildo,1,1,2005,"06:31, 15 August 2005","'''Support'''. Friendly, level-headed user with strong knowledge of Wikipedia procedures. --"
Sarahe,Cnwb,1,1,2005,"04:37, 28 November 2005",'''Support'''
Guettarda,Hashar,1,1,2005,"13:08, 15 July 2005",'''Support'''.
Solipsist,Antandrus,1,1,2005,"10:46, 3 Apr 2005","'''Support'''. Quite a few of the articles seem a bit stubbish, but there probably isn't so much more to say on many of these bios. Talk pages show character. Overall, I'm impressed. --"
Deb,R. fiend,1,1,2005,"23:26, 17 September 2005",'''Support''' on the grounds that I've actually heard of him.
Titoxd,Jeffrey O. Gustafson,1,1,2005,"22:39, 29 October 2005","'''Support''' vandal-whackers. I even had to revert vandalism on this RFA (check the history), which is a good sign."
Dbraceyrules,Zscout370,1,1,2005,"05:50, 6 August 2005","'''<font size=""+2"">Support!!!!</font>, Yet another WTH ? He is not an adm. already ?!''This shouldn't be an issue, make him an adm now!"
Rogerd,The Land,-1,-1,2005,"17:24, 20 October 2005","'''Oppose''' User has only 816 edits since April, 2004.  Needs to participate more to understand the community and how it works. Should have minimum of 1,500 to 2,000 edits. --"
JYolkowski,Katefan0,1,1,2005,"01:35, 12 September 2005",'''Support'''.
Zzyzx11,Linuxbeak,1,1,2005,"04:37, 2 Jun 2005",'''Support'''
MarkGallagher,Sean Black,1,1,2005,"03:40, 20 November 2005","'''Support''' looks good and, of course, I've been brainwashed by [[User:Redwolf24]]."
Phils,Icairns,1,1,2005,"17:38, 29 Jan 2005","This user is one of the few, the fine."
Maveric149,Marine 69-71,1,1,2005,"02:06, 25 May 2005",'''Support''' - Absolutely --
Seth Ilys,Eequor (2nd),1,-1,2005,"21:07, 18 Jun 2005","'''Support'''. She demonstrates the rare capacities of both tact ''and'' humour simultaneously and would thus would be an asset to the community even ignoring the excellent work she does on actual articles. If she believes even half of what she states [http://en.wikipedia.org/wiki/User:Eequor#Wikipedia_philosophy here], she'll be a better admin than most of the those we presently have. The fact that she's stuck around and been as active as she has even after suffering all the ''ad hominem'' attacks by prominent wikipedians in her last RfA speaks volumes to her ''true'' maturity. -"
JIP,Alkivar,1,1,2005,"08:49, 1 November 2005",Does my butt look big in this?
NSLE,GTBacchus,1,1,2005,"05:39, 14 December 2005","<font color=""darkred"">"
Sean Black,SWD316,1,-1,2005,"04:22, 17 December 2005",Yet again.--
BD2412,Cyberjunkie,1,1,2005,"05:47, 16 October 2005",'''Support'''. Seems good enough.
Essjay,Jtkiefer,1,1,2005,,'''Support.''' And happy to do it. --
Hydnjo,SamuraiClinton,0,-1,2005,"00:39, 16 Apr 2005",Is  [[User:SamuraiClinton|SamuraiClinton]] the same person as [[User:SamuraiClinton|GoofyGuy]]? I should review ''all'' of this user's contributions before voting. Any other aka names that I should look at ?
Johann Wolfgang,Chowells,1,-1,2005,"17:37, 26 October 2005",'''Support'''
Adashiel,Izehar,1,1,2005,"21:56, 21 December 2005",'''Support''' See him on the vandal front often. –
CambridgeBayWeather,Philwelch,1,1,2005,"03:50, 2 November 2005",'''Support''' with no comments.
Flex,Essjay,1,1,2005,,"'''Support''', a good person when it comes to resolving POV disputes."
RN,Aranda56,1,-1,2005,"06:12, 8 October 2005","'''Support''' Due to time and mistagged speedies etc. this may not succeed, but I like this user. <small>"
MONGO,ScottyBoy900Q,1,-1,2005,"12:58, 15 October 2005",'''Support'''
David Gerard,Kmccoy,1,1,2005,"22:44, 26 July 2005","YUO RABID DELETIONISTS WILL DISTORY WIKIPODIA AND ... er, fine by me -"
Christopherparham,Kzollman,1,1,2005,"22:48, 12 October 2005","'''Support''', nice contributions, I just spent 20 minutes browsing."
GrumpyTroll,K1Bond007,1,1,2005,"21:32, 12 August 2005","'''Support''' The little I know of K1Bond007 is enough to know that he is worthy of administratorship, and the little time I have spent on Wikipedia enough to notice his contributions (especially in [[Wikipedia:WikiProject_Computer_and_video_games|WikiProject Computer and video games]]) &#151; and hereby, laud them."
Zzyzx11,Brighterorange,1,1,2005,"22:36, 9 October 2005","<font style=""padding : 0px 1px 1px 1px; border : 1px solid #FFE7B0; background: #FFFFFF ; color: #FF9600"">'''Support'''</font> Very active on AFD and other places."
Bratsche,Doc glasgow,1,1,2005,"03:40, 17 September 2005","'''Support''', and not just because the Scottish are cool..."
Raddicks,Necrothesp,1,1,2005,"21:05, 1 November 2005","'''Support''' Some reason all the articles i edit i always see his name and the changes and he does a good job and i think he is very dedicated, he even offered me advice about Military uniform. --"
Weyes,Willmcw,1,1,2005,,"'''Support''', I regularly check out the contributions of editors who I fear may be making bad edits, that's not stalking, that's diligence. --"
Banes,CambridgeBayWeather,1,1,2005,"12:49, 17 October 2005","'''Support''' The usual ITHWO (I Thought He Was One). '''''[[User:Banes|<font color=""darkblue"">Ban</font>]][[Wikipedia:Esperanza|<font color=""green"">e</font>]]"
Mirv,Haukurth,1,-1,2005,"17:31, 29 October 2005",&#8212;
Darwinek,Bhadani,1,1,2005,"08:53, 12 September 2005",'''Support''' and only support. -
Radiant!,Alphax,-1,-1,2005,"22:07, 18 October 2005","'''Oppose'''. I wholeheartedly agree with Alphax that AFD is in need of reform, and would be happy to hear his suggestions. However, until we have an alternative, it is improper to unilaterally use the process in a way that is such a far cry from what is generally agreed upon."
H Padleckas,Physchim62,1,1,2005,"05:15, 31 October 2005",'''Support'''.
BD2412,Nickptar,1,1,2005,"23:15, 8 September 2005",'''Support'''... so heavy... can barely... lift. --
celestianpower,Goodoldpolonius2,1,1,2005,"16:27, 8 November 2005",'''Indubitably''' --[[user:Celestianpower|Cel]]<font color=green>[[Wikipedia:Esperanza|e]]</font>
