SRC,TGT,VOT,RES,YEA,DAT,TXT
WFCforLife,Silver seren,-1,-1,2010,"07:44, 29 September 2010","I do this reluctantly, because I've got the utmost respect for people that ensure that articles that are notable are saved. But the likes of [[WP:PORNBIO]] and [[WP:NFOOTBALL]] are not alternatives to the GNG, they merely help people evaluate at a glance whether someone is likely to meet the GNG. From what I've seen of your contributions I have doubts over whether you have fully grasped this. —"
Stifle,Waldir,1,1,2010,"16:04, 25 May 2010",Sure.
South Bay,Everyking,1,1,2010,"06:58, 21 January 2010",'''Support''':Per the reasons stated above.
Nsk92,Connormah,-1,-1,2010,"06:07, 14 July 2010","'''Oppose''' (mv from Neutral) On closer inspection, I am unimpressed with the answers. Answers to Q9 (see my older cmnts in Neutral) and Q8 in particular show wobbliness.  The answer to Q8 is really unsatisfactory. As an admin, you have a responsibility to act, and to act quickly, if you see obvious and continuous disruption, such as somebody CSD tagging [[United States of America]], [[Wii]] and [[March]]. You issue a quick warning and if that does not help, you block the user. As an admin, your first priority should be to stop ongoing disruption rather than worry that you might be insufficiently nice to an established user. Do that, and then post to AN/I and wherever to check if the account has been compromised or what.  NuclearWarfare and Decltype also raise important point. I don't expect every RfA candidate to have a bunch of FAs/GAs, but the content that you do create needs to be brought up to par, especially in BLP cases. I have looked up, at random, at one of the articles you created, [[Dan Tencer]]. The first ref in this article is currently a deadlink to a Facebook(!) page. Also, for this BLP article more than a year ago you uploaded an image File:Dan Tencer.jpg, downloaded from a Twitter page and missing copyright permissions. When somebody finally tagged the image as CSD F9 in March 2010, you woke up and filed an OTRS ticket request. I am not sure what exactly is going on there, but you did not follow up: the ticket, apparently, could not be resolved, went stale, and the file is still missing a copyright permission several months later (and has been tagged for deletion again). You need to be more pro-active in mopping up these kinds of problems and not let them drag on for ages."
JamesBWatson,GorillaWarfare,1,1,2010,"14:58, 11 August 2010","'''Very strong support''' GorillaWarfare does excellent vandalism patrol work, showing a good deal better understanding of policies than many editors who try to deal with vandalism. Her answers to questions (above) also show a good level of understanding. Many of the objections raised below by opposers do not carry much weight. The comment at the AfD was not entirely unreasonable. Lack of article writing experience is given far too much importance these days in RfAs. The removals of the PROD were more significant, but presumably she knows better now, and not even admins are perfect. The concern about being too busy is totally irrelevant: an admin who has little time to work here does no harm, and may do a little good. I believe she will make a good admin."
,Jmh649,-1,1,2010,,
7,Blanchardb,1,-1,2010,"23:19, 14 April 2010",Without hesitation.
BigDom,Arsenikk,1,1,2010,"16:36, 17 May 2010","Great contributions to the encyclopedia, and a good editor all round."
Minimac,Wilhelmina Will,-1,-1,2010,"15:23, 30 May 2010","'''Oppose''' I only support mature and calm candidates. Unfortunately I can't support those who were blocked for harassment or personal attacks, even though that was two years ago."
Lankiveil,Calmer Waters,1,1,2010,"21:37, 3 February 2010","'''Support''', I've looked closely at Calmer Waters' edits, and been very impressed by what I've seen."
Reyk,28bytes,0,-1,2010,"22:57, 1 December 2010","'''Neutral'''- I can see by your answers to the questions that you are thoughtful and intelligent, but still I'd like to see a few more months of experience. I have no doubt that if you try again in February or March that you can succeed."
Salix alba,Access Denied,-1,-1,2010,"10:58, 10 November 2010","'''Oppose''', I do think AD could be a helpful admin one day, lack of content does not bother me, but still a little too much messing around. Take [[Wikipedia:Miscellany for deletion/User:Access Denied/Fooled you]] which seems to be connected to a spoof ""new message"" box. A certain amount of experimenting can be tolerated early in a users time on wikipedia, but this was created only a couple of months ago. I would need to see a longer period pass without this sort thing.--"
Lankiveil,Wifione,0,1,2010,"21:25, 13 September 2010","'''Neutral''', user appears to be productive and well intentioned, and there's no indication they'd misuse the tools.  Normally, that'd be enough to put me in the 'Support' column.  On the other hand though, a lot of the CSD tagging is sloppy at best.  It's not enough to make me oppose, but I can't support, sorry."
SilkTork,MGA73,1,1,2010,"17:37, 4 July 2010","There has traditionally been caution applied to nominations from people with little experience on enwiki, and less (or no) allowance given to work or status on other wikis, however this candidate has strong credentials on da-wiki and Commons, is clearly keen on cross-wiki work, and has a bot which has worked intensively and succesfully on enwiki, with minor issues quickly and politely sorted out by MGA73. The request for temporary status is an error, but it's a small one, and I feel the candidate will be a benefit to enwiki. <span style=""border: 1px  #F10; background-color:cream;"">'''"
Ktr101,Mandsford,1,1,2010,"21:59, 24 August 2010",'''Support''' Looks good with me.
,Fetchcomms,1,1,2010,,
ErikHaugen,Falcon8765,-1,-1,2010,"22:57, 25 August 2010","'''Oppose'''. I absolutely disagree with most of the ""oppose"" rationale here: I have no problem with an editor who only does vandal fighting also handle AIV backlogs; I don't want to discourage users who like vandal fighting from doing what they like. And this editor has done a tremendous amount of great work fighting vandals - as someone who doesn't really do a whole lot of vandal fighting I am extremely grateful to Falcon8765 and others who do that kind of work; the project would be much worse off without it. I think a critical component of fighting vandals is to distinguish between the ""obvious vandals"" and the misguided good-faith editors, and it is particularly important for admins to be able to make this distinction. An example of a mistake in this area, I think, is [http://en.wikipedia.org/w/index.php?title=User_talk:68.236.155.129&diff=380867179 here] - the [http://en.wikipedia.org/wiki/Akahi_Nui?diff=380867169 edit in question] was not vandalism. I think the goal with this kind of misguided but good-faith editor should be to educate and encourage; a barrage of warning templates and reverts without edit summaries ([[wp:3rr|3, even]] in this case) is less helpful in these situations."
MWOAP,Ironholds,1,-1,2010,"23:22, 2 January 2010","'''Support''' Everyone has their bad times, nobody is perfect. I am not going to hold a potental admin back because he is not perfect. This user has a solid edit history, and is trying to make wikipedia a better place. As for the NPP, he is following policy ([[WP:IGNORE]]) to benefit wikipedia. --"
Juliancolton,MWOAP,1,-1,2010,"02:55, 4 January 2010","[[User:Juliancolton/RfA rationale|Support]], if only morally; agree that more experience would be good, but there's absolutely nothing to suggest this editor is incapable of handling the bit responsibly. Lots of productive edits, including [http://en.wikipedia.org/w/index.php?limit=500&tagfilter=&title=Special%3AContributions&contribs=user&target=MWOAP&namespace=4&tagfilter=&year=&month=-1 involvement] in the projectspace, and no blocks/warnings. This isn't going to pass, but I wish you the best of luck and encourage you to not get discouraged! &ndash;'''"
Rje,Joe Decker,1,1,2010,"09:24, 23 July 2010",'''Support''' Good BLP work is a major plus.
Atama,Leonard^Bloom,1,1,2010,"09:11, 23 January 2010","'''Support''' - What I've seen of Leo around Wikipedia has been good, answers to questions are good, seems to have experience and there are no problems. -- '''"
AlexandrDmitri,Blurpeace,1,1,2010,"09:34, 27 April 2010",'''Support'''. Was under the misapprehension that the candidate was already an admin
ReverendWayne,Kingoomieiii,1,-1,2010,"18:16, 23 February 2010","'''Support'''.  I'm impressed by the honest answers to Q11 and Q12.  Many folks (myself probably included) would have been unable to resist the temptation to pull something out of the hat.  Better to admit that a good answer would require more work than you're willing to do, given your interest in the topic."
Begoon,HJ Mitchell,-1,1,2010,"13:07, 27 April 2010","'''Oppose''' For the reasons explained well above, but specifically the MisterWiki situation. Having looked at that in detail, I see a somewhat puzzling insistence on unblocking this disruptive user, and insufficient agreement from others that it was a good idea. Even some of the few admins who expressed a wish that the mentorship would be a success tended to temper that opinion with statements like they would not, themselves, have been willing to unblock on this occasion. The candidate stated that his reputation was on the line with this trip ""out on a limb"" - yet the jury is surely still out. I also have concerns about a potential Admin who states he is ""hazy"" on policy and cannot trust himself with some of the tools. ''(disclaimer: yes, I know I have very few edits, and have never voted at RFA before - I fully expect my opinion might be given less weight than some - but I am a user with an account, and the guideline says anyone with an account may vote - so, given that I hold the opinion, there it is)''"
Filelakeshoe,MZMcBride,-1,-1,2010,"10:18, 24 August 2010","'''Oppose''', although I do understand why MZM did what he did re: that ArbCom case in February - sometimes I also feel like I should have to disrupt Wikipedia to prove a point, but I never have done. In situations like this BLP qualm, I would prefer people in trusted positions to know when it's better to just walk away, safe in the knowledge that they personally can't and won't be held responsible if anything does go very, very wrong. - <font face=""Trebuchet MS"">"
Boing! said Zebedee,Tide rolls,1,1,2010,"13:45, 13 May 2010","'''Support''': I've seen people say it about others, but I really had assumed that Tide rolls was already an admin, judging by the unstinting dedication to vandal-fighting that I've seen. A most excellent candidate. --"
OlEnglish,Adyniz,-1,-1,2010,"05:22, 8 February 2010","'''Oppose'''. No chance, close per [[WP:SNOW]]. --"
Polargeo,DeltaQuad,1,-1,2010,"13:25, 9 August 2010","'''Support''' Please try to expand some articles, just one or two but I don't think there are any reasons not to trust you with the mop."
Skomorokh,Father Goose,1,1,2010,"21:51, 4 February 2010","I share some of Steven Walling's concern below, but the candidate appears to have a solid grasp of the underlying principles of the role and not afraid to take oppose-inviting stands on important issues. I hope you stick to the 'mop not cop' philosophy while branching out from gnome-editing."
Atmoz,Kingoomieiii,1,-1,2010,"00:21, 24 February 2010",'''Support''' My Magic 8 Ball says no. But that thing's always wrong anyway. I see no problems with user's contribs. -
Doc Quintana,Ron Ritzman,1,1,2010,"17:54, 14 September 2010",'''Support''' Seems appropriate to entrust this user.
Axl,Grondemar,1,1,2010,"10:15, 29 December 2010",'''Support'''. Good contributions & good answers.
Axl,Ceranthor,1,1,2010,"19:25, 22 April 2010",'''Support'''. No problems at all. [Would a bureaucrat consider an early close here?]
Coffee,Wiki Greek Basketball,-1,-1,2010,"06:55, 2 January 2010","'''[[User:Coffee/RFA-standards|Coffee's Most Extreme Oppose Ever]]''' - WGB, created this RFA to troll just 2 days after his block expiring. There's no chance of him being an admin at all now, even if there was a chance before. The door is that way --->. --<small style=""color:#999;white-space:nowrap;text-shadow:lightgrey 0.3em 0.3em 0.15em;"">"
Cocytus,Ironholds,0,-1,2010,"13:21, 2 January 2010","'''Neutral''' - cogent arguments from both sides.  I'd say I'm leaning more towards support at the moment, but I am holding off going one way or another at the moment.  <strong><font color=""maroon"">"
X!,Jamesofur,1,1,2010,"10:37, 15 April 2010","Even with the admin highlighter installed, this is 100% true. '''I thought you ''were'' an admin...''' <small>("
Soap,Magog the Ogre,1,1,2010,"20:35, 6 September 2010",'''Support''' He fixed the BLPs mentioned in the Oppose section. '''
Seraphimblade,Leyo,1,1,2010,"23:51, 19 October 2010","'''Support''', I can't find any reason not to, nor any reason to believe the candidate will act abusively with the tools."
Montanabw,Dana boomer,1,1,2010,"23:52, 24 August 2010","'''Strong Support''' For all of the above reasons, and more. Excellent editor with the right personality and temperament, to boot!  Plus, according to her user page, she manages to associate an [[Appaloosa]] horse, and if anyone knows Appaloosas, who are the [[Jack Russell Terrier]]s of the horse world, that's proof she can put up with anything wikipedia throws at her!  :-D"
Dwayne,Richwales,0,-1,2010,"22:03, 13 December 2010","Very great candidate, but the lack of activity bothers me. -"
Deliriousandlost,Flushing258,-1,-1,2010,"21:54, 25 March 2010","'''Nay''' Your first RfA closed 2 days ago per [[WP:SNOW]]. You don't have even enough experience for me to offer moral support at this time. Try just editing and participating in the various aspects of Wikipedia to gain understanding of how things work and maybe in the summer try again for adminship. <font face=""Georgia"">"
Carcharoth,Ling.Nut,1,-1,2010,"23:56, 27 October 2010","'''Support''', per Geometry Guy and Sandy Georgia."
Pink Bull,TFOWR,0,1,2010,"01:34, 7 June 2010",'''Neutral.'''  Would support if not for some concerns about somewhat uncivil edit summaries mentioned above. --''
Mkativerata,Slon02,-1,-1,2010,"23:38, 6 August 2010","I've gone through a few of your contributions and I think you are a very good editor who will sail through RfA in a few months. You seem to have recently started to contribute to AfDs and your contributions are looking really promising there. But you haven't been doing it long enough for me to be confident of you having the depth of experience to close debates. I was also really impressed with the way that you handled the little stoush you mentioned in question 3. You're on a rapid upwards trajectory and it's an unfortunate tactical error that you've nominated yourself now, just two months after your last RfA. But I'm not opposing becuase of that; I'm opposing because I don't think you have the experience yet to use the tools in the areas that you nominate. I suggest waiting a few more months (I suggest at least 4), and perhaps seek some advice before running again (you might even have offers to nominate you in that time). --"
Shimeru,Ktr101,0,-1,2010,"20:36, 2 June 2010","'''Moral support''' but '''neutral'''.  Your enthusiasm is wonderful.  Your haste, less so.  You need a little more time to demonstrate some patience and consideration, I think."
BarkingFish,Theleftorium,1,1,2010,"20:31, 22 June 2010","'''Move to support'''. Second chances seem to be the order of the day here, so what the hey. '''<font color=""red"" face=""arial;Times New Roman"">Barking</font><font color=""blue"" face=""arial;Times New Roman"">Fish</font>'''"
CrazyInSane,Soap,1,1,2010,"02:54, 11 June 2010",'''Support'''. Quick review of the past few thousand contributions proves very impressive. Look forward to working with you as an admin in the future! Shouldn't [[WP:SNOW]] apply for RfAs that clearly aren't going to ''fail'' as well?. &mdash; '''
Alison,Sphilbrick,1,1,2010,"10:36, 12 November 2010",'''Support''' - per nom. Looks fine to me & should make a good admin. No concerns here -
Fox,Ceranthor,1,1,2010,"20:24, 17 April 2010",{{ec}} '''Support''' - of course.
Cindamuse,Grondemar,1,1,2010,"01:33, 26 December 2010","'''Support'''. I appreciate this editor's calm, positive attitude and believe he will be an excellent addition to the team. <b><font color=""navy"" face=""Tahoma"">"
Reyk,VernoWhitney,1,1,2010,"22:51, 5 November 2010","'''Support'''- I have seen VernoWhitney around and know they do good work. VW has always struck me as clueful, courteous and intelligent. I also find the opposes totally unconvincing."
Sole Soul,Favonian,1,1,2010,"20:50, 20 July 2010",'''Support'''
Lankiveil,Eustress,1,1,2010,"12:55, 23 April 2010","'''Support''', no evidence user would abuse the tools."
Modernist,Rlendog,1,1,2010,"20:06, 11 January 2010","'''Support''' Capable, willing editor..."
Faithlessthewonderboy,The Thing That Should Not Be,1,-1,2010,"01:53, 20 October 2010","'''Support''' Supported last time, and nothing has changed as far as I can tell."
TreasuryTag,alexsautographs,-1,-1,2010,"08:12, 15 January 2010","'''Strong oppose''' per the ''disgusting'' level of unpleasant badgering Alex appears to be doing. <font color=""#A20846"">╟─"
Cocytus,Sam Blacketer,1,-1,2010,"15:32, 3 January 2010","I wasn't around for the events that led to the necessity of recall/this confirmation, so, like Ged and Giants, I'll base my opinion on what I'm seeing since then, which, for me, is sufficient for my support.  <strong><font color=""maroon"">"
Hokeman,Looie496,1,1,2010,"12:35, 4 October 2010","'''Support''' The candidate appears to be dedicated, trustworthy, clueful, cerebral --"
Editorofthewiki,MZMcBride,-1,-1,2010,"02:25, 26 August 2010","'''Nope''' You had your chance, and you blew it. TWICE. Is this some kind of joke? ~<strong>'''''"
The High Fin Sperm Whale,Polargeo,1,1,2010,"20:52, 30 March 2010",'''Support''' You far surpass my [[User:The High Fin Sperm Whale/RfA expectations|RfA expectations]]. --
Brewcrewer,Olaf Davis,1,1,2010,"15:53, 6 January 2010",--''
Fetchcomms,KRSTIGER,-1,-1,2010,"21:05, 30 January 2010","'''Strong oppose''' You may wish to read over our [[WP:ADMIN|adminship]] page... <span style=""border:1px solid;"">"
Reyk,Favonian,1,1,2010,"23:02, 19 July 2010","'''Support'''- I don't think I've ever had much interaction with this user, but I see their name pop up every now and then and I've always had a vague good feeling about them. And Favonian's answers to the questions are very, very impressive to me, so I have no hesitation in offering my support."
FeydHuxtable,Skater,1,-1,2010,"19:07, 29 March 2010","'''Support'''  Valid looking reasons in the oppose section, but not supporting weakly as from an admittedly quick random sample of your contribs Im not seeing a temperament issue, if anything you seem to have a nice collaborative attitude.  Good stub creations, I like how you invariably have a template and an image.  Good defense work against vandals."
Keegan,DeltaQuad,1,-1,2010,"06:36, 3 August 2010",
JuneGloom07,Leonard^Bloom,1,1,2010,"01:26, 29 January 2010","'''Support''' Good answers to questions and a good, clueful editor. -"
Casliber,Mkativerata,1,1,2010,"05:23, 3 August 2010",'''Support''' has shown enough for me to predict that is highly likely to be net positive.
Davewild,Mkativerata,1,1,2010,"07:13, 8 August 2010","'''Support''' Looks fine, don't see anything making me think tools will be misused."
Phantomsteve,YOSF0113,0,-1,2010,"08:52, 15 September 2010","I'm not a chemist, but your contributions to articles in that field appear to be very helpful - however, as others have said, you haven't got experience in admin-areas: I would suggest that if you want to work on fighting combatting vandalism as an admin, you need to show experience in that as an editor! I notice that you have only left 1 warning (and that was about 1/2 hour ago!) - and then reported it at AIV (the fact that you did this incorrectly is irrelevant - the idea was there, and I would just advise you to carefully read the instructions at the top of the page which explain how to report on that page - incidentally, before reporting an editor/IP, please check: that IP had been blocked on 3rd September! Leaving a message almost 2 weeks after the event is not the most useful move, even if the IP hadn't already been blocked!). Enthusiasm is great, but realism is also important: you are not ready for adminship at this time (see [[WP:NOTNOW]]). -- '''''"
Reyk,Editorofthewiki,-1,-1,2010,"06:13, 4 August 2010",'''Oppose'''- not yet.
7,Phantomsteve,1,1,2010,"08:38, 2 February 2010",'''Full support''' - easy decision.
,Airplaneman,1,1,2010,,
A Nobody,Mike Cline,1,1,2010,"16:38, 9 February 2010","'''Support''' per [[User:A_Nobody/RfA#RfA_Standards]] as candidate makes reasonable arguments in AfDs as seen at [http://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/List_of_major_artifacts_in_Dungeons_%26_Dragons&diff=217731183&oldid=217383631] and [http://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/List_of_countries_by_length_of_coastline_(2nd_nomination)&diff=227607514&oldid=227554481], he is an article creator as seen at [[User:Mike_Cline#Articles_I_have_created]], he is a fellow fisherman, he is a veteran editor, and he has never been blocked.  His heart and mind lie in the right place. I have no reason to [[WP:AGF|assume]] he would abuse adminship tools.  Sincerely, --"
Trusilver,Secret,1,-1,2010,"05:21, 22 September 2010","'''[[WP:AGF]] Support'''. After the circumstances surrounding your desysopping, I was extremely reluctant to support, but it's been a while and you were a great asset when you were an admin. I'm going to assume good faith and hope that the issues of the past are behind you and there will be no such issues in the future."
Robofish,Redthoreau,-1,-1,2010,"00:28, 4 November 2010","'''Oppose''' - I was ready to support until I saw [[Che Guevara in popular culture]]. Yikes. That article is an alarming demonstration of everything that [[WP:NOT|Wikipedia is not]]. (In particular, from [[WP:POPCULTURE]]:'Exhaustive, indiscriminate lists are discouraged'.) Sorry to oppose over it, but I just don't feel you have a strong understanding of what Wikipedia is for."
Deor,VernoWhitney,1,1,2010,"02:53, 6 November 2010",'''Support'''. A very useful editor who will make a useful admin.
Truthkeeper88,Herostratus,-1,-1,2010,"02:19, 25 June 2010",'''Oppose''' per Iridescent and reading the various linked pages.
Newyorkbrad,Guoguo12,1,-1,2010,"01:43, 25 December 2010","'''Support'''. I think the candidate would do a good job as an administrator. I base that in part on his seeming to know where his current areas of expertise lie, and his intention to focus as an admin on those areas first, and expand to others gradually. That being said, it seems unlikely that this RfA will reach consensus to promote, based on the numbers to date and the matters raised below. It might be in the candidate's best interest to withdraw this RfA soon, and reapply later after he's addressed some of the opposers' concerns."
BLGM5,BigDom,-1,-1,2010,"13:55, 17 March 2010",'''Oppose''' until BLP is taken more seriously.
Master&Expert,Ironholds,1,-1,2010,"04:49, 1 January 2010","If I recall correctly, there were temperament concerns before - I could be wrong, though, and I might be mixing Ironholds up with somebody else. Unless something very convincing comes up in the oppose column, I'm supporting this editor. We need more admins, and Ironholds has been here long enough and has a wide enough breadth of experience to know how things are done."
Mono,The Thing That Should Not Be,-1,-1,2010,"01:02, 20 October 2010","Maturity concerns, as well as lack of content contribution...off-wiki activities questionable (again, maturity). And this is, like, the 5th RfA?"
Newyorkbrad,Elen of the Roads,1,1,2010,"05:53, 22 October 2010",'''Strong support'''. Extremely well qualified candidate.
The High Fin Sperm Whale,Wilhelmina Will,-1,-1,2010,"05:57, 30 May 2010",'''Weak oppose''' Not much experience in areas he has specified he would like to work in. Sorry. --[[User:The High Fin Sperm Whale|The]] [[User talk:The High Fin Sperm Whale|High]] [[Special:Contributions/The High Fin Sperm Whale|Fin]] [[Special:EmailUser/The High Fin Sperm Whale|Sperm]]
Aaroncrick,Everyking,1,1,2010,"07:43, 21 January 2010","'''Strong Support''' - Excellent content editor. Other issues are of interest; however, I strongly feel he again deserves to wield the mop. '''"
Angrysockhop,Olaf Davis,1,1,2010,"08:24, 9 January 2010","'''Support''' Good deletion work, but more importantly knows when ''not'' to delete; recognising what is salvagable is just as important as recognizing what is junk."
Doug,Ron Ritzman,1,1,2010,"19:54, 18 September 2010","'''Support''' - I don't recall ever working with this editor before, probably because he buries himself in AFD and I rarely go there.  However, I have no problems with the lack of mainspace work; you need to understand mainspace to admin but this editor seems to have a good handle on that.  The idea that admins need to have a lot of substantive article work under their belts is not supported by any evidence.  The candidate's participation and initiation of discussions of policy are insightful and I look forward to seeing first hand what he considers a delete, based on what I see here and have seen in the history, it will not be a problem.  I am troubled more by the exceptionally high standards the opposers set for admins.  Very little that admins do can not be easily undone and we need more maintenance workers. --"
Sandstein,Jmh649,-1,1,2010,"20:17, 14 August 2010","I do not support people who have been subject to arbitral sanctions ([[Wikipedia:Arbitration/Requests/Case/ADHD#Jmh649]]) and who use [http://en.wikipedia.org/w/index.php?title=User:Jmh649&oldid=378702080 their user page] for advocacy or divisive content of any sort. This does not rule out that Jmh649 may become a good admin in areas unrelated to topics he feels strongly about, but these are just two huge red flags for me. <small><span style=""border:1px solid black;padding:1px;"">"
Connormah,Jmcw37,0,-1,2010,"17:46, 13 February 2010","'''Neutral''' - Next time, I'd be more than happy to support, if experience issues are addressed. Better luck next time!"
Cirt,Dabomb87,1,1,2010,"04:27, 20 August 2010","'''Support''', yes, great contributor, great candidate. Certainly. -- '''"
Connormah,7,1,1,2010,"16:52, 29 May 2010","Looks good. G'luck. <span style=""font-family:Calibri"">"
JoJo,Ironholds,1,-1,2010,"18:32, 1 January 2010","'''Support''' See no problems. <span style=""font-family:Verdana,sans-serif""> —"
White Shadows,Addihockey10,-1,-1,2010,"22:21, 25 October 2010","'''Oppose''' I simply don't see you holding the mop well. Give it a few months and work in some admin related areas :) (Note, I opposed last time and I don't really see any bit of a change from RFA #2)--"
MarmadukePercy,Looie496,1,1,2010,"19:32, 4 October 2010",'''Support'''
Tikiwont,Wikiwoohoo,1,-1,2010,"08:54, 19 February 2010",'''Support'''. --
Parrot of Doom,Nosleep,-1,-1,2010,"02:17, 21 January 2010","'''Oppose''', as per Malleus's reply above, and my comments on that matter in the Neutral section.  A simple matter like this should be faced head-on, and not simply ignored. <span style=""text-shadow:grey 0.2em 0.2em 0.1em; class=texhtml"">"
The ed17,Herostratus,1,-1,2010,"06:31, 29 June 2010","'''Support''' - he screwed up, he knows it, he's most likely not going to do it again. I had the same thing happen to me [http://en.wikipedia.org/w/index.php?title=Special:Log&page=Eminem multiple] [http://en.wikipedia.org/w/index.php?title=Special:Log&page=Lionel+Messi times] in the last week. —<font face=""Baskerville Old Face"">"
Sephiroth BCR,Everyking,-1,1,2010,"05:54, 20 January 2010","'''Oppose''' per BadgerDrink and Fuchs. — <font face=""Segoe Script"">"
Shawn in Montreal,Airplaneman,1,1,2010,"17:31, 19 August 2010",'''Support''' A trusted and proficient editor. Very happy to support the candidate's nom.
Jmlk17,Dabomb87,1,1,2010,"06:27, 17 August 2010",'''Support'''
Derild4921,Leyo,1,1,2010,"19:39, 19 October 2010","'''Support''' - Work in Commons and de shows experience. [[User:Derild4921|<span style=""color:green"">Derild</span>]][[User talk:Derild4921|<span style=""color:red"">49</span>]][[Special:Contributions/Derild4921|<span style=""color:blue"">21</span>]]"
Courcelles,DeltaQuad,-1,-1,2010,"22:08, 3 August 2010","'''Oppose''' My general impression of you is that you're rather young, and sometimes this gets you in trouble.  Of your very few created articles, all but one has some kind of cleanup banner on it.  Your GA reviews have always seemed a little strange to me- at [[Talk:Bell-Boeing V-22 Osprey/GA1]] you demanded a nominator go to Commons and get an image renamed; something that has no basis in the GA criteria ''at all''.  No basis in the FA criteria, either.  I've also noticed that every review I've checked has the strange grammatical construction ""the reviewer will change that their selfs.""  [[Talk:Windows Product Activation/GA2|Here]] you summarily passed an article that was [[Talk:Windows Product Activation/GA3|de-listed within days]].  Ultimately, I've never gotten the impression from you that you're sufficiently mature for adminship, but I'll admit this is more of a general impression oppose than anything I can haul out diffs and point to. [[User:Courcelles|Courcelles]] ([[User talk:Courcelles|talk]]) 22:07, 3 August 2010 (UTC) <small>ETA: The answer to Q9 is worrying, and the answer to Q8 feels like a complete dodge of the actual question."
