SRC,TGT,VOT,RES,YEA,DAT,TXT
Ched Davis,Drmies,1,1,2011,"19:40, 22 May 2011","'''Support''' I know I've seen them around, and while I can't recall the circumstances exactly, something rings a bell in a good way for me.  However, in looking at the contribs and all, it appears they are quite qualified to click on a few extra buttons here and there. — <small><span style=""border:1px solid #000000;padding:1px;""><b>"
Tofutwitch11,GiantSnowman,0,-1,2011,"17:16, 18 January 2011","Well, I really can't support, but I'm not sure I have seen enough to oppose, so I will hang here now."
Snottywong,WikiCopter,-1,-1,2011,"15:18, 7 March 2011","'''Oppose''' per answers to questions, particularly Q4 and Q6.  It may not seem fair that you are denied adminship because of your age, but the answers to your other questions show a bit of immaturity.  For instance, I'm sure you've seen typical RfA's before, most people don't give 5-word answers to the optional questions."
Minimac,Gonzonoir,1,1,2011,"16:48, 26 January 2011",'''Support''' She's only just recently got the autopatrolled right but still that's not enough for me to change my vote. I don't think she'll cause any concerns.
Pichpich,ErrantX,1,1,2011,"09:52, 14 February 2011",'''Support''' Good overall record and perfect measured response to Keepscases' oppose below.
AGK,Steven Zhang,-1,-1,2011,"16:39, 9 November 2011","'''Oppose''' per Elen of the Roads and many of the concerns above. Steve has matured as a person, but this RFA is premature, because he is not ready to hold any kind of permission yet. I have told Steve repeatedly that I don't think he should submit an RFA, and he was unhappy but accepted my view. Seemingly, he simply asked around until somebody said they would nominate him, and I cannot interpret that in any way other than that it reflects an unnerving desire to be an admin. With the benefit of retrospect, I know that people who have to ask around for nominations are probably not ready, and the concerns raised above about judgement and respect for account security only compound my nervousness about this candidature. I think Steve is a good contributor and has a lot to offer the project in his own way, but I would not be comfortable with Steve being an admin (though I say that without prejudice to changing my mind at some later date). Sorry, Steve."
The Interior,Qwyrxian,1,1,2011,"15:40, 19 July 2011",'''Support''' Hardworking and clueful editor.
Rogerd,Worm That Turned,1,1,2011,"13:52, 29 June 2011",'''Support''' no reason to think that this user would abuse the tools.  --
Reaper Eternal,Tyrol5,1,1,2011,"17:02, 15 July 2011",'''Support''' - Seems good to me.
Guerillero,Buggie111,0,-1,2011,"07:24, 25 December 2011","I am torn between opposing and supporting --<small><font color=""green"">Merry</font> <font color=""red"">Christmas</font> <font color=""green"">from</font></small>"
Fastily,E2eamon,1,-1,2011,"08:01, 7 July 2011",'''Support''' Why not? -'''
In actu,Dylan620,-1,-1,2011,"04:30, 22 April 2011",I see no reason to allow someone with minimal files work to start doing admin work with files --
Armbrust,Drmies,1,1,2011,"15:06, 21 May 2011","'''Support'''' No concerns. <font color=""#082567"">"
Armbrust,Rami R,1,1,2011,"21:08, 12 February 2011","'''Support''' The fact, that 20% of his edits are automated, bothered me a little, but his answers make it's clear, that he understands the policies and guidelines. I think he will be net positive admin. <font color=""#082567"">"
RP459,Dylan620,1,-1,2011,"17:38, 18 April 2011",'''Support''' No concerns. ''<B>--
Ret.Prof,Staffwaterboy,1,-1,2011,"20:41, 13 February 2011","'''Weak Support:''' Potential, but needs to work on a couple of issues mentioned below. I do hope you will not give up and try again. -"
Acalamari,TParis,1,1,2011,"10:35, 16 June 2011",I [http://en.wikipedia.org/w/index.php?title=Wikipedia%3ARequests_for_adminship%2FTParis00ap&action=historysubmit&diff=321284718&oldid=321284647 supported last time] and am happy to support again: TParis is a fine candidate.
Nikkimaria,Ironholds,1,1,2011,"04:38, 6 January 2011",'''Support''' - I've seen the candidate around the project and he (?) seems to be a clueful contributor and an active article-builder.
Wizardman,Acdixon,1,1,2011,"20:27, 26 January 2011","Obviously. [[User:Wizardman|<span style=""color:#030"">'''''Wizardman'''''</span>]] <sub>"
John,Smartse,1,1,2011,"18:18, 25 January 2011",'''Support''' per nom. --
Armbrust,Woe90i,-1,-1,2011,"18:40, 28 October 2011","'''Oppose''' for the lack of experience in admin related areas. Also he doesn't need admin tools for the administrative work he wants to do with it. <font color=""#082567"">"
Sjones23,MichaelQSchmidt,1,1,2011,"03:45, 30 November 2011","'''Support''', very good and polite editor. [[Darth]] [[User:Sjones23|Sjones23]] ([[User talk:Sjones23|talk]] -"
Pepper,Lear's Fool,-1,1,2011,"22:28, 5 January 2011","'''Weak Oppose''' - It bothers me that you have less manual edits that automated ones. And to the people that argue ""Twinkle isn't automated"", at least half of them are. The CSD nominations are 2 parts: the manual tagging of the page, and the automated user message. Same with AFD's. Same with reverting vandalism. Still, with only half of the Twinkle edits counting as automated, the automated edit percentage hovers above 50%. '''<span style=""font-family:Garamond;font-size:100%;"">:.:∙:∙∙:∙:.:&#124;"
Inka 888,Kudpung,1,1,2011,"01:43, 24 February 2011","Looks good. <font color=""00ff00"">"
Hokeman,Dusti,-1,-1,2011,"15:18, 16 March 2011","'''Oppose''' per Swarm and Roving Alan above. Mentoring might help your cause, and I emphasize the word might.--"
Ret.Prof,Boing! said Zebedee,1,1,2011,"18:29, 27 February 2011",'''Support:''' Great candidate. Thanks for making yourself available. -
Colonel Warden,Boing! said Zebedee,1,1,2011,"23:48, 23 February 2011",'''Support''' I like his willingness to be persuaded.
Likeminas,Rehman,-1,-1,2011,"23:55, 7 April 2011","'''Oppose'''editor is seeking too many user rights at once. Establish yourself a little more, perhaps, come back in 1 yr or so, and I'll be happy to support."
Fastily,HJ Mitchell,1,1,2011,"03:26, 3 May 2011",'''Support''' Everyone makes mistakes. -'''
The Utahraptor,Fluffernutter,1,1,2011,"17:51, 12 August 2011",'''Support''' - Everything looks good to me.
Tony Fox,Steven Zhang,1,-1,2011,"18:48, 8 November 2011","'''Support''' - responses to questions suggest an openness and recognition that earlier issues were problems, so it's doubtful we'll see those kinds of issues again. Work he's done since that time and in the last while has been strong and beneficial to the encyclopedia. It seems to me that he's done enough to move forward from past transgressions, and will be an effective and trustworthy admin."
The Blade of the Northern Lights,Steven Zhang,1,-1,2011,"18:52, 5 November 2011","'''Support''' good editor, I've seen him around a lot, he knows what he's doing, and who honestly cares about one stupid mistake in 2008?"
Lankiveil,Bahamut0013,0,1,2011,"03:21, 9 April 2011","'''Neutral''', with regret.  What I've seen of this user's contributions is favourable, but I cannot endorse an editor with inflammatory fringe views being put in a position of authority.  Sorry, Bahamut."
Swarm,Neutralhomer,1,-1,2011,"19:58, 26 March 2011","'''Support''' The last block was nearly a year ago, and I believe they've moved past the disruptive behavior. They're a well qualified and experienced user and I think they'll be a great administrator. ''"
Hullaballoo Wolfowitz,DeltaQuad,1,1,2011,"17:02, 15 May 2011",'''Support'''. Well-grounded and experienced user with nothing to indicate potential for misuse of tools.
Steven Zhang,The Blade of the Northern Lights,1,1,2011,"21:12, 29 November 2011","You do good work, and to me have demonstrated your competency to use the admin tools. I second Fastily though. Your userpage totally sucks. Just sayin'. <font face=""Forte"">"
Herostratus,Dylan620,-1,-1,2011,"03:45, 26 April 2011","'''Oppose''' (changed from neutral). Basically, after thinking this over, it just overall is not a good idea for the Wikipedia to encourage minors to be admins, period, part of my reasoning being delineated at my earlier postings at #8 in the Neutral section. Granted we have made admins of minors in the the past, but: it's time to stop doing this."
BelloWello,SarekOfVulcan,-1,1,2011,"00:02, 6 May 2011",'''Oppose''' - History of making blocks when involved.
Eagles247,HJ Mitchell,-1,1,2011,"02:49, 8 May 2011",'''Oppose on wheels!''' '''
SMasters,GB fan,1,1,2011,"02:08, 17 September 2011",'''Support''' I've only had good interactions with the candidate and have no problems supporting. '''
Moondyne,GiantSnowman,1,-1,2011,"04:01, 21 January 2011",'''Support'''.  Adminship is no big deal.  Many of the opposes based on your phrasing in the questions seem a bit over the top. You seem to be a good editor whom I would trust with the tools.   &ndash;
Reaper Eternal,Drmies,1,1,2011,"22:34, 20 May 2011",[[WP:SNOW|'''Snow''' closure please]]!
A7x,Anomie,1,1,2011,"21:31, 26 September 2011",'''Support''' —
Frank,28bytes,1,1,2011,"16:42, 7 June 2011","'''Support''' <small><span style=""padding:2px;border:1px solid #000000"">"
Fastily,BuickCenturyDriver,-1,-1,2011,"18:29, 13 April 2011","'''Oppose''' Concerns with experience, policy knowledge, and dearth of recent activity.  -'''"
Lamberhurst,Redrose64,1,1,2011,"09:55, 12 October 2011","'''Support''', an excellent candidate. All the best."
ArcAngel,E2eamon,-1,-1,2011,"14:25, 8 July 2011","'''Oppose''' I was initially going to support, but then [[User:SandyGeorgia|SandyGeorgia]] started digging, and then [[User:Courcelles|Courcelles]] put the final nail in the coffin.  Plagiarizing is not how we build an encyclopedia here. I would recommend to the candidate a dignified withdrawal at this point as this RFA is sinking faster than the [[RMS Titanic|Titanic]]."
Alzarian16,Lear's Fool,1,1,2011,"13:41, 7 January 2011","'''Support'''. A small proportion of the opposes raise valid concerns, but to my mind not enough to withhold support. Content contributions are perhaps limited, but not so bad as to justify opposition. Experience in admin related areas is reasonable; 5,000 non-automated edits in a year is enough to demonstrate trustworthiness; grammar doesn't seem to be a major issue. Work on unreferenced BLPs is a massive plus."
Greg L,Fæ,-1,1,2011,"02:42, 20 March 2011","'''Oppose''' Anyone should be able to make a clean start of things under a new account. Admins, however, aren’t your basic ordinary “anyone”. It is just too difficult on Wikipedia for the regular rank & file to desysop an admin once he or she has been handed the scales of justice and the saber of enforcement."
Shubinator,Drmies,1,1,2011,"06:43, 26 May 2011","'''Support''' Friendly, fun to work with, knows content."
Kingpin13,Dylan620,-1,-1,2011,"10:17, 22 April 2011","'''Oppose''' I agree with most of the above. Especially concerns about the user jumping into admin areas where they have nearly no experience. Such as working with images (and there is an additional concern about such a young editor working on the bad images list - where he has just two talk page edits). And also granting requests for permissions. I do a lot of behind the scenes work and RFPERM, and can't recall seeing him there once. Indeed, in my own RfA I cited RFPERM  as one of the places I would work, but only because I had been lurking there and helping out with the non-admin tasks long enough to be familiar with the standards for different rights. The answer to Q14 doesn't inspire confidence in me that this candidate has been doing the same, nor does the user's signing of [[Wikipedia:ACC tool users' pledge]] just over a month ago. -"
Collect,SarekOfVulcan,1,1,2011,"12:36, 5 May 2011","'''Keep''' Seems extraordinarily obvious, in fact."
MarmadukePercy,Valfontis,1,1,2011,"01:21, 22 March 2011",'''Support'''.
Ottawa4ever,Rami R,0,1,2011,"22:50, 7 February 2011",'''Neutral''' Very little activity since last rfa. Not much has changed. You do have exp though bringing an article to GA. which i think demonstrates the knowledge of article builing ( a concern from the last raf in my neutral). Im leaning towards support here but ill take a closer look.
thumperward,Steven Zhang,1,-1,2011,"18:41, 5 November 2011","Always seemed to know his stuff when I've seen him around. I'm actually quite surprised to learn about the whole banning story, but this looks like a pretty textbook return to good grace. In cases where I've some doubt I look to the opposes to see what I might be missing, and at this time they're basically of the ""I will never forgive you"" (and its little brother, ""I will forgive you in X months"") rather than adding anything of particular note to assessing the candidate."
BarkingFish,GiantSnowman,-1,-1,2011,"19:06, 15 January 2011","'''Oppose''', per CTJF83 and Mr Z-Man's comment on the same area.  Established or not, if you need to block, you block.  Shoot first, ask questions later imo. '''"
Master&Expert,Tom Morris,1,1,2011,"01:50, 27 November 2011","Well, this is a bit surprising. I kind of thought he was an administrator. Anyways, I'll support because I strongly believe that we need more administrators who are able to work effectively in the [[WP:DP|deletion process]]."
Ottawa4ever,DeltaQuad,1,1,2011,"09:40, 12 May 2011","'''Support''' swayed last time, only a better position this time"
Ajraddatz,SarekOfVulcan,1,1,2011,"02:07, 9 May 2011","'''Support''', because I'd hate to see this user fail their re-RfA, and I wish that there was some other way for admins to receive good feedback than this."
Ultraexactzz,BuickCenturyDriver,0,-1,2011,"17:56, 14 April 2011","'''Neutral'''. I see a lot of good editing, and nothing overtly untrustworthy from this candidate. At the same time, there are some concerning items on this very page that cause me to go Neutral. I'll keep an eye on this one, and may revise my !vote at some point."
Kcowolf,Ctjf83,-1,-1,2011,"05:31, 17 January 2011",'''Oppose''' per diffs from Courcelles and concerns about communication as already expressed.
Logan,Gfoley4,1,1,2011,"22:43, 5 March 2011","'''Support'''.  I have known this user for a while now via IRC and [[WP:AfC|AfC]], and he would definitely be a great administrator.  No conflicts that I can see, and he seems to know all of the major policies.  Also, great content contributions."
Athaenara,Fluffernutter,1,1,2011,"00:48, 16 August 2011",'''Support'''.  Outstanding candidate.  –
SuperMarioMan,Salvio giuliano,1,1,2011,"02:48, 27 March 2011","'''Support''' I've been aware of Salvio for some 12 months now, and as someone else who was involved in that particular long-running dispute, I remember vividly what he describes in his answer to Question 3. I have never known him to come across as anything other than reasonable, polite, and - with reference to the egregious user misconduct to which the [[Murder of Meredith Kercher]] topic has been subjected in the past - able to demonstrate endless patience and coolness under fire. It's a full endorsement from me. '''"
Swarm,My76Strat,1,-1,2011,"21:26, 8 March 2011","'''Strong Support:''' - I haven't worked with the candidate, but they're obviously a very well rounded and highly experienced editor. I was also very impressed with the answers to the questions; not only were they excellent answers, but they show that the candidate clearly takes the notion of adminship seriously. Aside from that, any editor who has a structured schedule for their Wikipedia activities deserves the mop in my book! ''"
AGK,28bytes,1,1,2011,"18:47, 7 June 2011","'''Support.''' Experienced editor, with no obvious problems. [[User talk:AGK|<font color=""black"">'''AGK'''</font>]]<small> <nowiki>[</nowikI>"
Crazymonkey1123,RHM22,1,1,2011,"05:54, 17 April 2011","'''Support'''. Despite a slightly low edit count, 3 FA's are pretty impressive. He has responded well to questions thrown at him. I think this guy is ready to hold the mop. [[User:Crazymonkey1123|Crazymonkey1123]] (Jacob) <sup>[[User talk:Crazymonkey1123|T]]</sup>/<sub>"
Hullaballoo Wolfowitz,Anomie,1,1,2011,"16:37, 28 September 2011",'''Support'''.
MC10,Gfoley4,1,1,2011,"15:25, 7 March 2011","'''Support''' – Definitely; no issues here. <span style=""font-family:Verdana;color:#000000;font-weight:bold;"">—"
Chzz,Swarm,1,1,2011,"04:22, 18 October 2011","'''Support''' I can't see any reason to oppose. <small><span style=""border:1px solid;background:#00008B"">"
Dank,Dylan620,1,-1,2011,"18:46, 18 April 2011","Friendly and motivated.  Also, per Soap. - Dank ("
Acroterion,Fæ,1,1,2011,"03:37, 15 March 2011","'''Support''' Sensible and patient. '''<font face=""Arial"">"
MC10,The Blade of the Northern Lights,1,1,2011,"04:17, 29 November 2011","'''Support''' – Blade finally makes his RfA. <span style=""font-family:Verdana;color:#000000;font-weight:bold;"">—"
The ed17,NickPenguin,1,-1,2011,"21:21, 25 March 2011",'''Support''' - picking up CSD/AfD and the like is pretty easy as long as you have common sense. I don't see a lack of that in this candidate.
MuZemike,Ironholds,1,1,2011,"03:08, 5 January 2011",'''Support''' – Most certainly agree with Fences above. Ironholds has greatly improved since the last RFA and to say the least meets my standards of admins. –
Ceranthor,Richardcavell,0,-1,2011,"20:52, 24 July 2011","Not impressed with the answer to number 5. I may be swayed either way, but for now I think I'll remain neutral. '''"
SilkTork,GiantSnowman,1,-1,2011,"16:19, 21 January 2011","'''Support''' - has the right attitude. I'm never bothered when somebody makes a mistake (we all do), what matters is if a person has the right attitude, intelligence, flexibility, etc. We learn by mistakes. <span style=""border: 1px  #F10; background-color:cream;"">'''"
Courcelles,JaGa,1,1,2011,"15:35, 16 March 2011",
Monterey Bay,Richwales,1,1,2011,"03:52, 20 September 2011",'''Support''' - why not.
Swarm,Gfoley4,1,1,2011,"03:35, 7 March 2011",'''Oppose''' per the one rejected CSD tag. ;-) ''
MONGO,BusterD,1,-1,2011,"04:44, 23 December 2011",Absolutely.--
Amatulic,SarekOfVulcan,1,1,2011,"22:46, 5 May 2011","'''Support'''. ""Mostly harmless"". And really, this is a waste of time and space. If an admin needs reconfirming, it can, and should, be something initiated by someone else. ~"
Airplaneman,Salvio giuliano,1,1,2011,"18:29, 27 March 2011","'''Weak support'''—I""m not sure why, but I can relate to My76Strat's oppose here. Nevertheless, I've seen nothing but good stuff from him and, barring my unsubstantial qualm, I don't see why not."
Σ,TParis,1,1,2011,"19:16, 9 June 2011","I thought you were an admin already! --<span style=""text-shadow:gray 0.2em 0.2em 0.1em; class=texhtml"">"
Ronk01,Neelix,-1,1,2011,"01:45, 1 March 2011","'''Oppose''' Largely per Fastily. <s>Also, rather worried with the obsession with DYK. We all know where that can lead... (yes, that was a plagiarism reference)</s>"
Dreadstar,HJ Mitchell,1,1,2011,"06:33, 6 May 2011","'''Support''', HJ has been a very good admin and I'd like to see him continue in that role."
Boing! said Zebedee,Rehman,1,-1,2011,"15:32, 7 April 2011","'''Support'''. Plenty of experience, high quality work, wants to work in areas where we certainly need more help, and seems to be an amiable and civil person. --"
WFCforLife,CWH,0,-1,2011,"16:51, 25 July 2011",I don't think the work you do necessitates the extra buttons. I'm neutral rather than oppose because from your contributions I am fairly sure you would be a decent admin; there just isn't enough relevant experience to judge you on. —
My76Strat,Richwales,1,1,2011,"20:53, 17 September 2011",'''Support''' - Per answer to Q4. There really are no reasons not to support! —
Pichpich,ErikHaugen,1,1,2011,"02:04, 5 February 2011","'''Support''' Contributions history is clearly sufficient to demonstrate trustworthiness. That and he's willing to work in a thankless yet important area. ""Net positive"" is the key."
Mlpearc,NickPenguin,1,-1,2011,"05:22, 27 March 2011",'''Support''' - Gnomeish admins are in shortage. I support per [[User:Shadowjams]].
Lovetinkle,Logan,-1,-1,2011,"22:18, 20 May 2011",'''Oppose''' -- Ironhold's comments raise serious doubts in my mind about this candidate's suitability for the role ''at this time.''
Salvio giuliano,Reaper Eternal,0,1,2011,"10:25, 27 July 2011","'''Neutral'''. I have some concerns regarding how Reaper Eternal will use the delete button due to his answer to question #7; furthermore, your answer to question #6 adopts way too strict an interpretation of [[WP:INVOLVED]] which would make it very difficult to find uninvolved admins (I'd be involved regarding the some 300 people who supported the proposal to grant the crats the ability to remove the admin bit, for instance...). All these reasons prevent me from supporting, but, having seen you in action, I feel I cannot oppose your candidacy either... <span style=""text-shadow:grey 0.118em 0.118em 0.118em; class=texhtml"">  '''"
Richwales,Ks0stm,1,1,2011,"20:42, 13 September 2011","'''Support''' (moving from Neutral).  Although I'm still a bit concerned about Q3, I've decided I don't see it as an impassable roadblock, and I'm hopeful that Ks0stm will take everything said here to heart and strive to keep improving (something we all should be doing, of course)."
Matthewrbowker,Gfoley4,1,1,2011,"06:08, 7 March 2011","{{edit conflict}} '''Suppport''':  About time.  I've worked with Gfoley4 numberous times in #wikipedia-en-help.  He's proven to be a knowledgeable, experienced, willing editor.  ~"
Fetchcomms,Coolguy22468,-1,-1,2011,"18:34, 9 October 2011","Lack of competence and clue. <span style=""font-family:Georgia;font-size:80%;"">'''/"
Eagles247,GB fan,1,1,2011,"18:14, 12 September 2011","'''Support''' - Seen him around, very impressed with knowledge of policy (so much so that I assumed he was already an admin). Unopposed RfAs such as this one really say a lot about the qualification of candidates. '''"
RegentsPark,Qwyrxian,1,1,2011,"15:51, 20 July 2011","'''Support''' thought he/she handled the Maheshkumaryadav case very well, especially the willingness to go the extra mile to retain the user. About the A7 stuff below, I'm not worried. CSD is an area that a few people understand very well while the rest of us muddle along, occasionally straying onto the wrong side of the line. But that is the wikipedia way, if we never strayed then consensus, policy and guidelines would never change (which would pretty much be the death of this fine project). --"
Jamietw,Logan,1,-1,2011,"05:46, 14 May 2011","'''Support''' Seen great work on ACC and seems a commmitted user, can't see any reason why not to support giving him the mop."
HJ Mitchell,Worm That Turned,1,1,2011,"14:10, 30 June 2011","'''Support'''. Sensible, level-headed editor who would put the tools to good use. More importantly, however, he realises the value of clotted cream!"
