SRC,TGT,VOT,RES,YEA,DAT,TXT
Orthogonal,Snowspinner,-1,1,2004,"22:54, 28 Jul 2004","Reluctantly oppose. After reading [[User:Snowspinner/Avala Evidence]], in which Snowspinner includes as ""evidence"" against Avala that Avala opposed Snowspinner's previous nomination here, and that Avala ''nominated'' a candidate Snowspinner finds unworthy, I'm worried that Snowspinner doesn't clearly enough distinguish between his personal opinions and Wikipedia policy, and is too likely to see mere differences of opinion as actionable ""rule breaking"". I say this as someone who also finds Avala difficult, and as someone who had planned to vote for Snowspinner both here and for ArbCom."
Sarge Baldy,Sj,1,1,2004,,
Grunt,Guanaco,1,-1,2004,,Also continued support. --
Stewartadcock,UtherSRG,1,1,2004,"17:59, 12 Apr 2004",
Antandrus,Neutrality,1,1,2004,"01:46, 6 Oct 2004",
David Vasquez,PedanticallySpeaking,1,1,2004,"10:05, 10 Dec 2004",Support. &mdash;
Cribcage,Everyking,1,1,2004,"03:11, 4 May 2004",
Lady Lysine Ikinsile,Snowspinner,0,1,2004,,"<s>Well, after some consideration, I am compelled to oppose here.  I do not often vote in such things, but I am not at all certain I agree with many of this user's views on WP administration, particularly regarding resolution of disputes without recourse to enforced procedure and regulations.  Specific examples include Avala's RfAr evidence (which, while not containing any specific objections which would on their own disqualify a user from adminship, exemplifies my general feelings), and an opinion that mediation is not helpful; however, I also have a broad non-specific objection to hir general attitude and opinions in such matters.  While adminship should be something bestowed upon anyone willing to enforce the community's decisions, rather than an ability to enforce one's own views, there is at present a certain status associated with adminship and it does result in one's own opinions, however inadvertantly, carrying more weight than a normal user's.  I therefore cannot personally support adminship for those whose desired procedures differ so much from my own. [[User:Lady Lysine Ikinsile|&mdash;''Lady Lysi&#0331;e Iki&#0331;sile'']] | [[User talk:Lady Lysine Ikinsile|Talk]] 00:27, 2004 Jul 29 (UTC)</s>  Having considered this further, I am changing my vote to neutral; not because my opinion has changed, but because I do not feel comfortable opposing a nomination on the grounds that I personally disagree with the direction the community is taking.  The solution to the exhalted admin status seems to be in having more admins, not less."
Guanaco,Chancemill,1,1,2004,"05:00, 3 May 2004",
Leif,Jpgordon,1,1,2004,"01:11, 25 Nov 2004",[[User:Leif|<nowiki></nowiki>]]<tt>'''~'''
Theresa knott,DavidWBrooks,1,1,2004,"00:33, 14 Feb 2004",Support
Eequor,Neutrality,-1,1,2004,"17:19, 9 Oct 2004",Ditto #3.  --[[User:Eequor|
JackLynch,Jamesday,1,1,2004,"11:27, 25 Jan 2004","Support. I have found him to be nothing but pleasent, friendly and helpful. Find a few more like him if you will, sharp eye Angela."
Rhymeless,Everyking,1,1,2004,"06:20, 6 May 2004",
Michael Snow,Mark Richards,1,1,2004,"16:09, 30 Apr 2004",
Slrubenstein,AndyL,0,1,2004,"18:40, 19 Apr 2004",
Quadell,Robin Patterson,1,1,2004,,"Seems like a thoughtful, balanced contributer to me."
Andrevan,Rfl,1,1,2004,,
Shallot,Nikola Smolenski,0,-1,2004,"09:40, 28 Jul 2004",
Sj,Guanaco,1,-1,2004,"03:10, 7 Dec 2004","Support.  I tend to disagree with most of Guanaco's positions, but I am also dismayed that this vote is even taking place."
Kim Bruning,Topbanana,1,1,2004,"14:46, 4 Aug 2004",
Finlay McWalter,Salsa Shark,1,1,2004,"13:23, 2 Jan 2004",Support. Solid. --
Danny,Ambivalenthysteria,1,1,2004,"05:25, 11 Jul 2004",
GrazingshipIV,Wile E. Heresiarch,1,1,2004,,Good contributor.
GeneralPatton,DropDeadGorgias,1,1,2004,"22:50, 28 Jul 2004",Great contributor
Angela,Dcoetzee,1,1,2004,,Support. (Unrelated note - sysops are no longer allowed to perform SQL queries).
Neutrality,ContiE,1,1,2004,"14:58, 14 Aug 2004",Strongly support.
Drbug,Nikola Smolenski,1,-1,2004,"22:30, 28 Jul 2004","Of course not this time, but I suppose he might become a sysop. It's not a political office, and Nikola would be a good ""garbage collector"". Read '''comments''' for details. [[User:Drbug|D'''r''' B'''u'''g]][http://en.wikipedia.org/w/wiki.phtml?title=User_talk:Drbug&action=edit&section=new &nbsp;]"
Hcheney,Snowspinner,1,1,2004,"02:02, 31 Jul 2004",Support. User is obviously qualified if Lir and Plato are opposing. --
Muriel Gottrop,Eequor,-1,-1,2004,"08:13, 10 Nov 2004",I normally dont interfere on this things but [http://en.wikipedia.org/w/wiki.phtml?title=Elagabalus&diff=3858403&oldid=3857436 this edit on Elagabalus](note the recategorization) makes me wonder about Leah Q's sanity (with all due respect) and her use as a sysop.
Davidcannon,Anthony DiPierro,-1,-1,2004,"11:01, 26 Oct 2004",
,Tkinias,-1,1,2004,,
ElBenevolente,Yelyos,1,-1,2004,"10:50, 16 Nov 2004",Support.
Danny,JCarriker,1,1,2004,"01:45, 19 Jun 2004",
Morven,UtherSRG,1,1,2004,"18:38, 9 Apr 2004",
Meelar,Jrdioko,1,1,2004,"20:26, 28 May 2004",
172,Jeronimo,1,1,2004,"05:06, 15 Nov 2004",Support.
MacGyverMagic,Matt Crypto,1,1,2004,,"I've seen him around, and he did some great work. [[User:MacGyverMagic|"
Cribcage,Zero0000,1,1,2004,"05:51, 20 Apr 2004",
Anárion,Taoster,-1,-1,2004,"07:43, 24 Sep 2004",Come back after some more edits.
GeneralPatton,Academic Challenger,1,1,2004,"01:32, 4 Sep 2004",
Fire Star,ALoan,1,1,2004,"18:59, 6 Oct 2004",
Andrevan,Mustafaa,1,1,2004,,
Raul654,Michael Snow,1,1,2004,,Support unreservedly.
Michael Snow,Eequor,-1,-1,2004,"17:40, 9 Nov 2004","What target did Eequor hit, exactly? Let's see - she makes out that in a massive project like Wikipedia, the fact that the cabal can't be everywhere at once is proof that there is a cabal. You just have to love the rhetorical skills that allow someone to prove the existence of a thing by its absence. I'm sure that kind of logic would greatly simplify the long-running dispute over [[Atheism]]. --"
Michael Snow,Robin Patterson,1,1,2004,"21:00, 29 Jul 2004","A quality contributor. Being a sysop elsewhere doesn't automatically make you a sysop here, but I trust Robin is familiar with our policies, since it's probably been necessary to draw from them in the effort to build the Maori Wikipedia. I also don't expect admins to necessarily be highly active in that capacity, so I'm not concerned with how Robin divides time between here and there. --"
RadicalBender,Jor,1,-1,2004,"05:20, 29 Mar 2004",Support.  Thought he already was one. :)
Fire Star,Derek Ross,1,1,2004,"18:01, 9 Nov 2004",Absolutely.
Mirv,Duncharris,1,1,2004,"23:17, 3 Nov 2004",
Ambi,Ezhiki,1,1,2004,"09:39, 21 Aug 2004",
Ugen64,Violetriga,1,1,2004,"03:50, 6 Nov 2004",Gotta ''support'' those annoying users... :)
Elf-friend,Seth Ilys,1,1,2004,"18:25, 16 Mar 2004",Support.
Wik,UninvitedCompany,-1,1,2004,,"Not active enough. 500 edits in over six months? That's less than 3 per day. And what does Martin mean with ""under this account"" - does he have another? --"
Ruhrjung,Cecropia,1,1,2004,"23:32, 29 Mar 2004",
Cecropia,Marine 69-71,-1,-1,2004,"04:44, 1 Jul 2004","I'm about of an age with ''Marine'' (call me Army 67-69) and I'd be flattered if one of my daughters nominated me so nicely, but this is way too soon in terms of time, edits and variety. Hope he'll be back in a couple of months when we know him better. --"
Texture,Nohat,1,1,2004,"19:24, 15 Apr 2004",[[User:Texture|T&#949;x]][[User Talk:Texture|<font color=red>&#964;</font>]]
Lucky 6.9,Joy Stovall,1,1,2004,"00:07, 11 Nov 2004","Yes, yes, yes and yes.  Did I happen to say ""yes?""  If not, YES!! -"
Meelar,OldakQuill,1,1,2004,"19:23, 23 Jun 2004",[[User:Meelar|
Jwrosenzweig,Academic Challenger,1,1,2004,"22:44, 3 Sep 2004","In my experience, an excellent contributor, and one whose edit count is not an accurate indication of the level of contribution to this site.  Should be a good admin, if not a proactive one, methinks."
Susvolans,SWAdair,1,1,2004,"14:51, 29 Oct 2004",
Jwrosenzweig,CyborgTosser,0,-1,2004,"20:35, 21 Oct 2004","<s>Support -- a good contributor.</s>  172, I don't know what you're talking about -- many admins were promoted with less than 1,000 edits (I think a significant minority or a majority of promotions from 7/2003 - 1/2004 were in that category), and I was promoted with less than 500 edits."
Grunt,Jpgordon,1,1,2004,,What Antandrus saud. --
Michael Snow,Ssd,1,1,2004,"16:16, 18 Jul 2004",
Wik,Fennec,-1,1,2004,,Too new. --
Wik,Calmypal.09,-1,-1,2004,,"User says about himself: ""He is currently King of the Sovereign Nation of Paxania, a micronation contained within his own home."" We don't need more of this type. --"
TheCustomOfLife,Fvw,-1,-1,2004,,
Lst27,Markalexander100,1,1,2004,"17:39, 2 Jul 2004",
Acegikmo1,Nikola Smolenski,0,-1,2004,"16:50, 27 Jul 2004",
Ambivalenthysteria,Plato.08,0,-1,2004,"11:30, 11 Jul 2004",
ShaneKing,LGagnon,1,-1,2004,,"I'm supporting for a number of reasons: a) It appears to be an isolated incident (one contentious edit in a history of 5000 is still very good), b) it's probably within the letter of the law, and c) I think that this conversation is enough to make him aware that following convention is sometimes as important as what is explicitly written in the rules. Other than this one minor issue, what is left is a very good contributor."
Pcb21,Neutrality,-1,-1,2004,"16:22, 17 Aug 2004",Pattern of conduct does not inspire confidence that he will use his powers solely in a janitorial manner.
Angela,Wile E. Heresiarch,1,1,2004,,
Fire Star,Malcolm Farmer,1,1,2004,"06:25, 7 Dec 2004",Around since March 2001? Now ''that's'' impressive context. Support.
Ugen64,Rogper.09,1,-1,2004,,
Secretlondon,KRS,1,1,2004,,Support
Orthogonal,Siroxo,1,1,2004,"07:07, 29 Aug 2004",
Wik,Misterrick.09,-1,-1,2004,,"Less than 300 edits. Also, the nomination text seems to be copied verbatim from an earlier nomination of Alex <name removed>. --"
Mirv,Zero0000,1,1,2004,"18:16, 14 Apr 2004",Support.
Lady Lysine Ikinsile,Blankfaze,1,1,2004,,"Keep.  Er, wait&hellip;"
Maximus Rex,UninvitedCompany,1,1,2004,"06:59, 21 Apr 2004","Although, I'm against the use of multiple accounts, I still feel that UC would make a good admin. Therefore, I support."
Kate,Eequor,-1,-1,2004,,[http://meta.wikimedia.org/w/wiki.phtml?title=MediaWiki_1.3_comments_and_bug_reports/Archive&diff=55137&oldid=55136]
TheCustomOfLife,Kate,1,1,2004,,
Fire Star,Aranel,1,1,2004,"01:28, 29 Oct 2004",Count me in.
172,Jmabel,1,1,2004,"21:16, 7 May 2004",
Tkinias,DCEdwards1966,0,-1,2004,"22:11, 24 Dec 2004","No real ""red flags"", but never using edit summaries is worrying...  There doesn't seem to be any indication of what kind of sysop this user will make. Three months isn't very long... &#8212;"
RickK,Lst27,-1,-1,2004,,Oppose.
Richardchilton,Fennec,1,1,2004,"02:29, 30 Mar 2004","Fennec pointed me to Wiki's that are much better than this crappy old one, so for that I'll vote for him/her/it/whatever."
Meelar,Chris 73,1,1,2004,"15:03, 1 May 2004",
RickK,Anthony DiPierro,-1,-1,2004,,
Davidcannon,Guanaco,0,-1,2004,"09:07, 6 Dec 2004",
Lst27,Thue,1,1,2004,"20:20, 25 Jul 2004",
Kingturtle,Elf,1,1,2004,"21:50, 1 Jun 2004",Yay for Elf.
Andrevan,MacGyverMagic,1,1,2004,,
Michael Snow,Derek Ross,1,1,2004,"17:32, 9 Nov 2004",
Grunt,Jallan,1,1,2004,,"Good grasp of policy, and excellent demeanour. --"
Charles Matthews,Sam Spade,-1,-1,2004,"06:55, 6 Oct 2004",
Ambi,Slowking Man,1,1,2004,"15:30, 8 Oct 2004",
172,Fire Star,1,1,2004,"13:00, 5 Oct 2004",
Infrogmation,RadicalBender,1,1,2004,"21:17, 26 Feb 2004",
Texture,Zoney,1,1,2004,"19:40, 14 Sep 2004",[[User:Texture|<font color=red>T&#949;x</font>]][[User Talk:Texture|<font color=blue>&#964;</font>]]
Noisy,Maury Markowitz,1,1,2004,"12:23, 20 Nov 2004",
Jengod,Decumanus,1,1,2004,,
Jwrosenzweig,Fredrik,1,1,2004,"23:24, 24 Jun 2004",All my experiences with Fredrik have been good ones.
Neutrality,Benc,1,1,2004,,
Stormie,Marine 69-71,-1,-1,2004,,"Good work as an editor, but has no activity at all in the Wikipedia: namespace, and no interaction on Talk: pages, so no way of telling whether he would be a good admin or not. &mdash;"
Merovingian,Niteowlneils,1,1,2004,,
Merovingian,PedanticallySpeaking,1,1,2004,,
Bcorr,Pfortuny,1,1,2004,,
Andrevan,SWAdair,1,1,2004,,"<s>Agree with Blankfaze.</s> Certainly, then."
G-Man,ChrisO,1,1,2004,"18:47, 18 Feb 2004","Support. He's done a fine and much needed job on the Kosovo related articles, and seems sensible...."
Palapala,Dpbsmith,1,1,2004,,
Ugen64,Duncharris,1,1,2004,"02:53, 5 Nov 2004",support.
Kingturtle,UninvitedCompany,1,1,2004,"13:41, 19 Apr 2004",
Davidcannon,Cutler,1,1,2004,"22:33, 1 Jul 2004",Strongly support.
Gzornenplatz,Anárion2,-1,-1,2004,,See last nomination. Nothing has changed.
Andrevan,Lst27,1,-1,2004,"22:20, 14 Sep 2004",
Neutrality,Chmod007,1,1,2004,"00:27, 17 Sep 2004",[[User:Neutrality|
Ludraman,Taxman,1,1,2004,"18:28, 2 Dec 2004","I come accross Taxman and his work every so often, and this guy has left a good impression on me. A courteous and diligent worker who is a real asset to Wikipedia."
Danny,Jmabel,1,1,2004,"22:54, 3 May 2004",
Merovingian,Siroxo,1,1,2004,,
Merovingian,Chan Han Xiang,0,-1,2004,,
Ld,AllyUnion,1,1,2004,"05:34, 17 Dec 2004",Go for it.
Slowking Man,Marine 69-71,0,-1,2004,,"Most of his edits are in Main, but he seems to have a grasp of Wikipedia policy and such. I am a bit concerned about his recent conflicts over articles, but not excessively. I am ambivalent. --"
Pgunn,SWAdair,1,1,2004,"18:47, 27 Oct 2004",Responsible contributions on VfD  are a big plus. --
172,PMelvilleAustin,1,1,2004,"20:25, 2 Jun 2004",Support.
Bcorr,Fabiform,1,1,2004,,Absolutely --
Lst27,Eequor,0,-1,2004,"23:52, 10 Nov 2004",
ContiE,Kate,1,1,2004,,
Guanaco,Gerald Farinas,1,1,2004,"21:57, 12 Sep 2004",
Cribcage,CSTAR,1,1,2004,"05:08, 23 Nov 2004",
Hephaestos,Danny,1,1,2004,,Support enthusiastically.  Wish he'd never left in the first place. -
Ilyanep,Rdsmith4,1,1,2004,"18:22, 25 Sep 2004",[[User:Ilyanep| ]] &mdash;
Dralwik,PedanticallySpeaking,1,1,2004,"22:38, 9 Dec 2004",Support.
Ams80,CatherineMunro,1,1,2004,"20:45, 2 Feb 2004",Support. Same as Hephaestos I'm surprised that you aren't one already. You deserve it just for the work we did on Atlas Shrugged...
Lst27,DropDeadGorgias,1,1,2004,"23:30, 28 Jul 2004",
Bkonrad,Diberri,1,1,2004,"18:06, 8 Jun 2004",
172,Maury Markowitz,1,1,2004,"08:19, 16 Nov 2004",
Cprompt,Yacht,1,1,2004,"15:47, 1 Mar 2004",
Rhobite,GeneralPatton,1,1,2004,,Support.
Lst27,Kim Bruning,1,1,2004,"23:30, 28 Jul 2004",--
Jengod,Cecropia,1,1,2004,,
Andrevan,Chan Han Xiang,-1,-1,2004,,Oppose. Maybe another time.
Snowspinner,Neutrality,1,1,2004,,"Is clearly qualified if Netoholic, Rex, Gzornenplatz and Xed all oppose."
Raul654,Niteowlneils,1,1,2004,,"It's a little earlier than I'd like, but I support reservedly."
PedanticallySpeaking,Wapcaplet,0,1,2004,,"You mean with all the Wikipedians out there, there's not one iconoclast with a dissenting vote?  Wapcaplet must indeed be a fine candidate and it is refreshing to see a candidate get such support."
Plato,Netoholic,-1,-1,2004,"11:01, 29 Oct 2004",User troubles me greatly I'll '''never''' trust him with adminship--
Cribcage,Snowspinner,1,-1,2004,"20:45, 1 Jun 2004",
Ertz,Jor,1,-1,2004,"22:35, 1 Apr 2004",Support
Blankfaze,Neutrality,1,-1,2004,"03:13, 15 Aug 2004",Strongly support.
Austin Hair,Duk,1,1,2004,,
Kingturtle,Chancemill,-1,1,2004,"00:59, 2 May 2004","Far too few edits thus far, IMHO."
Bkonrad,Fredrik,1,1,2004,"23:27, 29 Jun 2004",
Mir Harven,Shallot,0,1,2004,"18:31, 10 Aug 2004",I'm neutral because this voting is becoming a xerox of Enver Hoxa's/Hafez al Assad's elections with 100% approval.
Jwrosenzweig,Lst27,1,-1,2004,"22:55, 14 Sep 2004",
Hcheney,Misterrick.09,1,-1,2004,"19:43, 11 May 2004",Support. Wikipedia is not Kingturtle's exclusive country club. --
Greenmountainboy,Roadrunner,1,1,2004,"17:38, 30 Dec 2003",support.
Antandrus,Jeronimo,1,1,2004,"03:05, 15 Nov 2004",Support.  Hard to find a lower-risk nomination than a former admin.
Lst27,Norm,1,-1,2004,"20:21, 19 Oct 2004",Of course. --
Anárion,Aranel,1,1,2004,"21:24, 31 Oct 2004",Why yes.
Tannin,Exploding Boy,1,1,2004,"14:27, 10 Apr 2004",
Meelar,Chancemill,1,1,2004,"01:33, 2 May 2004",
ClockworkSoul,Mustafaa,1,1,2004,"05:45, 26 Nov 2004",We could always use more sysops with the ability to stay neutral when things get hot.
Andrevan,Brockert,1,1,2004,,"Fair enough, then."
Andrevan,Spencer195,1,1,2004,,
Warofdreams,Rlandmann,1,1,2004,"11:54, 2 Aug 2004",
Anárion,Hawstom,1,1,2004,"08:28, 12 Oct 2004",I like what I see.
Ludraman,Calmypal.09,1,-1,2004,"19:25, 28 Mar 2004",A wikipedian who knows how to use the summary box - make him a sysop quick!
RadicalBender,Hcheney,1,1,2004,"16:14, 27 Apr 2004",Support.
Gzornenplatz,Lucky 6.9.08,-1,-1,2004,,"Good editor, but I don't like statements like this on the Childlove VfD page: ""Let's get off the POV/NPOV bandwagon and just speedy delete this. No redirect, no nothing except for maybe reporting this pervert to the proper authorities. If this stays, I go for good and I hope that others will consider doing likewise as well."" He needs to be less hot-headed and stay on the NPOV bandwagon, especially as a sysop, when he has the power to actually speedy-delete pages he finds offensive."
Blankfaze,Hyacinth,1,1,2004,"22:08, 8 Nov 2004",Certainly.
Ihcoyc,Cecropia,1,1,2004,"16:17, 12 Apr 2004",Support.  Made long-overdue articles for ''[[Fall of the House of Usher]]'' and [[Jukes and Kallikaks]].
RedWolf,Kate,1,1,2004,,
Woggly,MacGyverMagic,1,1,2004,"13:28, 29 Nov 2004",
Dpbsmith,Netoholic,-1,-1,2004,,Oppose. Seems inflexible and contentious in his approach to inclusionist/deletionist discussions. (Unsigned vote by
Bishonen,Frazzydee,1,1,2004,"20:30, 3 Sep 2004","Very smart and very friendly, who could ask for anything more?"
Davidcannon,Anárion2,1,-1,2004,"10:08, 28 Dec 2004",
Fvw,Solipsist,1,1,2004,,"Ooh, look, a bandwagon, I want on! But seriously, good work, has definately shown his worth. --"
Dori,Nikola Smolenski,0,-1,2004,,
Everyking,Topbanana,1,1,2004,"16:22, 4 Aug 2004",
Kingturtle,Rei.09,-1,-1,2004,"00:48, 2 May 2004","Not yet enough edits, IMHO."
Jwrosenzweig,Everyking,1,1,2004,"23:18, 3 May 2004",
Antandrus,Zoney,1,1,2004,"16:02, 14 Sep 2004",
Andrevan,Karada,1,1,2004,,"Support, but would like to see answers to generic admin questions."
Isomorphic,Chris Roy,1,1,2004,"18:39, 26 Mar 2004",Support.  He's done a lot of great work with new users.
Lst27,ALoan,1,1,2004,"22:58, 4 Oct 2004",
Pedant,Premeditated Chaos,1,1,2004,,Support
Marine 69-71,SWAdair,1,1,2004,,"Great person to deal with. """
Danny,AndyL,1,1,2004,"02:53, 20 Apr 2004",
Pedant,Zoicon 5,1,1,2004,"02:37, 18 Nov 2004","'''support''' good editor, this kind is the meat and potatoes of wikipedia."
Blankfaze,Andrevan,1,1,2004,"05:38, 16 Sep 2004","Ah, what the hell, might as well.  You should feel special, because, having evactuated for Sir Ivan, I am without a broadband connection, and am using some of my precious time on this dreadfully slow dialup connection to support YOU.  Fie."
Dori,Guanaco,-1,-1,2004,,"Weak oppose. I don't get his need to unprotect user pages, which leads me to not trust him. There are better things to be doing as an admin. I think it might be a good idea to have all admins re-apply after a certain period, but I don't like that Guanaco is the only one having to do so. I don't feel like reading all the ArbCom matter, but if they felt he needs to reapply, they might as well just deadmin and let it be that."
Texture,Dwindrim,1,1,2004,"16:23, 24 Jun 2004",[[User:Texture|<font color=red>T&#949;x</font>]][[User Talk:Texture|<font color=blue>&#964;</font>]]
Antandrus,Wapcaplet,1,1,2004,"03:00, 10 Nov 2004",
Mirv,Jallan,1,1,2004,"13:50, 5 Oct 2004",
Squash,Nichalp,1,1,2004,,
Moncrief,Mark Richards,1,1,2004,,Full support for a highly-qualified user.
Danny,Geogre,1,1,2004,"23:10, 6 Aug 2004",
Sannse,Danny,1,1,2004,"13:06, 25 Jan 2004",Support.
Hephaestos,Lowellian,1,1,2004,"02:09, 18 May 2004",
Pfortuny,Andrewa,1,1,2004,"21:43, 31 Mar 2004",
Ed Poor,Zero0000,1,1,2004,"12:36, 14 Apr 2004","Support, if he can write neutrally on the Middle East. On the other hand, given my Jewish heritage I must question MY OWN ability to write neutrally on that subject. :-)) --"
Ugen64,EdwinHJ,0,-1,2004,"20:42, 7 Dec 2004","I don't count edits, but this user does not have enough experience, and the nominator is a bit suspicious."
Anárion,Golbez,1,1,2004,"10:23, 22 Sep 2004","Looks like a good one. [[User:Anárion|{]][[User_talk:Anárion|<em style=""font-family: Code2000, 'Arial Unicode MS', sans-serif; font-style: normal"">&#9398;&#8469;&#940;&#8475;&#8505;&#8500;&#628;</em>]]"
ShaneKing,Squash,1,-1,2004,,"You know, you can download the mediawiki software if you're so interested in what the admin interface looks like that you dream about it ... ;)"
Adam Bishop,DJ Clayworth,1,1,2004,"15:21, 24 Mar 2004",
Cribcage,Nikola Smolenski,-1,-1,2004,"02:35, 28 Jul 2004","Oppose. This nomination is dumb, too."
Flockmeal,Frazzydee,1,1,2004,,
Hephaestos,Pfortuny,1,1,2004,"23:46, 10 Mar 2004",
WhisperToMe,Sewing,1,1,2004,"04:01, 23 Aug 2004",
Francs2000,RadicalBender,1,1,2004,"17:53, 29 Feb 2004",
Markalexander100,Ran,-1,1,2004,"04:01, 8 Nov 2004","I hope Ran has ""truly learned what NPOV means"", but I'm not convinced yet.   On [[Tibet]] he seemed to have trouble recognising that other viewpoints should be mentioned, and with using the talk page to negotiate changes where topics are controversial.   I think more time is needed."
,Meelar,1,1,2004,,
Plato,Sam Spade,1,-1,2004,"11:28, 10 Oct 2004","I find Sam to be a good person an A+ contibutor, he would make a wonderful Sysop--[[User:Plato|"
Mirv,Ssd,1,1,2004,"16:19, 18 Jul 2004",
Woggly,Fvw,1,-1,2004,"12:54, 29 Nov 2004",I feel a kinship with Fvw. We patrol together.
Johnleemk,Lucky 6.9.08,1,-1,2004,"10:24, 9 Aug 2004","Lucky has proven himself to be a responsible user, if somewhat, uh, rash. However, I believe in demystifying the position of sysop, and I think Lucky can handle this position well enough."
Jor,Chris Roy,1,1,2004,"04:16, 25 Mar 2004",Support.
Antandrus,CSTAR,1,1,2004,"23:44, 21 Nov 2004",
CryptoDerk,Aranel,1,1,2004,,See comment below.
TUF-KAT,Duk,1,1,2004,,"'''Support'''. (why do we write ""support"" when there is a separate section for opposing votes?)"
RickK,Eequor,-1,-1,2004,,Not a chance.
Grunt,Gadfium,1,1,2004,,That's almost as impressive an edit-to-time ratio as I have - hard work abounds. ;) --
Chmod007,Ssd,1,1,2004,"09:09, 18 Jul 2004",
Merovingian,Chuq,1,1,2004,,Absolutely.  --
Lucky 6.9,PedanticallySpeaking,1,1,2004,"21:30, 13 Dec 2004","Insert shock and surprise clichè of choice.  Extra credit if it's in Latin!  This rant means '''support''', by the way. -"
TUF-KAT,XJamRastafire,1,1,2004,,
,Siroxo,-1,1,2004,,
Fuzheado,SD6-Agent,1,1,2004,"05:17, 27 Apr 2004",
Mirv,Neutrality,1,1,2004,"13:50, 5 Oct 2004",
Neutrality,GeneralPatton,1,1,2004,,
Jwrosenzweig,UninvitedCompany,1,1,2004,"15:54, 19 Apr 2004",
Jondel,Netoholic,-1,-1,2004,,(Self nomination huh?)Excessive
Cyrius,IndigoGenius,-1,-1,2004,"02:48, 11 Jul 2004","Tricky, given that the account was created in May. Doesn't even have 50 edits and most of those are troublesome. --"
Ugen64,Taoster,-1,-1,2004,,
MykReeve,Mirv,1,1,2004,"22:41, 26 May 2004",
Fennec,Lucky 6.9.08,-1,-1,2004,"14:41, 9 Aug 2004","Given past experience with user on VFD, and noting the nominator, I fear that he may may also consider niceties like <nowiki>{{subst:test}}</nowiki> and other warnings as ""too mealy-mouthed"". -"
Bkonrad,Gadfium,1,1,2004,,
