SRC,TGT,VOT,RES,YEA,DAT,TXT
Jwrosenzweig,Ark30inf,1,1,2003,"22:40, 23 Sep 2003",Support.  S/he'd make a great admin. --
Ark30inf,Stan Shebs,1,1,2003,"03:54, 2 Oct 2003",Support.
Arwel Parry,Finlay McWalter,1,1,2003,"23:18, 14 Dec 2003",Support --
Morwen,Secretlondon,1,1,2003,"22:59, 9 Nov 2003",Support. --
Cimon avaro,Muriel Gottrop,1,1,2003,"12:45, 29 Oct 2003","Support most enthusiastically; via edit conflict, couldn't be the first seconder :-("
Secretlondon,Dori,1,1,2003,,Support
Theresa knott,Dysprosia,1,1,2003,"21:31, 8 Sep 2003",Support
Adam Bishop,Muriel Gottrop,1,1,2003,"20:07, 29 Oct 2003","Support, of course!"
Vancouverguy,Dysprosia,1,1,2003,"02:01, 4 Sep 2003",Support. I'm surprised he/she hasn't been made an admin yet.
Drolsi Susej,Evil saltine,1,1,2003,"03:12, 15 Oct 2003","Support. An excellent wikipedian who is not too easily swayed by the opinions of others. Although, perhaps he will need a name change..  Evil? ;) --"
Fantasy,Jwrosenzweig,1,1,2003,"11:47, 21 Aug 2003",Support. [[User_talk:Fantasy#Thanks!]] and other of his actions/comments indicate that he would make a great addition to Wikipedia Adminship. And: I could not find nealy any thing he did without Summary. I like that ;-) --
Cyp,Pakaran,1,1,2003,"09:02, 5 Dec 2003","Support, why not be an admin, while getting more experience? [[User:Cyp|&#922;&#963;&#965;&#960; ''Cyp'']]"
Dysprosia,Pakaran,1,1,2003,"05:42, 5 Dec 2003","Support (and not because Wik opposed), since I've noticed Pakaran striving for quality in articles, and is active in keeping an eye out for vandalism."
Arwel Parry,SimonP,1,1,2003,"23:18, 14 Dec 2003",Support --
Pakaran,Finlay McWalter,1,1,2003,"03:46, 14 Dec 2003",Support - why do I think the old users are all sysops?
Dori,Finlay McWalter,1,1,2003,,Support
172,Vancouverguy,1,1,2003,"02:51, 2 Sep 2003",Support
Menchi,J.J.,1,1,2003,,"Support: '''''However''''', you have a bad tendency to not describe anything about some of the photos you've uploaded (a specific source, that is). If you become an admin, you need to correct that obvious flaw, or other people will think that even an admin do such a thing, then they can do it too. (I trust that you're uploading non-copyrighted images, but but others can easily make that claim to, and why should we trust somebody we don't know on serious matter like this?) Admins can make mistakes (we all can), but we must follow clear policies, such as copyright/copyleft attribution. --"
Menchi,Chadloder,1,1,2003,,Support: Nice biographies he wrote. --
Fuzheado,Arwel Parry,1,1,2003,,"Support. About 1000 edits going back to February.  Re: edit wars, ""Let him who is without sin cast the first stone"""
Menchi,Jlk73,1,1,2003,"03:20, 3 Sep 2003",Support despite or because of his dramatic nomination. And his good work. --
RickK,Michael Hardy,1,1,2003,"02:05, 2 Dec 2003",Support.  Does a great job of correcting newbie mistakes.
Cyp,Bcorr,1,1,2003,"16:56, 10 Dec 2003",Support. Why do I always assume the regulars already are sysops..? [[User:Cyp|&#922;&#963;&#965;&#960; ''Cyp'']]
Menchi,Arwel Parry,1,1,2003,"21:53, 9 Oct 2003","Support. Coins, stamp, spelling fetish. Good things. --"
Angela,Dieter Simon,1,1,2003,"04:26, 2 Dec 2003",Support. A great contributor.
Jimregan,RickK,1,1,2003,,Support: The force is strong with this one (just to get away from Star Trek quotes :) --
Fuzheado,SimonP,1,1,2003,"23:49, 14 Dec 2003",Support. Though at least ''one'' line in the User: page would be nice. :)
Angela,Ihcoyc,1,1,2003,"21:00, 14 Nov 2003",Support.
Pakaran,168...,1,1,2003,"05:39, 5 Dec 2003",Support - I thought you were already a sysop! :) -
Cyan,Muriel Gottrop,1,1,2003,"22:07, 29 Oct 2003",Support.
G-Man,Morwen,1,1,2003,"22:51, 13 Nov 2003",Support. I've thought about nominating him/her myself --
Infrogmation,Tristanb,1,1,2003,"19:16, 9 Nov 2003",Support. --
Alexandros,Pakaran,1,1,2003,,Support (changed decision after speaking to Pakaran on the IRC channel._<s>Defer. This user has not been here long enough('''only 574 edits!''') and does not understand all the policies.</s>
Jake Nelson,Tristanb,1,1,2003,"08:19, 9 Oct 2003",Support. --
,Stevertigo,1,1,2003,,
Fuzheado,Evercat,1,1,2003,"01:23, 16 Dec 2003","Support, of course, and this has inspired me to create [[Prodigal son]] as well, so something good came of this."
Vancouverguy,Stan Shebs,1,1,2003,"03:51, 2 Oct 2003",Support.
Adam Bishop,Jlk73,1,1,2003,"00:58, 4 Sep 2003","Support, I always thought he was one anyway!"
Cyan,Bcorr,-1,1,2003,"20:04, 10 Dec 2003","Oppose... no, just kidding. Support. --"
G-Man,Andres,1,1,2003,"13:34, 16 Dec 2003","Support, --"
Ugen64,Bcorr,-1,1,2003,,Oppose! I discriminate against those named Brian! *gets flamed by developer Brion* err... Support! -
Cyan,Morwen,1,1,2003,"22:59, 13 Nov 2003",Support. --
Daniel Quinlan,Christopher Mahan,1,1,2003,,"Support. (There was some weirdness with his user page due to a redirect.  I couldn't seem to navigate to [http://en2.wikipedia.org/w/wiki.phtml?title=Special:Contributions&target=Chris_mahan his user contributions], although they are there.)"
Dysprosia,Evil saltine,1,1,2003,"03:07, 15 Oct 2003","Strong support, seen some excellent edits from this person!"
Angela,Pratyeka,1,1,2003,,Support. --
Angela,Pakaran,1,1,2003,"05:47, 5 Dec 2003",Support. Pakaran has shown an excellent understanding of Wikipedia and has worked on many controversial topics whilst avoiding getting involved in edit wars over them.
Angela,Daniel Quinlan,1,1,2003,,Support. --
Angela,Morwen,1,1,2003,,Support. --
Adam Bishop,SimonP,1,1,2003,"23:15, 14 Dec 2003",Support - you've always been a pleasure to work with on Canada-related articles.
Cyan,Christopher Mahan,1,1,2003,"21:52, 7 Nov 2003",Support. --
Arwel Parry,Morwen,1,1,2003,"22:57, 13 Nov 2003",Support. Sensible edits and corrections (and lots of them!) --
Hephaestos,Michael Hardy,1,1,2003,"15:45, 2 Dec 2003","Support. His command of the language is impeccable, this should make it even easier for him to fix things. -"
Ed Poor,Arwel Parry,1,1,2003,"14:21, 10 Oct 2003","Support. *blush* Ah, the sadness of irony! :-( I utterly misconstrued Arwel's point and hereby reverse my hasty vote. I can already feel [[Treebeard]]'s eyes on me... --"
Menchi,Olivier,1,1,2003,,"Support: Olivier's organizational skills and patience are evident in him wikilinking virtual orphans, and the maintenaince of some ever-growing large lists. And the ''5th'' [[Wikipedia:Wikipedians by number of edits|most active]]! --"
Alexandros,Khym Chanur,1,1,2003,"00:43, 30 Nov 2003",support.  I didn't realize this user has been here for a while. <s>Reject</s><s>Too new</s>.
Bjcairns,Michael Hardy,1,1,2003,"02:17, 2 Dec 2003","Support. (Even if superfluous given the above, apparently any user can comment!)  Michael contributes excellent articles and constructive criticism.  We have disagreed, and will (no doubt) continue to disagree, on a number of points of style, but such is the wonder of our diverse global society!"
Cyan,168...,1,1,2003,"18:25, 1 Dec 2003",Support. --
Menchi,Evil saltine,1,1,2003,"03:23, 15 Oct 2003",Support: Friendly. --
Menchi,CYD,1,1,2003,,Support. Good contri-list. --
Menchi,Mintguy,1,1,2003,,Support: Prolific. --
Dori,Pakaran,1,1,2003,,"Support. He doesn't think he'll be using his powers as much, but I have a feeling (and the vandals will back me up on this) that he'll be racking up edits once he becomes a sysop *cue evil laughter*"
Cimon avaro,Finlay McWalter,1,1,2003,,"Support. And not just because he reverted vandalism to my userpage a short while ago ;) His contributions have been constructive throughout, and his votes on Vfd have always been either on the mark, of darn near it. --"
Wik,Pakaran,-1,1,2003,,"Oppose. Has not demonstrated ability to investigate matters in a fair way, by accusing me of having a ""hobby"" of edit warring etc. --"
Mark Ryan,Bcorr,1,1,2003,"04:40, 17 Dec 2003","Support. One of the statesmen of Wikipedia, if there were any. -"
Snoyes,Michael Hardy,1,1,2003,"17:08, 1 Dec 2003","Support. Wanted to nominate, but had already nominated two others recently. --"
Ihcoyc,Dieter Simon,1,1,2003,"16:06, 2 Dec 2003",Support. --
G-Man,Arwel Parry,1,1,2003,"22:56, 9 Oct 2003","Support: a solid contributor, I'me surprised he isn't one already"
Hephaestos,Pakaran,1,1,2003,"15:50, 5 Dec 2003","Support. I deferred last time because I figured Pakaran was too new, but I've seen enough good actions from him/her now to firmly support. -"
Delirium,Ugen64,1,1,2003,,"Support.  Didn't have enough information to support last time, but do now (300 non-minor edits in the last two weeks alone, many of them very good ones). --"
Ed Poor,Bcorr,1,1,2003,"21:41, 10 Dec 2003","Support, thought he was one already! --"
Daniel Quinlan,Andres,1,1,2003,,"Support if he thinks he'll use it.  If not, I oppose.  I don't think it's necessarily good to have inactive sysops.  (He is definitely active enough as an editor and has sufficient experience for me to support otherwise.)"
Cyan,Vancouverguy,1,1,2003,"02:13, 31 Aug 2003",Support. --
Snoyes,Secretlondon,1,1,2003,"19:29, 9 Nov 2003",Support. --
Dori,168...,1,1,2003,,"Support. Weird handle, but not the weirdest I've seen."
Angela,Bcorr,1,1,2003,"07:24, 10 Dec 2003",Support. Brian has made excellent contributions and spent a lot of time mediating the [[2002 Gujarat violence]] page. He will make a great sysop.
Daniel Quinlan,Ugen64,1,1,2003,,Support.  I have no reason to believe that ugen64 would not make a good sysop.   Quite the opposite.
Hephaestos,168...,1,1,2003,"15:45, 2 Dec 2003",Support.  I've never seen 168 do anything but really good stuff. -
